Name,YT Scope Project,
File,C:\Users\Banan\mas247\mas247_olje\StepResponsePlot.csv,
Starttime of export,133437580216110000,Monday, November 6, 2023,16:27:01.611
Endtime of export,133437583732510000,Monday, November 6, 2023,16:32:53.251


Name,Level_Transmitter_2,Name,Pressure_Differencial_Transmitter_1
SymbolComment,,SymbolComment,
Data-Type,INT16,Data-Type,INT16
SampleTime[ms],10,SampleTime[ms],10
VariableSize,2,VariableSize,2
SymbolBased,True,SymbolBased,True
IndexGroup,61472,IndexGroup,61472
IndexOffset,385156,IndexOffset,385160
SymbolName,MAIN.Level_Transmitter_2,SymbolName,MAIN.Pressure_Differencial_Transmitter_1
NetID,5.112.67.239.1.1,NetID,5.112.67.239.1.1
Port,851,Port,851
Offset,0,Offset,0
ScaleFactor,1,ScaleFactor,1
BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff
Unit,(None),Unit,(None)
Unit ScaleFactor,1,Unit ScaleFactor,1
Unit Offset,0,Unit Offset,0

46840,0,46840,6022
46850,0,46850,6022
46860,0,46860,6026
46870,0,46870,6025
46880,0,46880,6026
46890,0,46890,6030
46900,0,46900,6031
46910,0,46910,6033
46920,0,46920,6035
46930,0,46930,6035
46940,0,46940,6034
46950,0,46950,6035
46960,0,46960,6035
46970,0,46970,6033
46980,0,46980,6037
46990,0,46990,6040
47000,0,47000,6044
47010,0,47010,6045
47020,0,47020,6042
47030,0,47030,6040
47040,0,47040,6040
47050,0,47050,6041
47060,0,47060,6042
47070,0,47070,6042
47080,0,47080,6041
47090,0,47090,6045
47100,0,47100,6049
47110,0,47110,6049
47120,0,47120,6052
47130,0,47130,6049
47140,0,47140,6046
47150,0,47150,6050
47160,0,47160,6048
47170,0,47170,6049
47180,0,47180,6050
47190,0,47190,6049
47200,0,47200,6054
47210,0,47210,6054
47220,0,47220,6053
47230,0,47230,6057
47240,0,47240,6056
47250,0,47250,6054
47260,0,47260,6053
47270,0,47270,6053
47280,0,47280,6056
47290,0,47290,6060
47300,0,47300,6061
47310,0,47310,6060
47320,0,47320,6058
47330,0,47330,6057
47340,0,47340,6061
47350,0,47350,6061
47360,0,47360,6061
47370,0,47370,6062
47380,0,47380,6064
47390,0,47390,6066
47400,0,47400,6062
47410,0,47410,6061
47420,0,47420,6069
47430,0,47430,6070
47440,0,47440,6069
47450,0,47450,6069
47460,0,47460,6069
47470,0,47470,6077
47480,0,47480,6074
47490,0,47490,6068
47500,0,47500,6073
47510,0,47510,6074
47520,0,47520,6069
47530,0,47530,6069
47540,0,47540,6072
47550,0,47550,6070
47560,0,47560,6069
47570,0,47570,6070
47580,0,47580,6074
47590,0,47590,6076
47600,0,47600,6073
47610,0,47610,6074
47620,0,47620,6079
47630,0,47630,6079
47640,0,47640,6077
47650,0,47650,6077
47660,0,47660,6076
47670,0,47670,6077
47680,0,47680,6076
47690,0,47690,6076
47700,0,47700,6079
47710,0,47710,6083
47720,0,47720,6087
47730,0,47730,6083
47740,0,47740,6081
47750,0,47750,6084
47760,0,47760,6084
47770,0,47770,6085
47780,0,47780,6085
47790,0,47790,6087
47800,0,47800,6089
47810,0,47810,6087
47820,0,47820,6088
47830,0,47830,6092
47840,0,47840,6088
47850,0,47850,6087
47860,0,47860,6091
47870,0,47870,6089
47880,0,47880,6088
47890,0,47890,6092
47900,0,47900,6093
47910,0,47910,6092
47920,0,47920,6089
47930,0,47930,6093
47940,0,47940,6092
47950,0,47950,6089
47960,0,47960,6088
47970,0,47970,6089
47980,0,47980,6095
47990,0,47990,6093
48000,0,48000,6093
48010,0,48010,6095
48020,0,48020,6099
48030,0,48030,6099
48040,0,48040,6097
48050,0,48050,6093
48060,0,48060,6092
48070,0,48070,6096
48080,0,48080,6092
48090,0,48090,6093
48100,0,48100,6099
48110,0,48110,6099
48120,0,48120,6101
48130,0,48130,6108
48140,0,48140,6104
48150,0,48150,6100
48160,0,48160,6101
48170,0,48170,6101
48180,0,48180,6101
48190,0,48190,6103
48200,0,48200,6103
48210,0,48210,6101
48220,0,48220,6101
48230,0,48230,6104
48240,0,48240,6103
48250,0,48250,6100
48260,0,48260,6107
48270,0,48270,6109
48280,0,48280,6107
48290,0,48290,6105
48300,0,48300,6104
48310,0,48310,6107
48320,0,48320,6109
48330,0,48330,6109
48340,0,48340,6109
48350,0,48350,6111
48360,0,48360,6111
48370,0,48370,6108
48380,0,48380,6107
48390,0,48390,6104
48400,0,48400,6111
48410,0,48410,6114
48420,0,48420,6111
48430,0,48430,6115
48440,0,48440,6112
48450,0,48450,6109
48460,0,48460,6114
48470,0,48470,6114
48480,0,48480,6116
48490,0,48490,6118
48500,0,48500,6115
48510,0,48510,6115
48520,0,48520,6118
48530,0,48530,6115
48540,0,48540,6114
48550,0,48550,6115
48560,0,48560,6115
48570,0,48570,6115
48580,0,48580,6114
48590,0,48590,6114
48600,0,48600,6116
48610,0,48610,6116
48620,0,48620,6116
48630,0,48630,6118
48640,0,48640,6118
48650,0,48650,6118
48660,0,48660,6122
48670,0,48670,6124
48680,0,48680,6116
48690,0,48690,6116
48700,0,48700,6120
48710,0,48710,6115
48720,0,48720,6119
48730,0,48730,6123
48740,0,48740,6119
48750,0,48750,6119
48760,0,48760,6122
48770,0,48770,6124
48780,0,48780,6126
48790,0,48790,6124
48800,0,48800,6127
48810,0,48810,6128
48820,0,48820,6128
48830,0,48830,6126
48840,0,48840,6126
48850,0,48850,6126
48860,0,48860,6126
48870,0,48870,6127
48880,0,48880,6128
48890,0,48890,6126
48900,0,48900,6120
48910,0,48910,6120
48920,0,48920,6123
48930,0,48930,6123
48940,0,48940,6128
48950,0,48950,6128
48960,0,48960,6131
48970,0,48970,6134
48980,0,48980,6130
48990,0,48990,6132
49000,0,49000,6131
49010,0,49010,6131
49020,0,49020,6135
49030,0,49030,6135
49040,0,49040,6136
49050,0,49050,6135
49060,0,49060,6131
49070,0,49070,6134
49080,0,49080,6135
49090,0,49090,6135
49100,0,49100,6132
49110,0,49110,6130
49120,0,49120,6134
49130,0,49130,6132
49140,0,49140,6128
49150,0,49150,6132
49160,0,49160,6134
49170,0,49170,6131
49180,0,49180,6131
49190,0,49190,6134
49200,0,49200,6135
49210,0,49210,6135
49220,0,49220,6135
49230,0,49230,6139
49240,0,49240,6138
49250,0,49250,6136
49260,0,49260,6142
49270,0,49270,6138
49280,0,49280,6135
49290,0,49290,6136
49300,0,49300,6138
49310,0,49310,6138
49320,0,49320,6142
49330,0,49330,6143
49340,0,49340,6142
49350,0,49350,6143
49360,0,49360,6143
49370,0,49370,6143
49380,0,49380,6142
49390,0,49390,6140
49400,0,49400,6143
49410,0,49410,6144
49420,0,49420,6144
49430,0,49430,6143
49440,0,49440,6138
49450,0,49450,6140
49460,0,49460,6146
49470,0,49470,6144
49480,0,49480,6144
49490,0,49490,6146
49500,0,49500,6144
49510,0,49510,6144
49520,0,49520,6147
49530,0,49530,6146
49540,0,49540,6144
49550,0,49550,6153
49560,0,49560,6157
49570,0,49570,6147
49580,0,49580,6146
49590,0,49590,6147
49600,0,49600,6148
49610,0,49610,6151
49620,0,49620,6151
49630,0,49630,6153
49640,0,49640,6148
49650,0,49650,6148
49660,0,49660,6153
49670,0,49670,6151
49680,0,49680,6150
49690,0,49690,6151
49700,0,49700,6151
49710,0,49710,6154
49720,0,49720,6159
49730,0,49730,6161
49740,0,49740,6158
49750,0,49750,6155
49760,0,49760,6155
49770,0,49770,6154
49780,0,49780,6153
49790,0,49790,6155
49800,0,49800,6157
49810,0,49810,6157
49820,0,49820,6154
49830,0,49830,6153
49840,0,49840,6154
49850,0,49850,6158
49860,0,49860,6159
49870,0,49870,6158
49880,0,49880,6158
49890,0,49890,6155
49900,0,49900,6157
49910,0,49910,6162
49920,0,49920,6159
49930,0,49930,6158
49940,0,49940,6161
49950,0,49950,6159
49960,0,49960,6158
49970,0,49970,6157
49980,0,49980,6158
49990,0,49990,6165
50000,0,50000,6171
50010,0,50010,6169
50020,0,50020,6167
50030,0,50030,6169
50040,0,50040,6170
50050,0,50050,6177
50060,0,50060,6181
50070,0,50070,6179
50080,0,50080,6179
50090,0,50090,6181
50100,0,50100,6181
50110,0,50110,6183
50120,0,50120,6185
50130,0,50130,6185
50140,0,50140,6186
50150,0,50150,6190
50160,0,50160,6194
50170,0,50170,6196
50180,0,50180,6196
50190,0,50190,6197
50200,0,50200,6198
50210,0,50210,6202
50220,0,50220,6201
50230,0,50230,6198
50240,0,50240,6202
50250,0,50250,6205
50260,0,50260,6206
50270,0,50270,6210
50280,0,50280,6209
50290,0,50290,6212
50300,0,50300,6216
50310,0,50310,6216
50320,0,50320,6214
50330,0,50330,6214
50340,0,50340,6217
50350,0,50350,6216
50360,0,50360,6217
50370,0,50370,6220
50380,0,50380,6222
50390,0,50390,6224
50400,0,50400,6225
50410,0,50410,6225
50420,0,50420,6229
50430,0,50430,6226
50440,0,50440,6229
50450,0,50450,6232
50460,0,50460,6224
50470,0,50470,6229
50480,0,50480,6232
50490,0,50490,6231
50500,0,50500,6235
50510,0,50510,6239
50520,0,50520,6240
50530,0,50530,6241
50540,0,50540,6241
50550,0,50550,6240
50560,0,50560,6245
50570,0,50570,6248
50580,0,50580,6245
50590,0,50590,6244
50600,0,50600,6248
50610,0,50610,6249
50620,0,50620,6249
50630,0,50630,6251
50640,0,50640,6248
50650,0,50650,6243
50660,0,50660,6248
50670,0,50670,6251
50680,0,50680,6253
50690,0,50690,6256
50700,0,50700,6255
50710,0,50710,6259
50720,0,50720,6259
50730,0,50730,6257
50740,0,50740,6256
50750,0,50750,6256
50760,0,50760,6256
50770,0,50770,6261
50780,0,50780,6260
50790,0,50790,6261
50800,0,50800,6267
50810,0,50810,6264
50820,0,50820,6264
50830,0,50830,6268
50840,0,50840,6267
50850,0,50850,6268
50860,0,50860,6268
50870,0,50870,6272
50880,0,50880,6266
50890,0,50890,6261
50900,0,50900,6267
50910,0,50910,6268
50920,0,50920,6272
50930,0,50930,6270
50940,0,50940,6270
50950,0,50950,6276
50960,0,50960,6275
50970,0,50970,6275
50980,0,50980,6278
50990,0,50990,6276
51000,0,51000,6274
51010,0,51010,6272
51020,0,51020,6276
51030,0,51030,6279
51040,0,51040,6279
51050,0,51050,6283
51060,0,51060,6284
51070,0,51070,6283
51080,0,51080,6283
51090,0,51090,6284
51100,0,51100,6286
51110,0,51110,6284
51120,0,51120,6283
51130,0,51130,6284
51140,0,51140,6286
51150,0,51150,6288
51160,0,51160,6287
51170,0,51170,6287
51180,0,51180,6290
51190,0,51190,6290
51200,0,51200,6294
51210,0,51210,6291
51220,0,51220,6291
51230,0,51230,6296
51240,0,51240,6298
51250,0,51250,6298
51260,0,51260,6298
51270,0,51270,6298
51280,0,51280,6295
51290,0,51290,6299
51300,0,51300,6303
51310,0,51310,6305
51320,0,51320,6305
51330,0,51330,6306
51340,0,51340,6310
51350,0,51350,6310
51360,0,51360,6311
51370,0,51370,6319
51380,0,51380,6321
51390,0,51390,6317
51400,0,51400,6321
51410,0,51410,6325
51420,0,51420,6322
51430,0,51430,6322
51440,0,51440,6327
51450,0,51450,6330
51460,0,51460,6330
51470,0,51470,6334
51480,0,51480,6337
51490,0,51490,6337
51500,0,51500,6338
51510,0,51510,6338
51520,0,51520,6337
51530,0,51530,6341
51540,0,51540,6348
51550,0,51550,6349
51560,0,51560,6350
51570,0,51570,6349
51580,0,51580,6349
51590,0,51590,6348
51600,0,51600,6349
51610,0,51610,6349
51620,0,51620,6348
51630,0,51630,6352
51640,0,51640,6356
51650,0,51650,6354
51660,0,51660,6349
51670,0,51670,6352
51680,0,51680,6358
51690,0,51690,6362
51700,0,51700,6362
51710,0,51710,6361
51720,0,51720,6361
51730,0,51730,6361
51740,0,51740,6366
51750,0,51750,6372
51760,0,51760,6372
51770,0,51770,6376
51780,0,51780,6379
51790,0,51790,6383
51800,0,51800,6383
51810,0,51810,6374
51820,0,51820,6381
51830,0,51830,6389
51840,0,51840,6388
51850,0,51850,6391
51860,0,51860,6392
51870,0,51870,6392
51880,0,51880,6389
51890,0,51890,6391
51900,0,51900,6392
51910,0,51910,6393
51920,0,51920,6392
51930,0,51930,6393
51940,0,51940,6396
51950,0,51950,6395
51960,0,51960,6399
51970,0,51970,6404
51980,0,51980,6404
51990,0,51990,6404
52000,0,52000,6401
52010,0,52010,6403
52020,0,52020,6412
52030,0,52030,6411
52040,0,52040,6412
52050,0,52050,6415
52060,0,52060,6409
52070,0,52070,6408
52080,0,52080,6411
52090,0,52090,6413
52100,0,52100,6415
52110,0,52110,6413
52120,0,52120,6416
52130,0,52130,6420
52140,0,52140,6422
52150,0,52150,6419
52160,0,52160,6418
52170,0,52170,6420
52180,0,52180,6423
52190,0,52190,6423
52200,0,52200,6428
52210,0,52210,6435
52220,0,52220,6431
52230,0,52230,6430
52240,0,52240,6432
52250,0,52250,6432
52260,0,52260,6427
52270,0,52270,6427
52280,0,52280,6431
52290,0,52290,6435
52300,0,52300,6436
52310,0,52310,6438
52320,0,52320,6440
52330,0,52330,6440
52340,0,52340,6438
52350,0,52350,6436
52360,0,52360,6439
52370,0,52370,6440
52380,0,52380,6443
52390,0,52390,6439
52400,0,52400,6439
52410,0,52410,6443
52420,0,52420,6442
52430,0,52430,6444
52440,0,52440,6446
52450,0,52450,6446
52460,0,52460,6444
52470,0,52470,6447
52480,0,52480,6448
52490,0,52490,6450
52500,0,52500,6454
52510,0,52510,6458
52520,0,52520,6454
52530,0,52530,6459
52540,0,52540,6463
52550,0,52550,6459
52560,0,52560,6461
52570,0,52570,6458
52580,0,52580,6457
52590,0,52590,6459
52600,0,52600,6462
52610,0,52610,6461
52620,0,52620,6462
52630,0,52630,6461
52640,0,52640,6462
52650,0,52650,6463
52660,0,52660,6462
52670,0,52670,6466
52680,0,52680,6466
52690,0,52690,6469
52700,0,52700,6471
52710,0,52710,6470
52720,0,52720,6471
52730,0,52730,6470
52740,0,52740,6473
52750,0,52750,6475
52760,0,52760,6471
52770,0,52770,6470
52780,0,52780,6471
52790,0,52790,6474
52800,0,52800,6477
52810,0,52810,6477
52820,0,52820,6474
52830,0,52830,6473
52840,0,52840,6474
52850,0,52850,6477
52860,0,52860,6481
52870,0,52870,6479
52880,0,52880,6478
52890,0,52890,6486
52900,0,52900,6483
52910,0,52910,6482
52920,0,52920,6486
52930,0,52930,6482
52940,0,52940,6487
52950,0,52950,6489
52960,0,52960,6486
52970,0,52970,6487
52980,0,52980,6490
52990,0,52990,6494
53000,0,53000,6489
53010,0,53010,6489
53020,0,53020,6492
53030,0,53030,6493
53040,0,53040,6492
53050,0,53050,6489
53060,0,53060,6493
53070,0,53070,6496
53080,0,53080,6496
53090,0,53090,6494
53100,0,53100,6493
53110,0,53110,6492
53120,0,53120,6494
53130,0,53130,6498
53140,0,53140,6501
53150,0,53150,6504
53160,0,53160,6504
53170,0,53170,6500
53180,0,53180,6498
53190,0,53190,6501
53200,0,53200,6501
53210,0,53210,6500
53220,0,53220,6501
53230,0,53230,6500
53240,0,53240,6501
53250,0,53250,6506
53260,0,53260,6506
53270,0,53270,6508
53280,0,53280,6509
53290,0,53290,6509
53300,0,53300,6506
53310,0,53310,6502
53320,0,53320,6504
53330,0,53330,6506
53340,0,53340,6508
53350,0,53350,6510
53360,0,53360,6512
53370,0,53370,6509
53380,0,53380,6513
53390,0,53390,6513
53400,0,53400,6510
53410,0,53410,6514
53420,0,53420,6512
53430,0,53430,6512
53440,0,53440,6513
53450,0,53450,6513
53460,0,53460,6513
53470,0,53470,6514
53480,0,53480,6517
53490,0,53490,6514
53500,0,53500,6517
53510,0,53510,6520
53520,0,53520,6518
53530,0,53530,6517
53540,0,53540,6517
53550,0,53550,6518
53560,0,53560,6518
53570,0,53570,6520
53580,0,53580,6521
53590,0,53590,6520
53600,0,53600,6521
53610,0,53610,6525
53620,0,53620,6528
53630,0,53630,6529
53640,0,53640,6528
53650,0,53650,6522
53660,0,53660,6517
53670,0,53670,6526
53680,0,53680,6526
53690,0,53690,6518
53700,0,53700,6522
53710,0,53710,6526
53720,0,53720,6524
53730,0,53730,6528
53740,0,53740,6531
53750,0,53750,6531
53760,0,53760,6533
53770,0,53770,6528
53780,0,53780,6521
53790,0,53790,6524
53800,0,53800,6529
53810,0,53810,6536
53820,0,53820,6539
53830,0,53830,6535
53840,0,53840,6529
53850,0,53850,6529
53860,0,53860,6532
53870,0,53870,6531
53880,0,53880,6531
53890,0,53890,6532
53900,0,53900,6531
53910,0,53910,6532
53920,0,53920,6537
53930,0,53930,6536
53940,0,53940,6535
53950,0,53950,6535
53960,0,53960,6537
53970,0,53970,6540
53980,0,53980,6541
53990,0,53990,6541
54000,0,54000,6540
54010,0,54010,6541
54020,0,54020,6547
54030,0,54030,6551
54040,0,54040,6552
54050,0,54050,6555
54060,0,54060,6559
54070,0,54070,6560
54080,0,54080,6559
54090,0,54090,6559
54100,0,54100,6564
54110,0,54110,6568
54120,0,54120,6572
54130,0,54130,6570
54140,0,54140,6567
54150,0,54150,6574
54160,0,54160,6575
54170,0,54170,6575
54180,0,54180,6575
54190,0,54190,6574
54200,0,54200,6575
54210,0,54210,6579
54220,0,54220,6586
54230,0,54230,6583
54240,0,54240,6572
54250,0,54250,6576
54260,0,54260,6583
54270,0,54270,6587
54280,0,54280,6591
54290,0,54290,6588
54300,0,54300,6590
54310,0,54310,6592
54320,0,54320,6595
54330,0,54330,6595
54340,0,54340,6598
54350,0,54350,6600
54360,0,54360,6605
54370,0,54370,6605
54380,0,54380,6606
54390,0,54390,6609
54400,0,54400,6609
54410,0,54410,6611
54420,0,54420,6610
54430,0,54430,6606
54440,0,54440,6609
54450,0,54450,6610
54460,0,54460,6613
54470,0,54470,6614
54480,0,54480,6614
54490,0,54490,6618
54500,0,54500,6617
54510,0,54510,6611
54520,0,54520,6614
54530,0,54530,6621
54540,0,54540,6626
54550,0,54550,6626
54560,0,54560,6623
54570,0,54570,6626
54580,0,54580,6629
54590,0,54590,6629
54600,0,54600,6629
54610,0,54610,6634
54620,0,54620,6641
54630,0,54630,6641
54640,0,54640,6644
54650,0,54650,6649
54660,0,54660,6648
54670,0,54670,6652
54680,0,54680,6653
54690,0,54690,6661
54700,0,54700,6665
54710,0,54710,6656
54720,0,54720,6662
54730,0,54730,6669
54740,0,54740,6669
54750,0,54750,6673
54760,0,54760,6674
54770,0,54770,6673
54780,0,54780,6676
54790,0,54790,6678
54800,0,54800,6683
54810,0,54810,6685
54820,0,54820,6691
54830,0,54830,6689
54840,0,54840,6689
54850,0,54850,6691
54860,0,54860,6695
54870,0,54870,6701
54880,0,54880,6699
54890,0,54890,6699
54900,0,54900,6700
54910,0,54910,6697
54920,0,54920,6703
54930,0,54930,6708
54940,0,54940,6709
54950,0,54950,6708
54960,0,54960,6709
54970,0,54970,6718
54980,0,54980,6718
54990,0,54990,6719
55000,0,55000,6726
55010,0,55010,6723
55020,0,55020,6724
55030,0,55030,6732
55040,0,55040,6731
55050,0,55050,6728
55060,0,55060,6732
55070,0,55070,6731
55080,0,55080,6730
55090,0,55090,6734
55100,0,55100,6735
55110,0,55110,6739
55120,0,55120,6740
55130,0,55130,6740
55140,0,55140,6743
55150,0,55150,6744
55160,0,55160,6747
55170,0,55170,6752
55180,0,55180,6750
55190,0,55190,6750
55200,0,55200,6752
55210,0,55210,6752
55220,0,55220,6762
55230,0,55230,6765
55240,0,55240,6761
55250,0,55250,6762
55260,0,55260,6761
55270,0,55270,6762
55280,0,55280,6766
55290,0,55290,6770
55300,0,55300,6771
55310,0,55310,6766
55320,0,55320,6763
55330,0,55330,6769
55340,0,55340,6777
55350,0,55350,6781
55360,0,55360,6779
55370,0,55370,6777
55380,0,55380,6775
55390,0,55390,6781
55400,0,55400,6782
55410,0,55410,6781
55420,0,55420,6783
55430,0,55430,6785
55440,0,55440,6787
55450,0,55450,6787
55460,0,55460,6789
55470,0,55470,6789
55480,0,55480,6787
55490,0,55490,6791
55500,0,55500,6793
55510,0,55510,6796
55520,0,55520,6798
55530,0,55530,6796
55540,0,55540,6793
55550,0,55550,6796
55560,0,55560,6800
55570,0,55570,6802
55580,0,55580,6802
55590,0,55590,6804
55600,0,55600,6808
55610,0,55610,6802
55620,0,55620,6800
55630,0,55630,6810
55640,0,55640,6813
55650,0,55650,6813
55660,0,55660,6812
55670,0,55670,6814
55680,0,55680,6816
55690,0,55690,6813
55700,0,55700,6818
55710,0,55710,6818
55720,0,55720,6817
55730,0,55730,6817
55740,0,55740,6820
55750,0,55750,6824
55760,0,55760,6822
55770,0,55770,6824
55780,0,55780,6826
55790,0,55790,6825
55800,0,55800,6821
55810,0,55810,6822
55820,0,55820,6829
55830,0,55830,6831
55840,0,55840,6825
55850,0,55850,6831
55860,0,55860,6831
55870,0,55870,6828
55880,0,55880,6833
55890,0,55890,6833
55900,0,55900,6836
55910,0,55910,6839
55920,0,55920,6835
55930,0,55930,6837
55940,0,55940,6841
55950,0,55950,6837
55960,0,55960,6835
55970,0,55970,6840
55980,0,55980,6839
55990,0,55990,6839
56000,0,56000,6839
56010,0,56010,6841
56020,0,56020,6851
56030,0,56030,6847
56040,0,56040,6845
56050,0,56050,6848
56060,0,56060,6851
56070,0,56070,6852
56080,0,56080,6849
56090,0,56090,6847
56100,0,56100,6848
56110,0,56110,6853
56120,0,56120,6853
56130,0,56130,6849
56140,0,56140,6851
56150,0,56150,6852
56160,0,56160,6853
56170,0,56170,6856
56180,0,56180,6853
56190,0,56190,6852
56200,0,56200,6855
56210,0,56210,6856
56220,0,56220,6859
56230,0,56230,6860
56240,0,56240,6859
56250,0,56250,6859
56260,0,56260,6860
56270,0,56270,6861
56280,0,56280,6860
56290,0,56290,6859
56300,0,56300,6856
56310,0,56310,6857
56320,0,56320,6861
56330,0,56330,6863
56340,0,56340,6865
56350,0,56350,6870
56360,0,56360,6870
56370,0,56370,6867
56380,0,56380,6864
56390,0,56390,6863
56400,0,56400,6868
56410,0,56410,6868
56420,0,56420,6865
56430,0,56430,6867
56440,0,56440,6867
56450,0,56450,6868
56460,0,56460,6868
56470,0,56470,6874
56480,0,56480,6874
56490,0,56490,6871
56500,0,56500,6874
56510,0,56510,6871
56520,0,56520,6874
56530,0,56530,6874
56540,0,56540,6872
56550,0,56550,6874
56560,0,56560,6875
56570,0,56570,6874
56580,0,56580,6878
56590,0,56590,6878
56600,0,56600,6875
56610,0,56610,6876
56620,0,56620,6878
56630,0,56630,6879
56640,0,56640,6880
56650,0,56650,6882
56660,0,56660,6879
56670,0,56670,6879
56680,0,56680,6880
56690,0,56690,6883
56700,0,56700,6883
56710,0,56710,6878
56720,0,56720,6880
56730,0,56730,6886
56740,0,56740,6887
56750,0,56750,6886
56760,0,56760,6884
56770,0,56770,6888
56780,0,56780,6890
56790,0,56790,6883
56800,0,56800,6882
56810,0,56810,6886
56820,0,56820,6888
56830,0,56830,6890
56840,0,56840,6887
56850,0,56850,6887
56860,0,56860,6894
56870,0,56870,6896
56880,0,56880,6895
56890,0,56890,6894
56900,0,56900,6891
56910,0,56910,6892
56920,0,56920,6896
56930,0,56930,6895
56940,0,56940,6895
56950,0,56950,6900
56960,0,56960,6903
56970,0,56970,6904
56980,0,56980,6903
56990,0,56990,6906
57000,0,57000,6911
57010,0,57010,6910
57020,0,57020,6907
57030,0,57030,6911
57040,0,57040,6915
57050,0,57050,6918
57060,0,57060,6919
57070,0,57070,6925
57080,0,57080,6926
57090,0,57090,6921
57100,0,57100,6925
57110,0,57110,6926
57120,0,57120,6922
57130,0,57130,6925
57140,0,57140,6930
57150,0,57150,6931
57160,0,57160,6933
57170,0,57170,6931
57180,0,57180,6930
57190,16,57190,6933
57200,55,57200,6935
57210,49,57210,6937
57220,49,57220,6941
57230,51,57230,6941
57240,52,57240,6943
57250,49,57250,6949
57260,49,57260,6948
57270,51,57270,6949
57280,52,57280,6953
57290,53,57290,6956
57300,55,57300,6954
57310,53,57310,6953
57320,53,57320,6957
57330,49,57330,6957
57340,48,57340,6958
57350,51,57350,6962
57360,48,57360,6961
57370,48,57370,6964
57380,44,57380,6968
57390,45,57390,6970
57400,51,57400,6973
57410,51,57410,6970
57420,53,57420,6973
57430,52,57430,6974
57440,48,57440,6970
57450,49,57450,6972
57460,49,57460,6972
57470,49,57470,6972
57480,51,57480,6974
57490,49,57490,6980
57500,51,57500,6981
57510,48,57510,6981
57520,45,57520,6983
57530,49,57530,6984
57540,55,57540,6987
57550,53,57550,6985
57560,48,57560,6983
57570,48,57570,6984
57580,55,57580,6987
57590,55,57590,6991
57600,52,57600,6985
57610,51,57610,6983
57620,51,57620,6991
57630,51,57630,6991
57640,52,57640,6992
57650,58,57650,6996
57660,59,57660,7001
57670,53,57670,7004
57680,52,57680,6999
57690,48,57690,7000
57700,48,57700,7003
57710,47,57710,6999
57720,44,57720,7001
57730,49,57730,7004
57740,53,57740,7001
57750,49,57750,7007
57760,52,57760,7008
57770,55,57770,7004
57780,52,57780,7008
57790,51,57790,7011
57800,49,57800,7009
57810,48,57810,7011
57820,51,57820,7015
57830,51,57830,7016
57840,47,57840,7016
57850,48,57850,7013
57860,48,57860,7016
57870,45,57870,7017
57880,48,57880,7015
57890,49,57890,7017
57900,47,57900,7019
57910,48,57910,7019
57920,52,57920,7023
57930,49,57930,7022
57940,48,57940,7019
57950,53,57950,7024
57960,52,57960,7026
57970,49,57970,7027
57980,53,57980,7026
57990,56,57990,7023
58000,52,58000,7031
58010,51,58010,7034
58020,52,58020,7032
58030,52,58030,7036
58040,52,58040,7035
58050,51,58050,7034
58060,51,58060,7034
58070,49,58070,7032
58080,51,58080,7032
58090,52,58090,7034
58100,47,58100,7035
58110,47,58110,7032
58120,47,58120,7031
58130,48,58130,7036
58140,48,58140,7038
58150,49,58150,7039
58160,49,58160,7042
58170,51,58170,7038
58180,51,58180,7035
58190,44,58190,7039
58200,45,58200,7040
58210,48,58210,7040
58220,48,58220,7039
58230,48,58230,7036
58240,48,58240,7036
58250,51,58250,7040
58260,53,58260,7046
58270,49,58270,7046
58280,48,58280,7043
58290,48,58290,7044
58300,47,58300,7048
58310,51,58310,7048
58320,52,58320,7052
58330,51,58330,7058
58340,49,58340,7061
58350,48,58350,7065
58360,52,58360,7066
58370,51,58370,7070
58380,49,58380,7069
58390,55,58390,7066
58400,59,58400,7070
58410,56,58410,7071
58420,53,58420,7074
58430,52,58430,7081
58440,51,58440,7082
58450,49,58450,7079
58460,48,58460,7086
58470,49,58470,7089
58480,56,58480,7087
58490,58,58490,7091
58500,53,58500,7091
58510,51,58510,7093
58520,53,58520,7096
58530,58,58530,7093
58540,58,58540,7104
58550,59,58550,7108
58560,56,58560,7105
58570,53,58570,7106
58580,52,58580,7100
58590,51,58590,7106
58600,52,58600,7114
58610,51,58610,7112
58620,49,58620,7112
58630,51,58630,7110
58640,52,58640,7116
58650,55,58650,7122
58660,56,58660,7116
58670,52,58670,7116
58680,51,58680,7122
58690,52,58690,7122
58700,53,58700,7122
58710,52,58710,7125
58720,49,58720,7124
58730,49,58730,7120
58740,56,58740,7124
58750,52,58750,7129
58760,47,58760,7130
58770,49,58770,7130
58780,53,58780,7129
58790,55,58790,7135
58800,55,58800,7132
58810,56,58810,7132
58820,52,58820,7141
58830,48,58830,7141
58840,48,58840,7144
58850,51,58850,7144
58860,51,58860,7143
58870,52,58870,7141
58880,56,58880,7143
58890,55,58890,7148
58900,56,58900,7149
58910,56,58910,7148
58920,53,58920,7151
58930,55,58930,7151
58940,52,58940,7147
58950,44,58950,7151
58960,47,58960,7156
58970,53,58970,7155
58980,55,58980,7156
58990,55,58990,7151
59000,52,59000,7148
59010,49,59010,7155
59020,48,59020,7156
59030,51,59030,7157
59040,52,59040,7160
59050,48,59050,7160
59060,49,59060,7163
59070,48,59070,7167
59080,52,59080,7165
59090,62,59090,7169
59100,56,59100,7172
