 Percentages	SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment	 Motor switch_
Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	BIT
SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	1
SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	61488
IndexOffset	482800	IndexOffset	482802	IndexOffset	482806	IndexOffset	482808	IndexOffset	482810	IndexOffset	482812	IndexOffset	482814	IndexOffset	482804	IndexOffset	385148
SymbolName	MAIN.LT1percent	SymbolName	MAIN.LT2percent	SymbolName	MAIN.PDT1percent	SymbolName	MAIN.PDT2percent	SymbolName	MAIN.PT1percent	SymbolName	MAIN.PT2percent	SymbolName	MAIN.PT3percent	SymbolName	MAIN.TT1percent	SymbolName	MAIN.Motor_ON_OFF
NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

45130	1448	45130	0	45130	5901	45130	0	45130	1267	45130	114	45130	0	45130	7241	45130	1
45140	1444	45140	0	45140	5902	45140	0	45140	1267	45140	117	45140	0	45140	7245	45140	1
45150	1442	45150	0	45150	5901	45150	0	45150	1265	45150	118	45150	0	45150	7243	45150	1
45160	1447	45160	0	45160	5901	45160	0	45160	1268	45160	115	45160	0	45160	7240	45160	1
45170	1477	45170	0	45170	5904	45170	0	45170	1270	45170	117	45170	0	45170	7240	45170	1
45180	1540	45180	0	45180	5909	45180	0	45180	1265	45180	117	45180	0	45180	7236	45180	1
45190	1576	45190	0	45190	5909	45190	0	45190	1267	45190	121	45190	0	45190	7234	45190	1
45200	1571	45200	0	45200	5906	45200	0	45200	1271	45200	117	45200	0	45200	7238	45200	1
45210	1574	45210	0	45210	5913	45210	0	45210	1268	45210	115	45210	0	45210	7241	45210	1
45220	1576	45220	0	45220	5914	45220	0	45220	1264	45220	117	45220	0	45220	7241	45220	1
45230	1576	45230	0	45230	5913	45230	0	45230	1261	45230	115	45230	0	45230	7241	45230	1
45240	1580	45240	0	45240	5914	45240	0	45240	1265	45240	117	45240	0	45240	7241	45240	1
45250	1579	45250	0	45250	5913	45250	0	45250	1268	45250	115	45250	0	45250	7237	45250	1
45260	1579	45260	0	45260	5917	45260	0	45260	1263	45260	113	45260	0	45260	7236	45260	1
45270	1579	45270	0	45270	5916	45270	0	45270	1264	45270	115	45270	0	45270	7241	45270	1
45280	1582	45280	0	45280	5914	45280	0	45280	1270	45280	119	45280	0	45280	7237	45280	1
45290	1584	45290	0	45290	5917	45290	0	45290	1272	45290	115	45290	0	45290	7234	45290	1
45300	1578	45300	0	45300	5917	45300	0	45300	1270	45300	117	45300	0	45300	7238	45300	1
45310	1576	45310	0	45310	5916	45310	0	45310	1268	45310	121	45310	0	45310	7237	45310	1
45320	1576	45320	0	45320	5920	45320	0	45320	1265	45320	117	45320	0	45320	7233	45320	1
45330	1580	45330	0	45330	5924	45330	0	45330	1263	45330	114	45330	0	45330	7240	45330	1
45340	1583	45340	0	45340	5925	45340	0	45340	1265	45340	118	45340	0	45340	7241	45340	1
45350	1579	45350	0	45350	5924	45350	0	45350	1265	45350	118	45350	0	45350	7236	45350	1
45360	1584	45360	0	45360	5925	45360	0	45360	1268	45360	115	45360	0	45360	7234	45360	1
45370	1583	45370	0	45370	5931	45370	0	45370	1275	45370	115	45370	0	45370	7234	45370	1
45380	1576	45380	0	45380	5929	45380	0	45380	1272	45380	117	45380	0	45380	7234	45380	1
45390	1575	45390	0	45390	5932	45390	0	45390	1264	45390	118	45390	0	45390	7237	45390	1
45400	1575	45400	0	45400	5931	45400	0	45400	1267	45400	119	45400	0	45400	7241	45400	1
45410	1582	45410	0	45410	5932	45410	0	45410	1272	45410	121	45410	0	45410	7240	45410	1
45420	1580	45420	0	45420	5937	45420	0	45420	1272	45420	115	45420	0	45420	7237	45420	1
45430	1574	45430	35	45430	5940	45430	0	45430	1270	45430	118	45430	0	45430	7234	45430	1
45440	1574	45440	52	45440	5944	45440	0	45440	1267	45440	119	45440	0	45440	7241	45440	1
45450	1576	45450	51	45450	5945	45450	0	45450	1270	45450	117	45450	0	45450	7247	45450	1
45460	1580	45460	51	45460	5947	45460	0	45460	1268	45460	118	45460	0	45460	7244	45460	1
45470	1576	45470	52	45470	5949	45470	0	45470	1267	45470	117	45470	0	45470	7240	45470	1
45480	1576	45480	51	45480	5956	45480	0	45480	1270	45480	117	45480	0	45480	7243	45480	1
45490	1576	45490	51	45490	5957	45490	0	45490	1268	45490	118	45490	0	45490	7243	45490	1
45500	1579	45500	52	45500	5956	45500	0	45500	1267	45500	119	45500	0	45500	7241	45500	1
45510	1579	45510	56	45510	5957	45510	0	45510	1270	45510	118	45510	0	45510	7244	45510	1
45520	1572	45520	56	45520	5960	45520	0	45520	1271	45520	118	45520	0	45520	7247	45520	1
45530	1571	45530	55	45530	5966	45530	0	45530	1272	45530	115	45530	0	45530	7244	45530	1
45540	1576	45540	59	45540	5966	45540	0	45540	1271	45540	118	45540	0	45540	7240	45540	1
45550	1579	45550	59	45550	5964	45550	0	45550	1267	45550	117	45550	0	45550	7240	45550	1
45560	1575	45560	56	45560	5971	45560	0	45560	1265	45560	117	45560	0	45560	7241	45560	1
45570	1575	45570	56	45570	5971	45570	0	45570	1271	45570	115	45570	0	45570	7240	45570	1
45580	1579	45580	53	45580	5972	45580	0	45580	1268	45580	114	45580	0	45580	7240	45580	1
45590	1578	45590	55	45590	5978	45590	0	45590	1263	45590	117	45590	0	45590	7243	45590	1
45600	1579	45600	59	45600	5976	45600	0	45600	1263	45600	111	45600	0	45600	7245	45600	1
45610	1580	45610	58	45610	5978	45610	0	45610	1265	45610	111	45610	0	45610	7244	45610	1
45620	1584	45620	55	45620	5978	45620	0	45620	1271	45620	119	45620	0	45620	7237	45620	1
45630	1584	45630	51	45630	5984	45630	0	45630	1272	45630	121	45630	0	45630	7237	45630	1
45640	1575	45640	48	45640	5992	45640	0	45640	1272	45640	117	45640	0	45640	7237	45640	1
45650	1576	45650	53	45650	5988	45650	0	45650	1270	45650	113	45650	0	45650	7238	45650	1
45660	1580	45660	56	45660	5990	45660	0	45660	1268	45660	114	45660	0	45660	7244	45660	1
45670	1598	45670	56	45670	5992	45670	0	45670	1271	45670	118	45670	0	45670	7244	45670	1
45680	1662	45680	52	45680	5988	45680	0	45680	1272	45680	114	45680	0	45680	7240	45680	1
45690	1703	45690	55	45690	5995	45690	0	45690	1271	45690	114	45690	0	45690	7241	45690	1
45700	1704	45700	55	45700	5999	45700	0	45700	1265	45700	118	45700	0	45700	7244	45700	1
45710	1712	45710	47	45710	6001	45710	0	45710	1264	45710	118	45710	0	45710	7243	45710	1
45720	1715	45720	51	45720	5999	45720	0	45720	1265	45720	117	45720	0	45720	7244	45720	1
45730	1708	45730	53	45730	5999	45730	0	45730	1272	45730	115	45730	0	45730	7241	45730	1
45740	1707	45740	51	45740	6010	45740	0	45740	1272	45740	119	45740	0	45740	7241	45740	1
45750	1708	45750	51	45750	6009	45750	0	45750	1268	45750	121	45750	0	45750	7241	45750	1
45760	1711	45760	49	45760	6009	45760	0	45760	1267	45760	122	45760	0	45760	7241	45760	1
45770	1715	45770	51	45770	6017	45770	0	45770	1271	45770	121	45770	0	45770	7243	45770	1
45780	1711	45780	52	45780	6017	45780	0	45780	1271	45780	115	45780	0	45780	7243	45780	1
45790	1704	45790	56	45790	6022	45790	0	45790	1271	45790	119	45790	0	45790	7244	45790	1
45800	1704	45800	59	45800	6027	45800	0	45800	1270	45800	118	45800	0	45800	7243	45800	1
45810	1706	45810	55	45810	6027	45810	0	45810	1267	45810	118	45810	0	45810	7240	45810	1
45820	1706	45820	53	45820	6030	45820	0	45820	1267	45820	121	45820	0	45820	7243	45820	1
45830	1711	45830	51	45830	6040	45830	0	45830	1271	45830	123	45830	0	45830	7245	45830	1
45840	1711	45840	52	45840	6044	45840	0	45840	1271	45840	123	45840	0	45840	7243	45840	1
45850	1706	45850	56	45850	6042	45850	0	45850	1265	45850	119	45850	0	45850	7240	45850	1
45860	1707	45860	56	45860	6048	45860	0	45860	1265	45860	119	45860	0	45860	7244	45860	1
45870	1728	45870	55	45870	6050	45870	0	45870	1265	45870	121	45870	0	45870	7244	45870	1
45880	1797	45880	53	45880	6053	45880	0	45880	1265	45880	119	45880	0	45880	7243	45880	1
45890	1844	45890	53	45890	6054	45890	0	45890	1268	45890	115	45890	0	45890	7243	45890	1
45900	1840	45900	52	45900	6054	45900	0	45900	1267	45900	118	45900	0	45900	7243	45900	1
45910	1840	45910	53	45910	6061	45910	0	45910	1267	45910	118	45910	0	45910	7241	45910	1
45920	1842	45920	58	45920	6061	45920	0	45920	1265	45920	114	45920	0	45920	7237	45920	1
45930	1846	45930	58	45930	6060	45930	0	45930	1263	45930	118	45930	0	45930	7240	45930	1
45940	1848	45940	55	45940	6064	45940	0	45940	1268	45940	117	45940	0	45940	7245	45940	1
45950	1844	45950	53	45950	6066	45950	0	45950	1270	45950	118	45950	0	45950	7243	45950	1
45960	1840	45960	53	45960	6072	45960	0	45960	1274	45960	118	45960	0	45960	7241	45960	1
45970	1840	45970	53	45970	6077	45970	0	45970	1268	45970	118	45970	0	45970	7245	45970	1
45980	1843	45980	55	45980	6080	45980	0	45980	1265	45980	122	45980	0	45980	7241	45980	1
45990	1846	45990	59	45990	6083	45990	0	45990	1267	45990	121	45990	0	45990	7240	45990	1
46000	1842	46000	59	46000	6083	46000	0	46000	1267	46000	118	46000	0	46000	7243	46000	1
46010	1840	46010	55	46010	6087	46010	0	46010	1270	46010	117	46010	0	46010	7240	46010	1
46020	1843	46020	56	46020	6091	46020	0	46020	1270	46020	118	46020	0	46020	7238	46020	1
46030	1842	46030	56	46030	6088	46030	0	46030	1268	46030	118	46030	0	46030	7236	46030	1
46040	1843	46040	55	46040	6091	46040	0	46040	1270	46040	117	46040	0	46040	7240	46040	1
46050	1850	46050	53	46050	6095	46050	0	46050	1272	46050	119	46050	0	46050	7241	46050	1
46060	1850	46060	52	46060	6096	46060	0	46060	1270	46060	119	46060	0	46060	7238	46060	1
46070	1844	46070	47	46070	6097	46070	0	46070	1267	46070	115	46070	0	46070	7241	46070	1
46080	1843	46080	48	46080	6095	46080	0	46080	1267	46080	113	46080	0	46080	7245	46080	1
46090	1843	46090	52	46090	6097	46090	0	46090	1270	46090	115	46090	0	46090	7244	46090	1
46100	1842	46100	52	46100	6105	46100	0	46100	1275	46100	117	46100	0	46100	7243	46100	1
46110	1842	46110	55	46110	6111	46110	0	46110	1272	46110	117	46110	0	46110	7244	46110	1
46120	1840	46120	55	46120	6111	46120	0	46120	1270	46120	118	46120	0	46120	7243	46120	1
46130	1840	46130	53	46130	6111	46130	0	46130	1271	46130	117	46130	0	46130	7238	46130	1
46140	1846	46140	52	46140	6112	46140	0	46140	1265	46140	114	46140	0	46140	7237	46140	1
46150	1846	46150	53	46150	6115	46150	0	46150	1267	46150	113	46150	0	46150	7240	46150	1
46160	1842	46160	53	46160	6118	46160	0	46160	1268	46160	115	46160	0	46160	7244	46160	1
46170	1843	46170	53	46170	6120	46170	0	46170	1265	46170	115	46170	0	46170	7245	46170	1
46180	1850	46180	53	46180	6124	46180	0	46180	1267	46180	117	46180	0	46180	7243	46180	1
46190	1850	46190	52	46190	6127	46190	0	46190	1271	46190	115	46190	0	46190	7241	46190	1
46200	1839	46200	51	46200	6120	46200	0	46200	1271	46200	117	46200	0	46200	7243	46200	1
46210	1840	46210	47	46210	6123	46210	0	46210	1268	46210	118	46210	0	46210	7245	46210	1
46220	1844	46220	51	46220	6128	46220	0	46220	1267	46220	114	46220	0	46220	7245	46220	1
46230	1840	46230	52	46230	6130	46230	0	46230	1265	46230	118	46230	0	46230	7244	46230	1
46240	1842	46240	51	46240	6135	46240	0	46240	1268	46240	121	46240	0	46240	7244	46240	1
46250	1846	46250	53	46250	6136	46250	0	46250	1268	46250	118	46250	0	46250	7243	46250	1
46260	1848	46260	51	46260	6140	46260	0	46260	1270	46260	115	46260	0	46260	7240	46260	1
46270	1851	46270	53	46270	6142	46270	0	46270	1267	46270	114	46270	0	46270	7243	46270	1
46280	1903	46280	52	46280	6135	46280	0	46280	1270	46280	117	46280	0	46280	7247	46280	1
46290	1959	46290	52	46290	6143	46290	0	46290	1275	46290	118	46290	0	46290	7245	46290	1
46300	1964	46300	51	46300	6157	46300	0	46300	1270	46300	115	46300	0	46300	7243	46300	1
46310	1968	46310	51	46310	6159	46310	0	46310	1263	46310	119	46310	0	46310	7241	46310	1
46320	1965	46320	53	46320	6158	46320	0	46320	1261	46320	123	46320	0	46320	7240	46320	1
46330	1963	46330	53	46330	6157	46330	0	46330	1271	46330	118	46330	0	46330	7241	46330	1
46340	1963	46340	51	46340	6165	46340	0	46340	1274	46340	115	46340	0	46340	7243	46340	1
46350	1961	46350	53	46350	6167	46350	0	46350	1272	46350	117	46350	0	46350	7247	46350	1
46360	1959	46360	52	46360	6170	46360	0	46360	1270	46360	117	46360	0	46360	7244	46360	1
46370	1960	46370	47	46370	6174	46370	0	46370	1272	46370	115	46370	0	46370	7243	46370	1
46380	1959	46380	51	46380	6177	46380	0	46380	1270	46380	113	46380	0	46380	7244	46380	1
46390	1956	46390	53	46390	6177	46390	0	46390	1265	46390	114	46390	0	46390	7244	46390	1
46400	1960	46400	49	46400	6175	46400	0	46400	1264	46400	118	46400	0	46400	7241	46400	1
46410	1965	46410	55	46410	6183	46410	0	46410	1268	46410	118	46410	0	46410	7236	46410	1
46420	1963	46420	53	46420	6190	46420	0	46420	1272	46420	113	46420	0	46420	7233	46420	1
46430	1961	46430	51	46430	6189	46430	0	46430	1268	46430	115	46430	0	46430	7236	46430	1
46440	1965	46440	49	46440	6194	46440	0	46440	1265	46440	119	46440	0	46440	7237	46440	1
46450	1964	46450	53	46450	6198	46450	0	46450	1267	46450	115	46450	0	46450	7240	46450	1
46460	1964	46460	58	46460	6201	46460	0	46460	1267	46460	113	46460	0	46460	7241	46460	1
46470	1964	46470	55	46470	6202	46470	0	46470	1267	46470	114	46470	0	46470	7243	46470	1
46480	1960	46480	51	46480	6202	46480	0	46480	1267	46480	115	46480	0	46480	7240	46480	1
46490	1957	46490	51	46490	6204	46490	0	46490	1268	46490	117	46490	0	46490	7238	46490	1
46500	1959	46500	51	46500	6202	46500	0	46500	1270	46500	121	46500	0	46500	7238	46500	1
46510	1959	46510	52	46510	6212	46510	0	46510	1271	46510	122	46510	0	46510	7238	46510	1
46520	1957	46520	55	46520	6220	46520	0	46520	1271	46520	118	46520	0	46520	7238	46520	1
46530	1961	46530	52	46530	6218	46530	0	46530	1267	46530	117	46530	0	46530	7238	46530	1
46540	1963	46540	51	46540	6220	46540	0	46540	1267	46540	114	46540	0	46540	7240	46540	1
46550	1961	46550	52	46550	6222	46550	0	46550	1270	46550	115	46550	0	46550	7244	46550	1
46560	1963	46560	51	46560	6224	46560	0	46560	1270	46560	118	46560	0	46560	7244	46560	1
46570	1960	46570	51	46570	6225	46570	0	46570	1268	46570	117	46570	0	46570	7241	46570	1
46580	1961	46580	56	46580	6226	46580	0	46580	1268	46580	111	46580	0	46580	7240	46580	1
46590	1961	46590	52	46590	6235	46590	0	46590	1270	46590	111	46590	0	46590	7240	46590	1
46600	1964	46600	51	46600	6236	46600	0	46600	1271	46600	117	46600	0	46600	7238	46600	1
46610	1963	46610	55	46610	6239	46610	0	46610	1268	46610	121	46610	0	46610	7241	46610	1
46620	1963	46620	75	46620	6243	46620	0	46620	1265	46620	119	46620	0	46620	7243	46620	1
46630	1964	46630	136	46630	6240	46630	0	46630	1265	46630	117	46630	0	46630	7244	46630	1
46640	1961	46640	172	46640	6243	46640	0	46640	1265	46640	115	46640	0	46640	7248	46640	1
46650	1964	46650	172	46650	6243	46650	0	46650	1265	46650	115	46650	0	46650	7245	46650	1
46660	1964	46660	174	46660	6248	46660	0	46660	1261	46660	121	46660	0	46660	7243	46660	1
46670	1961	46670	175	46670	6253	46670	0	46670	1264	46670	121	46670	0	46670	7243	46670	1
46680	1964	46680	175	46680	6252	46680	0	46680	1270	46680	118	46680	0	46680	7241	46680	1
46690	1968	46690	175	46690	6253	46690	0	46690	1267	46690	119	46690	0	46690	7243	46690	1
46700	1965	46700	179	46700	6256	46700	0	46700	1265	46700	118	46700	0	46700	7244	46700	1
46710	1961	46710	180	46710	6261	46710	0	46710	1270	46710	115	46710	0	46710	7247	46710	1
46720	1961	46720	178	46720	6261	46720	0	46720	1267	46720	115	46720	0	46720	7244	46720	1
46730	1964	46730	178	46730	6259	46730	0	46730	1260	46730	118	46730	0	46730	7241	46730	1
46740	1961	46740	179	46740	6259	46740	0	46740	1261	46740	118	46740	0	46740	7247	46740	1
46750	1961	46750	176	46750	6264	46750	0	46750	1264	46750	117	46750	0	46750	7248	46750	1
46760	1964	46760	172	46760	6274	46760	0	46760	1265	46760	117	46760	0	46760	7245	46760	1
46770	1959	46770	172	46770	6274	46770	0	46770	1267	46770	117	46770	0	46770	7247	46770	1
46780	1957	46780	175	46780	6274	46780	0	46780	1268	46780	118	46780	0	46780	7243	46780	1
46790	1964	46790	178	46790	6275	46790	0	46790	1268	46790	118	46790	0	46790	7244	46790	1
46800	1965	46800	179	46800	6276	46800	0	46800	1271	46800	117	46800	0	46800	7244	46800	1
46810	1964	46810	180	46810	6283	46810	0	46810	1271	46810	118	46810	0	46810	7240	46810	1
46820	1959	46820	179	46820	6287	46820	0	46820	1271	46820	119	46820	0	46820	7243	46820	1
46830	1956	46830	179	46830	6291	46830	0	46830	1271	46830	119	46830	0	46830	7244	46830	1
46840	1960	46840	179	46840	6290	46840	0	46840	1268	46840	119	46840	0	46840	7244	46840	1
46850	1964	46850	178	46850	6290	46850	0	46850	1270	46850	119	46850	0	46850	7245	46850	1
46860	1963	46860	178	46860	6294	46860	0	46860	1268	46860	119	46860	0	46860	7245	46860	1
46870	1964	46870	178	46870	6294	46870	0	46870	1265	46870	117	46870	0	46870	7245	46870	1
46880	1968	46880	179	46880	6298	46880	0	46880	1265	46880	115	46880	0	46880	7244	46880	1
46890	1969	46890	178	46890	6300	46890	0	46890	1268	46890	118	46890	0	46890	7243	46890	1
46900	1965	46900	174	46900	6295	46900	0	46900	1271	46900	115	46900	0	46900	7245	46900	1
46910	1960	46910	174	46910	6298	46910	0	46910	1267	46910	115	46910	0	46910	7244	46910	1
46920	1957	46920	175	46920	6306	46920	0	46920	1264	46920	117	46920	0	46920	7245	46920	1
46930	1963	46930	176	46930	6305	46930	0	46930	1264	46930	115	46930	0	46930	7244	46930	1
46940	1961	46940	175	46940	6305	46940	0	46940	1267	46940	113	46940	0	46940	7238	46940	1
46950	1959	46950	175	46950	6303	46950	0	46950	1271	46950	115	46950	0	46950	7238	46950	1
46960	1961	46960	175	46960	6302	46960	0	46960	1268	46960	118	46960	0	46960	7238	46960	1
46970	1963	46970	179	46970	6310	46970	0	46970	1265	46970	113	46970	0	46970	7238	46970	1
46980	1965	46980	180	46980	6313	46980	0	46980	1267	46980	113	46980	0	46980	7237	46980	1
46990	1967	46990	176	46990	6313	46990	0	46990	1263	46990	117	46990	0	46990	7238	46990	1
47000	1965	47000	172	47000	6315	47000	0	47000	1265	47000	115	47000	0	47000	7236	47000	1
47010	1955	47010	175	47010	6318	47010	0	47010	1270	47010	114	47010	0	47010	7233	47010	1
47020	1953	47020	179	47020	6323	47020	0	47020	1267	47020	115	47020	0	47020	7234	47020	1
47030	1956	47030	178	47030	6325	47030	0	47030	1267	47030	114	47030	0	47030	7237	47030	1
47040	1960	47040	174	47040	6321	47040	0	47040	1268	47040	114	47040	0	47040	7243	47040	1
47050	1963	47050	174	47050	6321	47050	0	47050	1267	47050	119	47050	0	47050	7241	47050	1
47060	1959	47060	175	47060	6325	47060	0	47060	1267	47060	119	47060	0	47060	7240	47060	1
47070	1961	47070	175	47070	6329	47070	0	47070	1267	47070	117	47070	0	47070	7240	47070	1
47080	1961	47080	176	47080	6331	47080	0	47080	1268	47080	118	47080	0	47080	7238	47080	1
47090	1957	47090	175	47090	6333	47090	0	47090	1271	47090	117	47090	0	47090	7238	47090	1
47100	1959	47100	179	47100	6334	47100	0	47100	1268	47100	117	47100	0	47100	7240	47100	1
47110	1961	47110	178	47110	6334	47110	0	47110	1265	47110	121	47110	0	47110	7241	47110	1
47120	1961	47120	174	47120	6335	47120	0	47120	1270	47120	118	47120	0	47120	7240	47120	1
47130	1959	47130	176	47130	6334	47130	0	47130	1271	47130	118	47130	0	47130	7241	47130	1
47140	1959	47140	176	47140	6337	47140	0	47140	1270	47140	115	47140	0	47140	7243	47140	1
47150	1960	47150	176	47150	6341	47150	0	47150	1268	47150	111	47150	0	47150	7243	47150	1
47160	1956	47160	175	47160	6344	47160	0	47160	1267	47160	117	47160	0	47160	7243	47160	1
47170	1961	47170	175	47170	6342	47170	0	47170	1268	47170	117	47170	0	47170	7241	47170	1
47180	1960	47180	178	47180	6341	47180	0	47180	1267	47180	114	47180	0	47180	7241	47180	1
47190	1957	47190	178	47190	6342	47190	0	47190	1267	47190	117	47190	0	47190	7241	47190	1
47200	1965	47200	174	47200	6345	47200	0	47200	1268	47200	118	47200	0	47200	7243	47200	1
47210	1964	47210	176	47210	6353	47210	0	47210	1265	47210	115	47210	0	47210	7241	47210	1
47220	1960	47220	178	47220	6354	47220	0	47220	1265	47220	114	47220	0	47220	7238	47220	1
47230	1956	47230	175	47230	6350	47230	0	47230	1272	47230	113	47230	0	47230	7238	47230	1
47240	1960	47240	176	47240	6349	47240	0	47240	1275	47240	115	47240	0	47240	7241	47240	1
47250	1961	47250	176	47250	6349	47250	0	47250	1271	47250	118	47250	0	47250	7241	47250	1
47260	1957	47260	176	47260	6346	47260	0	47260	1267	47260	118	47260	0	47260	7240	47260	1
47270	1959	47270	176	47270	6349	47270	0	47270	1267	47270	118	47270	0	47270	7241	47270	1
47280	1960	47280	178	47280	6350	47280	0	47280	1270	47280	117	47280	0	47280	7245	47280	1
47290	1961	47290	179	47290	6350	47290	0	47290	1268	47290	117	47290	0	47290	7245	47290	1
47300	1964	47300	183	47300	6353	47300	0	47300	1267	47300	117	47300	0	47300	7243	47300	1
47310	1969	47310	182	47310	6354	47310	0	47310	1264	47310	123	47310	0	47310	7241	47310	1
47320	1967	47320	178	47320	6353	47320	0	47320	1267	47320	123	47320	0	47320	7240	47320	1
47330	1963	47330	178	47330	6350	47330	0	47330	1271	47330	117	47330	0	47330	7243	47330	1
47340	1968	47340	178	47340	6353	47340	0	47340	1268	47340	113	47340	0	47340	7241	47340	1
47350	1963	47350	176	47350	6356	47350	0	47350	1265	47350	114	47350	0	47350	7241	47350	1
47360	1959	47360	176	47360	6360	47360	0	47360	1267	47360	115	47360	0	47360	7240	47360	1
47370	1955	47370	179	47370	6362	47370	0	47370	1267	47370	114	47370	0	47370	7243	47370	1
47380	1957	47380	176	47380	6362	47380	0	47380	1264	47380	117	47380	0	47380	7243	47380	1
47390	1960	47390	179	47390	6361	47390	0	47390	1267	47390	118	47390	0	47390	7240	47390	1
47400	1963	47400	179	47400	6362	47400	0	47400	1268	47400	118	47400	0	47400	7240	47400	1
47410	1965	47410	179	47410	6365	47410	0	47410	1265	47410	115	47410	0	47410	7240	47410	1
47420	1965	47420	179	47420	6368	47420	0	47420	1263	47420	117	47420	0	47420	7238	47420	1
47430	1965	47430	176	47430	6368	47430	0	47430	1268	47430	118	47430	0	47430	7236	47430	1
47440	1965	47440	176	47440	6374	47440	0	47440	1270	47440	117	47440	0	47440	7236	47440	1
47450	1964	47450	175	47450	6376	47450	0	47450	1263	47450	117	47450	0	47450	7240	47450	1
47460	1960	47460	172	47460	6374	47460	0	47460	1263	47460	121	47460	0	47460	7244	47460	1
47470	1964	47470	174	47470	6379	47470	0	47470	1268	47470	118	47470	0	47470	7245	47470	1
47480	1965	47480	176	47480	6381	47480	0	47480	1268	47480	118	47480	0	47480	7244	47480	1
47490	1960	47490	174	47490	6383	47490	0	47490	1268	47490	117	47490	0	47490	7243	47490	1
47500	1952	47500	172	47500	6383	47500	0	47500	1267	47500	115	47500	0	47500	7240	47500	1
47510	1951	47510	176	47510	6384	47510	0	47510	1268	47510	115	47510	0	47510	7243	47510	1
47520	1959	47520	179	47520	6385	47520	0	47520	1268	47520	117	47520	0	47520	7241	47520	1
47530	1964	47530	176	47530	6388	47530	0	47530	1265	47530	121	47530	0	47530	7238	47530	1
47540	1959	47540	178	47540	6388	47540	0	47540	1265	47540	122	47540	0	47540	7241	47540	1
47550	1960	47550	178	47550	6389	47550	0	47550	1270	47550	118	47550	0	47550	7241	47550	1
47560	1960	47560	175	47560	6391	47560	0	47560	1267	47560	115	47560	0	47560	7238	47560	1
47570	1959	47570	174	47570	6392	47570	0	47570	1265	47570	118	47570	0	47570	7238	47570	1
47580	1964	47580	172	47580	6395	47580	0	47580	1267	47580	115	47580	0	47580	7241	47580	1
47590	1965	47590	174	47590	6393	47590	0	47590	1270	47590	113	47590	0	47590	7243	47590	1
47600	1960	47600	179	47600	6393	47600	0	47600	1272	47600	113	47600	0	47600	7241	47600	1
47610	1959	47610	179	47610	6396	47610	0	47610	1272	47610	115	47610	0	47610	7243	47610	1
47620	1959	47620	178	47620	6399	47620	0	47620	1265	47620	118	47620	0	47620	7245	47620	1
47630	1960	47630	238	47630	6396	47630	0	47630	1265	47630	118	47630	0	47630	7247	47630	1
47640	1961	47640	294	47640	6399	47640	0	47640	1268	47640	118	47640	0	47640	7245	47640	1
47650	1960	47650	294	47650	6403	47650	0	47650	1271	47650	114	47650	0	47650	7243	47650	1
47660	1961	47660	295	47660	6403	47660	0	47660	1268	47660	118	47660	0	47660	7243	47660	1
