 Percentages	SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment	 Motor switch_
Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	BIT
SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	1
SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	61488
IndexOffset	482800	IndexOffset	482802	IndexOffset	482806	IndexOffset	482808	IndexOffset	482810	IndexOffset	482812	IndexOffset	482814	IndexOffset	482804	IndexOffset	385148
SymbolName	MAIN.LT1percent	SymbolName	MAIN.LT2percent	SymbolName	MAIN.PDT1percent	SymbolName	MAIN.PDT2percent	SymbolName	MAIN.PT1percent	SymbolName	MAIN.PT2percent	SymbolName	MAIN.PT3percent	SymbolName	MAIN.TT1percent	SymbolName	MAIN.Motor_ON_OFF
NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

142820	2749	142820	19266	142820	23660	142820	7883	142820	1261	142820	115	142820	0	142820	7252	142820	1
142830	2752	142830	19266	142830	23658	142830	7917	142830	1267	142830	118	142830	0	142830	7255	142830	1
142840	2753	142840	19270	142840	23655	142840	7949	142840	1260	142840	119	142840	0	142840	7257	142840	1
142850	2754	142850	19274	142850	23658	142850	7978	142850	1261	142850	117	142850	0	142850	7257	142850	1
142860	2756	142860	19271	142860	23666	142860	8010	142860	1265	142860	117	142860	0	142860	7256	142860	1
142870	2753	142870	19266	142870	23670	142870	8029	142870	1263	142870	114	142870	0	142870	7255	142870	1
142880	2749	142880	19268	142880	23667	142880	8065	142880	1263	142880	117	142880	0	142880	7257	142880	1
142890	2752	142890	19270	142890	23663	142890	8091	142890	1264	142890	121	142890	0	142890	7259	142890	1
142900	2753	142900	19271	142900	23663	142900	8115	142900	1263	142900	117	142900	0	142900	7256	142900	1
142910	2746	142910	19271	142910	23663	142910	8158	142910	1263	142910	111	142910	0	142910	7257	142910	1
142920	2745	142920	19267	142920	23662	142920	8181	142920	1265	142920	117	142920	0	142920	7259	142920	1
142930	2749	142930	19263	142930	23658	142930	8215	142930	1265	142930	119	142930	0	142930	7257	142930	1
142940	2746	142940	19266	142940	23656	142940	8239	142940	1265	142940	118	142940	0	142940	7256	142940	1
142950	2746	142950	19268	142950	23659	142950	8267	142950	1265	142950	117	142950	0	142950	7255	142950	1
142960	2752	142960	19270	142960	23666	142960	8305	142960	1270	142960	114	142960	0	142960	7255	142960	1
142970	2749	142970	19268	142970	23667	142970	8316	142970	1268	142970	117	142970	0	142970	7257	142970	1
142980	2753	142980	19268	142980	23666	142980	8351	142980	1264	142980	115	142980	0	142980	7257	142980	1
142990	2757	142990	19267	142990	23666	142990	8385	142990	1265	142990	115	142990	0	142990	7255	142990	1
143000	2748	143000	19264	143000	23667	143000	8406	143000	1264	143000	114	143000	0	143000	7252	143000	1
143010	2746	143010	19267	143010	23667	143010	8437	143010	1264	143010	115	143010	0	143010	7253	143010	1
143020	2752	143020	19270	143020	23669	143020	8454	143020	1264	143020	118	143020	0	143020	7253	143020	1
143030	2757	143030	19270	143030	23666	143030	8483	143030	1264	143030	114	143030	0	143030	7255	143030	1
143040	2753	143040	19270	143040	23662	143040	8507	143040	1264	143040	113	143040	0	143040	7257	143040	1
143050	2753	143050	19268	143050	23667	143050	8529	143050	1260	143050	115	143050	0	143050	7257	143050	1
143060	2754	143060	19268	143060	23669	143060	8565	143060	1260	143060	117	143060	0	143060	7256	143060	1
143070	2749	143070	19271	143070	23662	143070	8587	143070	1261	143070	119	143070	0	143070	7253	143070	1
143080	2750	143080	19267	143080	23660	143080	8619	143080	1263	143080	123	143080	0	143080	7257	143080	1
143090	2752	143090	19264	143090	23665	143090	8650	143090	1265	143090	121	143090	0	143090	7260	143090	1
143100	2746	143100	19264	143100	23671	143100	8680	143100	1270	143100	117	143100	0	143100	7257	143100	1
143110	2748	143110	19260	143110	23669	143110	8710	143110	1268	143110	119	143110	0	143110	7256	143110	1
143120	2753	143120	19266	143120	23665	143120	8718	143120	1267	143120	122	143120	0	143120	7257	143120	1
143130	2750	143130	19278	143130	23666	143130	8747	143130	1265	143130	118	143130	0	143130	7253	143130	1
143140	2749	143140	19272	143140	23670	143140	8774	143140	1267	143140	113	143140	0	143140	7251	143140	1
143150	2749	143150	19271	143150	23670	143150	8805	143150	1267	143150	113	143150	0	143150	7257	143150	1
143160	2753	143160	19270	143160	23674	143160	8845	143160	1263	143160	118	143160	0	143160	7257	143160	1
143170	2754	143170	19263	143170	23678	143170	8862	143170	1263	143170	118	143170	0	143170	7252	143170	1
143180	2749	143180	19267	143180	23674	143180	8896	143180	1263	143180	117	143180	0	143180	7253	143180	1
143190	2750	143190	19271	143190	23669	143190	8923	143190	1267	143190	121	143190	0	143190	7253	143190	1
143200	2752	143200	19271	143200	23669	143200	8947	143200	1264	143200	119	143200	0	143200	7256	143200	1
143210	2754	143210	19270	143210	23673	143210	8983	143210	1260	143210	118	143210	0	143210	7255	143210	1
143220	2757	143220	19264	143220	23674	143220	9006	143220	1265	143220	119	143220	0	143220	7252	143220	1
143230	2753	143230	19266	143230	23670	143230	9044	143230	1263	143230	118	143230	0	143230	7255	143230	1
143240	2752	143240	19272	143240	23670	143240	9072	143240	1260	143240	117	143240	0	143240	7255	143240	1
143250	2754	143250	19271	143250	23674	143250	9094	143250	1260	143250	114	143250	0	143250	7253	143250	1
143260	2753	143260	19270	143260	23675	143260	9128	143260	1260	143260	117	143260	0	143260	7259	143260	1
143270	2748	143270	19267	143270	23671	143270	9144	143270	1263	143270	121	143270	0	143270	7261	143270	1
143280	2744	143280	19268	143280	23673	143280	9176	143280	1264	143280	115	143280	0	143280	7259	143280	1
143290	2749	143290	19275	143290	23671	143290	9205	143290	1264	143290	114	143290	0	143290	7255	143290	1
143300	2750	143300	19274	143300	23670	143300	9223	143300	1264	143300	118	143300	0	143300	7256	143300	1
143310	2746	143310	19270	143310	23671	143310	9258	143310	1261	143310	117	143310	0	143310	7256	143310	1
143320	2750	143320	19266	143320	23670	143320	9283	143320	1257	143320	117	143320	0	143320	7252	143320	1
143330	2754	143330	19263	143330	23671	143330	9316	143330	1260	143330	119	143330	0	143330	7252	143330	1
143340	2749	143340	19268	143340	23673	143340	9342	143340	1265	143340	121	143340	0	143340	7255	143340	1
143350	2752	143350	19268	143350	23673	143350	9362	143350	1267	143350	118	143350	0	143350	7257	143350	1
143360	2757	143360	19263	143360	23675	143360	9397	143360	1265	143360	118	143360	0	143360	7260	143360	1
143370	2752	143370	19268	143370	23677	143370	9419	143370	1259	143370	117	143370	0	143370	7260	143370	1
143380	2748	143380	19274	143380	23674	143380	9449	143380	1257	143380	114	143380	0	143380	7256	143380	1
143390	2744	143390	19271	143390	23674	143390	9476	143390	1263	143390	115	143390	0	143390	7255	143390	1
143400	2742	143400	19266	143400	23675	143400	9507	143400	1263	143400	121	143400	0	143400	7260	143400	1
143410	2752	143410	19270	143410	23674	143410	9544	143410	1263	143410	121	143410	0	143410	7261	143410	1
143420	2758	143420	19275	143420	23674	143420	9558	143420	1264	143420	115	143420	0	143420	7260	143420	1
143430	2757	143430	19272	143430	23674	143430	9589	143430	1270	143430	118	143430	0	143430	7259	143430	1
143440	2753	143440	19267	143440	23670	143440	9618	143440	1267	143440	121	143440	0	143440	7257	143440	1
143450	2748	143450	19263	143450	23669	143450	9645	143450	1263	143450	122	143450	0	143450	7259	143450	1
143460	2746	143460	19256	143460	23669	143460	9685	143460	1261	143460	117	143460	0	143460	7259	143460	1
143470	2750	143470	19253	143470	23673	143470	9706	143470	1263	143470	115	143470	0	143470	7257	143470	1
143480	2746	143480	19263	143480	23674	143480	9745	143480	1267	143480	118	143480	0	143480	7255	143480	1
143490	2744	143490	19267	143490	23671	143490	9771	143490	1263	143490	119	143490	0	143490	7252	143490	1
143500	2750	143500	19268	143500	23673	143500	9800	143500	1260	143500	122	143500	0	143500	7251	143500	1
143510	2753	143510	19270	143510	23670	143510	9836	143510	1257	143510	118	143510	0	143510	7259	143510	1
143520	2750	143520	19270	143520	23671	143520	9844	143520	1261	143520	118	143520	0	143520	7260	143520	1
143530	2748	143530	19266	143530	23675	143530	9873	143530	1263	143530	115	143530	0	143530	7256	143530	1
143540	2749	143540	19266	143540	23678	143540	9911	143540	1260	143540	117	143540	0	143540	7252	143540	1
143550	2749	143550	19264	143550	23678	143550	9943	143550	1260	143550	119	143550	0	143550	7253	143550	1
143560	2752	143560	19261	143560	23679	143560	9974	143560	1260	143560	122	143560	0	143560	7256	143560	1
143570	2752	143570	19266	143570	23682	143570	9992	143570	1260	143570	122	143570	0	143570	7252	143570	1
143580	2749	143580	19266	143580	23678	143580	10028	143580	1264	143580	119	143580	0	143580	7253	143580	1
143590	2748	143590	19267	143590	23674	143590	10051	143590	1265	143590	119	143590	0	143590	7257	143590	1
143600	2749	143600	19268	143600	23677	143600	10059	143600	1263	143600	118	143600	0	143600	7256	143600	1
143610	2754	143610	19270	143610	23682	143610	10093	143610	1259	143610	119	143610	0	143610	7253	143610	1
143620	2754	143620	19271	143620	23677	143620	10116	143620	1260	143620	122	143620	0	143620	7255	143620	1
143630	2750	143630	19271	143630	23675	143630	10146	143630	1264	143630	125	143630	0	143630	7257	143630	1
143640	2749	143640	19272	143640	23679	143640	10179	143640	1267	143640	122	143640	0	143640	7252	143640	1
143650	2748	143650	19275	143650	23678	143650	10216	143650	1267	143650	119	143650	0	143650	7248	143650	1
143660	2750	143660	19274	143660	23678	143660	10252	143660	1267	143660	118	143660	0	143660	7251	143660	1
143670	2753	143670	19267	143670	23678	143670	10258	143670	1261	143670	119	143670	0	143670	7252	143670	1
143680	2748	143680	19264	143680	23677	143680	10287	143680	1259	143680	118	143680	0	143680	7251	143680	1
143690	2748	143690	19266	143690	23675	143690	10321	143690	1261	143690	117	143690	0	143690	7249	143690	1
143700	2754	143700	19266	143700	23677	143700	10353	143700	1261	143700	117	143700	0	143700	7252	143700	1
143710	2750	143710	19263	143710	23679	143710	10386	143710	1263	143710	115	143710	0	143710	7253	143710	1
143720	2748	143720	19264	143720	23679	143720	10403	143720	1261	143720	114	143720	0	143720	7255	143720	1
143730	2756	143730	19261	143730	23677	143730	10437	143730	1263	143730	110	143730	0	143730	7255	143730	1
143740	2754	143740	19263	143740	23674	143740	10457	143740	1264	143740	111	143740	0	143740	7256	143740	1
143750	2756	143750	19270	143750	23681	143750	10489	143750	1260	143750	118	143750	0	143750	7259	143750	1
143760	2756	143760	19268	143760	23681	143760	10531	143760	1264	143760	119	143760	0	143760	7259	143760	1
143770	2752	143770	19266	143770	23678	143770	10537	143770	1268	143770	115	143770	0	143770	7256	143770	1
143780	2752	143780	19268	143780	23682	143780	10568	143780	1264	143780	121	143780	0	143780	7257	143780	1
143790	2749	143790	19267	143790	23681	143790	10607	143790	1265	143790	123	143790	0	143790	7259	143790	1
143800	2748	143800	19261	143800	23679	143800	10636	143800	1265	143800	115	143800	0	143800	7259	143800	1
143810	2742	143810	19263	143810	23683	143810	10670	143810	1263	143810	117	143810	0	143810	7256	143810	1
143820	2740	143820	19264	143820	23682	143820	10689	143820	1267	143820	117	143820	0	143820	7255	143820	1
143830	2748	143830	19268	143830	23677	143830	10720	143830	1264	143830	117	143830	0	143830	7255	143830	1
143840	2749	143840	19267	143840	23678	143840	10743	143840	1261	143840	118	143840	0	143840	7255	143840	1
143850	2744	143850	19263	143850	23683	143850	10763	143850	1264	143850	114	143850	0	143850	7252	143850	1
143860	2748	143860	19263	143860	23685	143860	10804	143860	1263	143860	114	143860	0	143860	7251	143860	1
143870	2753	143870	19267	143870	23681	143870	10832	143870	1264	143870	114	143870	0	143870	7252	143870	1
143880	2745	143880	19270	143880	23678	143880	10864	143880	1264	143880	118	143880	0	143880	7255	143880	1
143890	2750	143890	19270	143890	23678	143890	10891	143890	1265	143890	121	143890	0	143890	7255	143890	1
143900	2756	143900	19267	143900	23677	143900	10907	143900	1267	143900	121	143900	0	143900	7252	143900	1
143910	2749	143910	19268	143910	23681	143910	10947	143910	1265	143910	119	143910	0	143910	7249	143910	1
143920	2745	143920	19271	143920	23683	143920	10968	143920	1267	143920	114	143920	0	143920	7249	143920	1
143930	2745	143930	19266	143930	23681	143930	10995	143930	1264	143930	114	143930	0	143930	7252	143930	1
143940	2750	143940	19264	143940	23686	143940	11033	143940	1261	143940	117	143940	0	143940	7257	143940	1
143950	2748	143950	19270	143950	23691	143950	11075	143950	1264	143950	121	143950	0	143950	7257	143950	1
143960	2742	143960	19270	143960	23687	143960	11116	143960	1264	143960	118	143960	0	143960	7251	143960	1
143970	2745	143970	19268	143970	23685	143970	11126	143970	1263	143970	118	143970	0	143970	7251	143970	1
143980	2749	143980	19270	143980	23686	143980	11157	143980	1263	143980	121	143980	0	143980	7249	143980	1
143990	2781	143990	19272	143990	23689	143990	11184	143990	1264	143990	117	143990	0	143990	7248	143990	1
144000	2842	144000	19270	144000	23685	144000	11218	144000	1267	144000	117	144000	0	144000	7249	144000	1
144010	2869	144010	19267	144010	23679	144010	11263	144010	1267	144010	119	144010	0	144010	7252	144010	1
144020	2869	144020	19270	144020	23681	144020	11286	144020	1265	144020	122	144020	0	144020	7251	144020	1
144030	2876	144030	19270	144030	23686	144030	11321	144030	1265	144030	119	144030	0	144030	7252	144030	1
144040	2878	144040	19270	144040	23686	144040	11350	144040	1263	144040	117	144040	0	144040	7259	144040	1
144050	2878	144050	19272	144050	23685	144050	11367	144050	1267	144050	115	144050	0	144050	7261	144050	1
144060	2877	144060	19268	144060	23687	144060	11400	144060	1270	144060	118	144060	0	144060	7263	144060	1
144070	2876	144070	19264	144070	23690	144070	11428	144070	1260	144070	117	144070	0	144070	7260	144070	1
144080	2878	144080	19266	144080	23687	144080	11466	144080	1261	144080	117	144080	0	144080	7256	144080	1
144090	2845	144090	19261	144090	23687	144090	11490	144090	1267	144090	115	144090	0	144090	7259	144090	1
144100	2780	144100	19263	144100	23687	144100	11513	144100	1263	144100	114	144100	0	144100	7257	144100	1
144110	2749	144110	19270	144110	23685	144110	11551	144110	1265	144110	115	144110	0	144110	7256	144110	1
144120	2746	144120	19268	144120	23687	144120	11571	144120	1270	144120	113	144120	0	144120	7257	144120	1
144130	2748	144130	19266	144130	23691	144130	11605	144130	1263	144130	117	144130	0	144130	7257	144130	1
144140	2753	144140	19266	144140	23691	144140	11630	144140	1263	144140	115	144140	0	144140	7259	144140	1
144150	2754	144150	19267	144150	23689	144150	11637	144150	1264	144150	114	144150	0	144150	7255	144150	1
144160	2749	144160	19268	144160	23689	144160	11668	144160	1261	144160	118	144160	0	144160	7253	144160	1
144170	2746	144170	19271	144170	23687	144170	11695	144170	1263	144170	117	144170	0	144170	7257	144170	1
144180	2745	144180	19272	144180	23683	144180	11729	144180	1264	144180	115	144180	0	144180	7259	144180	1
144190	2749	144190	19270	144190	23685	144190	11757	144190	1263	144190	113	144190	0	144190	7257	144190	1
144200	2752	144200	19268	144200	23687	144200	11780	144200	1264	144200	117	144200	0	144200	7256	144200	1
144210	2744	144210	19267	144210	23687	144210	11814	144210	1264	144210	117	144210	0	144210	7255	144210	1
144220	2741	144220	19263	144220	23690	144220	11828	144220	1261	144220	115	144220	0	144220	7255	144220	1
144230	2745	144230	19268	144230	23694	144230	11849	144230	1257	144230	115	144230	0	144230	7256	144230	1
144240	2745	144240	19270	144240	23697	144240	11869	144240	1261	144240	115	144240	0	144240	7257	144240	1
144250	2749	144250	19261	144250	23693	144250	11896	144250	1265	144250	119	144250	0	144250	7259	144250	1
144260	2750	144260	19264	144260	23691	144260	11928	144260	1265	144260	117	144260	0	144260	7259	144260	1
144270	2749	144270	19264	144270	23693	144270	11942	144270	1267	144270	115	144270	0	144270	7257	144270	1
144280	2750	144280	19259	144280	23691	144280	11971	144280	1264	144280	117	144280	0	144280	7260	144280	1
144290	2777	144290	19267	144290	23687	144290	11998	144290	1260	144290	118	144290	0	144290	7253	144290	1
144300	2843	144300	19276	144300	23687	144300	12023	144300	1263	144300	119	144300	0	144300	7253	144300	1
144310	2878	144310	19268	144310	23689	144310	12045	144310	1265	144310	119	144310	0	144310	7260	144310	1
144320	2878	144320	19263	144320	23693	144320	12055	144320	1260	144320	117	144320	0	144320	7260	144320	1
144330	2878	144330	19268	144330	23693	144330	12083	144330	1263	144330	122	144330	0	144330	7257	144330	1
144340	2876	144340	19263	144340	23690	144340	12109	144340	1264	144340	119	144340	0	144340	7256	144340	1
144350	2872	144350	19264	144350	23689	144350	12132	144350	1264	144350	114	144350	0	144350	7253	144350	1
144360	2876	144360	19271	144360	23690	144360	12160	144360	1265	144360	115	144360	0	144360	7253	144360	1
144370	2873	144370	19268	144370	23691	144370	12175	144370	1267	144370	115	144370	0	144370	7257	144370	1
144380	2868	144380	19268	144380	23691	144380	12203	144380	1261	144380	117	144380	0	144380	7259	144380	1
144390	2849	144390	19267	144390	23691	144390	12219	144390	1259	144390	117	144390	0	144390	7255	144390	1
144400	2795	144400	19267	144400	23693	144400	12237	144400	1268	144400	118	144400	0	144400	7249	144400	1
144410	2756	144410	19267	144410	23699	144410	12264	144410	1265	144410	119	144410	0	144410	7252	144410	1
144420	2748	144420	19268	144420	23701	144420	12272	144420	1263	144420	119	144420	0	144420	7257	144420	1
144430	2746	144430	19266	144430	23697	144430	12295	144430	1264	144430	117	144430	0	144430	7260	144430	1
144440	2749	144440	19263	144440	23697	144440	12318	144440	1261	144440	115	144440	0	144440	7257	144440	1
144450	2753	144450	19270	144450	23699	144450	12345	144450	1263	144450	115	144450	0	144450	7259	144450	1
144460	2749	144460	19272	144460	23695	144460	12377	144460	1267	144460	118	144460	0	144460	7255	144460	1
144470	2746	144470	19264	144470	23689	144470	12389	144470	1263	144470	114	144470	0	144470	7252	144470	1
144480	2746	144480	19259	144480	23689	144480	12416	144480	1260	144480	111	144480	0	144480	7255	144480	1
144490	2768	144490	19260	144490	23690	144490	12439	144490	1265	144490	119	144490	0	144490	7256	144490	1
144500	2835	144500	19267	144500	23691	144500	12461	144500	1265	144500	121	144500	0	144500	7257	144500	1
144510	2878	144510	19263	144510	23693	144510	12486	144510	1261	144510	121	144510	0	144510	7253	144510	1
144520	2874	144520	19260	144520	23693	144520	12494	144520	1263	144520	121	144520	0	144520	7257	144520	1
144530	2874	144530	19264	144530	23691	144530	12520	144530	1263	144530	117	144530	0	144530	7261	144530	1
144540	2877	144540	19266	144540	23693	144540	12548	144540	1268	144540	115	144540	0	144540	7257	144540	1
144550	2878	144550	19272	144550	23698	144550	12567	144550	1268	144550	117	144550	0	144550	7255	144550	1
144560	2874	144560	19268	144560	23701	144560	12589	144560	1261	144560	113	144560	0	144560	7255	144560	1
144570	2870	144570	19261	144570	23697	144570	12604	144570	1261	144570	114	144570	0	144570	7256	144570	1
144580	2872	144580	19261	144580	23694	144580	12629	144580	1264	144580	115	144580	0	144580	7257	144580	1
144590	2857	144590	19266	144590	23697	144590	12650	144590	1265	144590	115	144590	0	144590	7256	144590	1
144600	2796	144600	19266	144600	23695	144600	12672	144600	1261	144600	118	144600	0	144600	7255	144600	1
144610	2752	144610	19266	144610	23695	144610	12697	144610	1263	144610	118	144610	0	144610	7256	144610	1
144620	2745	144620	19266	144620	23695	144620	12706	144620	1270	144620	117	144620	0	144620	7256	144620	1
144630	2740	144630	19264	144630	23695	144630	12729	144630	1267	144630	118	144630	0	144630	7251	144630	1
144640	2742	144640	19264	144640	23697	144640	12753	144640	1264	144640	115	144640	0	144640	7248	144640	1
144650	2744	144650	19259	144650	23698	144650	12779	144650	1264	144650	117	144650	0	144650	7252	144650	1
144660	2744	144660	19261	144660	23697	144660	12807	144660	1265	144660	119	144660	0	144660	7257	144660	1
144670	2752	144670	19266	144670	23699	144670	12825	144670	1265	144670	118	144670	0	144670	7257	144670	1
144680	2756	144680	19267	144680	23698	144680	12853	144680	1267	144680	118	144680	0	144680	7255	144680	1
144690	2753	144690	19267	144690	23699	144690	12876	144690	1270	144690	117	144690	0	144690	7253	144690	1
144700	2752	144700	19267	144700	23699	144700	12895	144700	1263	144700	122	144700	0	144700	7255	144700	1
144710	2754	144710	19267	144710	23694	144710	12922	144710	1260	144710	119	144710	0	144710	7257	144710	1
144720	2753	144720	19268	144720	23695	144720	12937	144720	1263	144720	114	144720	0	144720	7256	144720	1
144730	2748	144730	19274	144730	23697	144730	12960	144730	1265	144730	115	144730	0	144730	7257	144730	1
144740	2748	144740	19272	144740	23698	144740	12981	144740	1265	144740	117	144740	0	144740	7257	144740	1
144750	2750	144750	19274	144750	23699	144750	13004	144750	1264	144750	115	144750	0	144750	7256	144750	1
144760	2757	144760	19268	144760	23701	144760	13031	144760	1264	144760	114	144760	0	144760	7257	144760	1
144770	2754	144770	19266	144770	23702	144770	13042	144770	1265	144770	117	144770	0	144770	7257	144770	1
144780	2748	144780	19271	144780	23704	144780	13067	144780	1264	144780	117	144780	0	144780	7257	144780	1
144790	2746	144790	19270	144790	23706	144790	13085	144790	1263	144790	115	144790	0	144790	7257	144790	1
144800	2752	144800	19266	144800	23702	144800	13104	144800	1271	144800	110	144800	0	144800	7259	144800	1
144810	2754	144810	19267	144810	23699	144810	13132	144810	1270	144810	113	144810	0	144810	7259	144810	1
144820	2750	144820	19268	144820	23701	144820	13143	144820	1264	144820	118	144820	0	144820	7257	144820	1
144830	2752	144830	19266	144830	23698	144830	13167	144830	1270	144830	117	144830	0	144830	7256	144830	1
144840	2753	144840	19263	144840	23701	144840	13189	144840	1271	144840	117	144840	0	144840	7255	144840	1
144850	2749	144850	19267	144850	23701	144850	13212	144850	1265	144850	114	144850	0	144850	7256	144850	1
144860	2748	144860	19271	144860	23699	144860	13237	144860	1264	144860	115	144860	0	144860	7256	144860	1
144870	2748	144870	19274	144870	23699	144870	13248	144870	1261	144870	119	144870	0	144870	7249	144870	1
144880	2748	144880	19276	144880	23698	144880	13276	144880	1260	144880	119	144880	0	144880	7251	144880	1
144890	2748	144890	19271	144890	23699	144890	13297	144890	1264	144890	118	144890	0	144890	7257	144890	1
144900	2749	144900	19266	144900	23704	144900	13317	144900	1263	144900	118	144900	0	144900	7259	144900	1
144910	2746	144910	19266	144910	23704	144910	13344	144910	1264	144910	119	144910	0	144910	7257	144910	1
144920	2744	144920	19266	144920	23702	144920	13352	144920	1265	144920	118	144920	0	144920	7257	144920	1
144930	2748	144930	19267	144930	23705	144930	13379	144930	1261	144930	118	144930	0	144930	7257	144930	1
144940	2745	144940	19271	144940	23702	144940	13405	144940	1261	144940	115	144940	0	144940	7252	144940	1
144950	2744	144950	19271	144950	23701	144950	13425	144950	1263	144950	118	144950	0	144950	7253	144950	1
144960	2748	144960	19266	144960	23701	144960	13452	144960	1265	144960	121	144960	0	144960	7256	144960	1
144970	2750	144970	19268	144970	23701	144970	13461	144970	1265	144970	113	144970	0	144970	7255	144970	1
144980	2749	144980	19268	144980	23705	144980	13484	144980	1267	144980	113	144980	0	144980	7259	144980	1
144990	2750	144990	19267	144990	23706	144990	13504	144990	1267	144990	117	144990	0	144990	7257	144990	1
145000	2748	145000	19268	145000	23701	145000	13526	145000	1260	145000	118	145000	0	145000	7256	145000	1
145010	2745	145010	19264	145010	23702	145010	13550	145010	1259	145010	119	145010	0	145010	7257	145010	1
145020	2746	145020	19260	145020	23706	145020	13560	145020	1263	145020	118	145020	0	145020	7257	145020	1
145030	2745	145030	19266	145030	23708	145030	13581	145030	1263	145030	114	145030	0	145030	7256	145030	1
145040	2746	145040	19274	145040	23706	145040	13597	145040	1264	145040	117	145040	0	145040	7255	145040	1
145050	2752	145050	19271	145050	23704	145050	13607	145050	1264	145050	119	145050	0	145050	7256	145050	1
145060	2748	145060	19268	145060	23702	145060	13634	145060	1267	145060	118	145060	0	145060	7256	145060	1
145070	2742	145070	19264	145070	23706	145070	13653	145070	1267	145070	118	145070	0	145070	7259	145070	1
145080	2746	145080	19266	145080	23710	145080	13672	145080	1265	145080	115	145080	0	145080	7257	145080	1
145090	2753	145090	19266	145090	23710	145090	13692	145090	1263	145090	113	145090	0	145090	7259	145090	1
145100	2750	145100	19261	145100	23706	145100	13715	145100	1264	145100	115	145100	0	145100	7257	145100	1
145110	2749	145110	19259	145110	23709	145110	13739	145110	1267	145110	117	145110	0	145110	7257	145110	1
145120	2749	145120	19259	145120	23712	145120	13750	145120	1264	145120	118	145120	0	145120	7259	145120	1
145130	2754	145130	19267	145130	23708	145130	13775	145130	1265	145130	118	145130	0	145130	7257	145130	1
145140	2754	145140	19271	145140	23706	145140	13794	145140	1265	145140	113	145140	0	145140	7255	145140	1
145150	2749	145150	19271	145150	23710	145150	13809	145150	1268	145150	113	145150	0	145150	7257	145150	1
145160	2748	145160	19272	145160	23713	145160	13832	145160	1265	145160	115	145160	0	145160	7259	145160	1
145170	2742	145170	19268	145170	23706	145170	13848	145170	1263	145170	118	145170	0	145170	7255	145170	1
145180	2748	145180	19264	145180	23708	145180	13875	145180	1264	145180	118	145180	0	145180	7257	145180	1
145190	2765	145190	19264	145190	23710	145190	13894	145190	1265	145190	115	145190	0	145190	7259	145190	1
145200	2826	145200	19267	145200	23709	145200	13910	145200	1264	145200	122	145200	0	145200	7255	145200	1
145210	2873	145210	19266	145210	23710	145210	13933	145210	1260	145210	125	145210	0	145210	7255	145210	1
145220	2873	145220	19263	145220	23710	145220	13939	145220	1261	145220	121	145220	0	145220	7261	145220	1
145230	2873	145230	19263	145230	23709	145230	13960	145230	1265	145230	115	145230	0	145230	7261	145230	1
145240	2868	145240	19260	145240	23708	145240	13982	145240	1265	145240	114	145240	0	145240	7260	145240	1
145250	2865	145250	19257	145250	23708	145250	14005	145250	1260	145250	118	145250	0	145250	7257	145250	1
