 Percentages	SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment	
Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16
SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2
SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448
IndexOffset	482800	IndexOffset	482802	IndexOffset	482806	IndexOffset	482808	IndexOffset	482810	IndexOffset	482812	IndexOffset	482814	IndexOffset	482804
SymbolName	MAIN.LT1percent	SymbolName	MAIN.LT2percent	SymbolName	MAIN.PDT1percent	SymbolName	MAIN.PDT2percent	SymbolName	MAIN.PT1percent	SymbolName	MAIN.PT2percent	SymbolName	MAIN.PT3percent	SymbolName	MAIN.TT1percent
NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

36850	919	36850	1624	36850	7584	36850	0	36850	1274	36850	114	36850	0	36850	7245
36860	916	36860	1624	36860	7584	36860	0	36860	1275	36860	118	36860	0	36860	7244
36870	919	36870	1624	36870	7588	36870	0	36870	1272	36870	119	36870	0	36870	7243
36880	923	36880	1624	36880	7591	36880	0	36880	1271	36880	118	36880	0	36880	7240
36890	926	36890	1626	36890	7596	36890	0	36890	1275	36890	118	36890	0	36890	7237
36900	925	36900	1625	36900	7596	36900	0	36900	1271	36900	118	36900	0	36900	7240
36910	919	36910	1626	36910	7597	36910	0	36910	1270	36910	119	36910	0	36910	7241
36920	921	36920	1629	36920	7603	36920	0	36920	1270	36920	121	36920	0	36920	7241
36930	922	36930	1626	36930	7603	36930	0	36930	1272	36930	119	36930	0	36930	7243
36940	919	36940	1622	36940	7608	36940	0	36940	1272	36940	118	36940	0	36940	7245
36950	915	36950	1617	36950	7613	36950	0	36950	1267	36950	119	36950	0	36950	7244
36960	918	36960	1621	36960	7613	36960	0	36960	1270	36960	115	36960	0	36960	7241
36970	923	36970	1628	36970	7616	36970	0	36970	1271	36970	113	36970	0	36970	7243
36980	922	36980	1628	36980	7617	36980	0	36980	1271	36980	113	36980	0	36980	7247
36990	918	36990	1629	36990	7617	36990	0	36990	1271	36990	115	36990	0	36990	7243
37000	919	37000	1630	37000	7623	37000	0	37000	1274	37000	117	37000	0	37000	7243
37010	918	37010	1628	37010	7628	37010	0	37010	1271	37010	118	37010	0	37010	7245
37020	919	37020	1625	37020	7628	37020	0	37020	1270	37020	122	37020	0	37020	7247
37030	923	37030	1624	37030	7638	37030	0	37030	1270	37030	121	37030	0	37030	7248
37040	921	37040	1626	37040	7642	37040	0	37040	1270	37040	117	37040	0	37040	7244
37050	923	37050	1626	37050	7636	37050	0	37050	1275	37050	119	37050	0	37050	7238
37060	925	37060	1629	37060	7638	37060	0	37060	1276	37060	122	37060	0	37060	7240
37070	930	37070	1628	37070	7643	37070	0	37070	1272	37070	122	37070	0	37070	7244
37080	925	37080	1676	37080	7644	37080	0	37080	1270	37080	122	37080	0	37080	7240
37090	919	37090	1737	37090	7647	37090	0	37090	1274	37090	121	37090	0	37090	7238
37100	925	37100	1745	37100	7647	37100	0	37100	1272	37100	119	37100	0	37100	7240
37110	926	37110	1748	37110	7650	37110	0	37110	1274	37110	117	37110	0	37110	7243
37120	922	37120	1748	37120	7651	37120	0	37120	1271	37120	119	37120	0	37120	7248
37130	922	37130	1744	37130	7654	37130	0	37130	1270	37130	123	37130	0	37130	7244
37140	927	37140	1745	37140	7660	37140	0	37140	1271	37140	123	37140	0	37140	7244
37150	923	37150	1746	37150	7659	37150	0	37150	1271	37150	121	37150	0	37150	7244
37160	923	37160	1745	37160	7663	37160	0	37160	1274	37160	117	37160	0	37160	7241
37170	926	37170	1745	37170	7669	37170	0	37170	1274	37170	118	37170	0	37170	7243
37180	923	37180	1746	37180	7665	37180	0	37180	1275	37180	119	37180	0	37180	7240
37190	923	37190	1745	37190	7673	37190	0	37190	1271	37190	118	37190	0	37190	7244
37200	921	37200	1748	37200	7675	37200	0	37200	1268	37200	119	37200	0	37200	7247
37210	919	37210	1750	37210	7674	37210	0	37210	1270	37210	119	37210	0	37210	7244
37220	919	37220	1746	37220	7678	37220	0	37220	1271	37220	119	37220	0	37220	7244
37230	922	37230	1746	37230	7677	37230	0	37230	1275	37230	118	37230	0	37230	7244
37240	925	37240	1746	37240	7682	37240	0	37240	1276	37240	113	37240	0	37240	7243
37250	927	37250	1742	37250	7685	37250	0	37250	1274	37250	113	37250	0	37250	7241
37260	925	37260	1741	37260	7685	37260	0	37260	1270	37260	119	37260	0	37260	7238
37270	921	37270	1742	37270	7690	37270	0	37270	1271	37270	122	37270	0	37270	7238
37280	922	37280	1744	37280	7693	37280	0	37280	1272	37280	118	37280	0	37280	7241
37290	921	37290	1745	37290	7691	37290	0	37290	1272	37290	113	37290	0	37290	7238
37300	918	37300	1741	37300	7693	37300	0	37300	1272	37300	115	37300	0	37300	7240
37310	919	37310	1744	37310	7686	37310	0	37310	1270	37310	121	37310	0	37310	7240
37320	921	37320	1746	37320	7689	37320	0	37320	1268	37320	117	37320	0	37320	7240
37330	934	37330	1749	37330	7702	37330	0	37330	1271	37330	115	37330	0	37330	7244
37340	1004	37340	1752	37340	7704	37340	0	37340	1275	37340	117	37340	0	37340	7243
37350	1059	37350	1746	37350	7704	37350	0	37350	1274	37350	115	37350	0	37350	7241
37360	1059	37360	1744	37360	7705	37360	0	37360	1276	37360	115	37360	0	37360	7244
37370	1055	37370	1744	37370	7705	37370	0	37370	1278	37370	115	37370	0	37370	7248
37380	1051	37380	1745	37380	7708	37380	0	37380	1271	37380	118	37380	0	37380	7248
37390	1052	37390	1745	37390	7712	37390	0	37390	1272	37390	119	37390	0	37390	7243
37400	1052	37400	1742	37400	7710	37400	0	37400	1275	37400	118	37400	0	37400	7238
37410	1051	37410	1746	37410	7714	37410	0	37410	1271	37410	118	37410	0	37410	7244
37420	1052	37420	1746	37420	7717	37420	0	37420	1272	37420	118	37420	0	37420	7243
37430	1052	37430	1745	37430	7718	37430	0	37430	1274	37430	119	37430	0	37430	7237
37440	1052	37440	1746	37440	7724	37440	0	37440	1272	37440	119	37440	0	37440	7240
37450	1054	37450	1745	37450	7722	37450	0	37450	1275	37450	119	37450	0	37450	7244
37460	1048	37460	1744	37460	7721	37460	0	37460	1274	37460	121	37460	0	37460	7245
37470	1048	37470	1746	37470	7726	37470	0	37470	1272	37470	117	37470	0	37470	7244
37480	1055	37480	1748	37480	7728	37480	0	37480	1271	37480	118	37480	0	37480	7244
37490	1056	37490	1745	37490	7725	37490	0	37490	1272	37490	122	37490	0	37490	7245
37500	1054	37500	1742	37500	7725	37500	0	37500	1272	37500	122	37500	0	37500	7245
37510	1050	37510	1744	37510	7725	37510	0	37510	1271	37510	119	37510	0	37510	7244
37520	1055	37520	1745	37520	7724	37520	0	37520	1268	37520	114	37520	0	37520	7244
37530	1056	37530	1744	37530	7726	37530	0	37530	1268	37530	117	37530	0	37530	7244
37540	1054	37540	1746	37540	7729	37540	0	37540	1270	37540	121	37540	0	37540	7243
37550	1055	37550	1749	37550	7726	37550	0	37550	1268	37550	121	37550	0	37550	7243
37560	1056	37560	1748	37560	7729	37560	0	37560	1268	37560	119	37560	0	37560	7244
37570	1052	37570	1750	37570	7732	37570	0	37570	1270	37570	119	37570	0	37570	7244
37580	1055	37580	1748	37580	7729	37580	0	37580	1274	37580	123	37580	0	37580	7243
37590	1055	37590	1746	37590	7729	37590	0	37590	1274	37590	118	37590	0	37590	7241
37600	1051	37600	1745	37600	7732	37600	0	37600	1272	37600	117	37600	0	37600	7241
37610	1055	37610	1745	37610	7733	37610	0	37610	1274	37610	118	37610	0	37610	7241
37620	1054	37620	1745	37620	7734	37620	0	37620	1270	37620	113	37620	0	37620	7243
37630	1054	37630	1744	37630	7739	37630	0	37630	1270	37630	114	37630	0	37630	7241
37640	1055	37640	1745	37640	7739	37640	0	37640	1270	37640	117	37640	0	37640	7236
37650	1051	37650	1744	37650	7743	37650	0	37650	1270	37650	114	37650	0	37650	7238
37660	1054	37660	1746	37660	7752	37660	0	37660	1271	37660	114	37660	0	37660	7241
37670	1056	37670	1748	37670	7747	37670	0	37670	1272	37670	119	37670	0	37670	7243
37680	1058	37680	1745	37680	7743	37680	0	37680	1271	37680	122	37680	0	37680	7241
37690	1055	37690	1745	37690	7749	37690	0	37690	1275	37690	117	37690	0	37690	7244
37700	1051	37700	1748	37700	7753	37700	0	37700	1276	37700	114	37700	0	37700	7247
37710	1048	37710	1748	37710	7759	37710	0	37710	1272	37710	117	37710	0	37710	7243
37720	1051	37720	1745	37720	7757	37720	0	37720	1272	37720	119	37720	0	37720	7247
37730	1059	37730	1746	37730	7752	37730	0	37730	1274	37730	117	37730	0	37730	7245
37740	1191	37740	1746	37740	7759	37740	0	37740	1274	37740	113	37740	0	37740	7241
37750	1316	37750	1746	37750	7761	37750	0	37750	1270	37750	114	37750	0	37750	7241
37760	1314	37760	1746	37760	7764	37760	0	37760	1270	37760	117	37760	0	37760	7245
37770	1314	37770	1742	37770	7765	37770	0	37770	1274	37770	121	37770	0	37770	7248
37780	1316	37780	1745	37780	7767	37780	0	37780	1272	37780	123	37780	0	37780	7244
37790	1320	37790	1745	37790	7767	37790	0	37790	1268	37790	121	37790	0	37790	7243
37800	1319	37800	1741	37800	7765	37800	0	37800	1271	37800	121	37800	0	37800	7244
37810	1320	37810	1742	37810	7771	37810	0	37810	1274	37810	121	37810	0	37810	7244
37820	1322	37820	1745	37820	7775	37820	0	37820	1274	37820	118	37820	0	37820	7243
37830	1320	37830	1748	37830	7773	37830	0	37830	1272	37830	117	37830	0	37830	7241
37840	1319	37840	1748	37840	7771	37840	0	37840	1268	37840	115	37840	0	37840	7240
37850	1319	37850	1748	37850	7772	37850	0	37850	1268	37850	119	37850	0	37850	7238
37860	1320	37860	1748	37860	7779	37860	0	37860	1271	37860	118	37860	0	37860	7238
37870	1318	37870	1748	37870	7779	37870	0	37870	1278	37870	115	37870	0	37870	7236
37880	1318	37880	1748	37880	7776	37880	0	37880	1278	37880	117	37880	0	37880	7230
37890	1314	37890	1748	37890	7779	37890	0	37890	1272	37890	119	37890	0	37890	7234
37900	1314	37900	1746	37900	7783	37900	0	37900	1271	37900	121	37900	0	37900	7238
37910	1319	37910	1748	37910	7788	37910	0	37910	1275	37910	122	37910	0	37910	7241
37920	1324	37920	1746	37920	7788	37920	0	37920	1276	37920	118	37920	0	37920	7244
37930	1320	37930	1745	37930	7788	37930	0	37930	1272	37930	113	37930	0	37930	7240
37940	1312	37940	1744	37940	7790	37940	0	37940	1271	37940	115	37940	0	37940	7237
37950	1316	37950	1745	37950	7787	37950	0	37950	1271	37950	119	37950	0	37950	7237
37960	1319	37960	1744	37960	7784	37960	0	37960	1272	37960	121	37960	0	37960	7237
37970	1314	37970	1744	37970	7788	37970	0	37970	1275	37970	118	37970	0	37970	7238
37980	1311	37980	1746	37980	7791	37980	0	37980	1274	37980	115	37980	0	37980	7237
37990	1312	37990	1746	37990	7791	37990	0	37990	1272	37990	118	37990	0	37990	7237
38000	1318	38000	1746	38000	7790	38000	0	38000	1271	38000	115	38000	0	38000	7238
38010	1320	38010	1744	38010	7791	38010	0	38010	1268	38010	119	38010	0	38010	7240
38020	1319	38020	1740	38020	7795	38020	0	38020	1268	38020	123	38020	0	38020	7240
38030	1320	38030	1744	38030	7799	38030	0	38030	1267	38030	117	38030	0	38030	7238
38040	1319	38040	1746	38040	7796	38040	0	38040	1270	38040	117	38040	0	38040	7241
38050	1315	38050	1746	38050	7795	38050	0	38050	1272	38050	117	38050	0	38050	7243
38060	1315	38060	1746	38060	7802	38060	0	38060	1271	38060	114	38060	0	38060	7243
38070	1315	38070	1748	38070	7799	38070	0	38070	1272	38070	113	38070	0	38070	7243
38080	1316	38080	1745	38080	7798	38080	0	38080	1274	38080	114	38080	0	38080	7243
38090	1318	38090	1745	38090	7803	38090	0	38090	1275	38090	115	38090	0	38090	7244
38100	1314	38100	1748	38100	7800	38100	0	38100	1275	38100	117	38100	0	38100	7241
38110	1311	38110	1746	38110	7803	38110	0	38110	1274	38110	117	38110	0	38110	7241
38120	1314	38120	1748	38120	7807	38120	0	38120	1272	38120	117	38120	0	38120	7240
38130	1312	38130	1750	38130	7806	38130	0	38130	1270	38130	115	38130	0	38130	7238
38140	1312	38140	1748	38140	7807	38140	0	38140	1268	38140	115	38140	0	38140	7243
38150	1316	38150	1746	38150	7810	38150	0	38150	1274	38150	119	38150	0	38150	7244
38160	1318	38160	1748	38160	7810	38160	0	38160	1276	38160	121	38160	0	38160	7243
38170	1318	38170	1746	38170	7811	38170	0	38170	1274	38170	118	38170	0	38170	7244
38180	1320	38180	1741	38180	7811	38180	0	38180	1274	38180	114	38180	0	38180	7247
38190	1326	38190	1741	38190	7810	38190	0	38190	1274	38190	114	38190	0	38190	7245
38200	1326	38200	1744	38200	7813	38200	0	38200	1275	38200	117	38200	0	38200	7247
38210	1322	38210	1746	38210	7814	38210	0	38210	1274	38210	118	38210	0	38210	7249
38220	1320	38220	1745	38220	7811	38220	0	38220	1271	38220	118	38220	0	38220	7248
38230	1322	38230	1744	38230	7813	38230	0	38230	1270	38230	117	38230	0	38230	7247
38240	1319	38240	1745	38240	7818	38240	0	38240	1274	38240	111	38240	0	38240	7247
38250	1316	38250	1746	38250	7818	38250	0	38250	1274	38250	114	38250	0	38250	7247
38260	1320	38260	1745	38260	7814	38260	0	38260	1272	38260	117	38260	0	38260	7247
38270	1320	38270	1745	38270	7818	38270	0	38270	1276	38270	117	38270	0	38270	7244
38280	1318	38280	1746	38280	7821	38280	0	38280	1276	38280	121	38280	0	38280	7244
38290	1318	38290	1748	38290	7819	38290	0	38290	1268	38290	114	38290	0	38290	7247
38300	1316	38300	1748	38300	7825	38300	0	38300	1271	38300	115	38300	0	38300	7244
38310	1318	38310	1746	38310	7833	38310	0	38310	1275	38310	122	38310	0	38310	7244
38320	1315	38320	1746	38320	7827	38320	0	38320	1272	38320	118	38320	0	38320	7243
38330	1315	38330	1742	38330	7826	38330	0	38330	1272	38330	113	38330	0	38330	7240
38340	1318	38340	1745	38340	7826	38340	0	38340	1274	38340	118	38340	0	38340	7243
38350	1316	38350	1749	38350	7823	38350	0	38350	1272	38350	123	38350	0	38350	7244
38360	1312	38360	1748	38360	7830	38360	0	38360	1274	38360	121	38360	0	38360	7244
38370	1310	38370	1746	38370	7831	38370	0	38370	1274	38370	121	38370	0	38370	7238
38380	1315	38380	1746	38380	7829	38380	0	38380	1275	38380	119	38380	0	38380	7238
38390	1319	38390	1746	38390	7833	38390	0	38390	1275	38390	114	38390	0	38390	7243
38400	1316	38400	1745	38400	7833	38400	0	38400	1274	38400	114	38400	0	38400	7240
38410	1316	38410	1746	38410	7830	38410	0	38410	1272	38410	117	38410	0	38410	7240
38420	1316	38420	1746	38420	7830	38420	0	38420	1272	38420	117	38420	0	38420	7240
38430	1315	38430	1745	38430	7835	38430	0	38430	1276	38430	119	38430	0	38430	7237
38440	1315	38440	1746	38440	7841	38440	0	38440	1274	38440	119	38440	0	38440	7240
38450	1316	38450	1749	38450	7837	38450	0	38450	1271	38450	115	38450	0	38450	7241
38460	1322	38460	1752	38460	7837	38460	0	38460	1271	38460	119	38460	0	38460	7238
38470	1324	38470	1746	38470	7838	38470	0	38470	1271	38470	121	38470	0	38470	7240
38480	1320	38480	1745	38480	7837	38480	0	38480	1270	38480	119	38480	0	38480	7241
38490	1312	38490	1746	38490	7835	38490	0	38490	1274	38490	121	38490	0	38490	7244
38500	1312	38500	1744	38500	7837	38500	0	38500	1278	38500	121	38500	0	38500	7243
38510	1318	38510	1744	38510	7841	38510	0	38510	1278	38510	119	38510	0	38510	7240
38520	1319	38520	1744	38520	7843	38520	0	38520	1275	38520	117	38520	0	38520	7241
38530	1316	38530	1745	38530	7845	38530	0	38530	1275	38530	119	38530	0	38530	7241
38540	1316	38540	1746	38540	7843	38540	0	38540	1275	38540	121	38540	0	38540	7241
38550	1322	38550	1748	38550	7845	38550	0	38550	1274	38550	118	38550	0	38550	7245
38560	1319	38560	1750	38560	7845	38560	0	38560	1272	38560	121	38560	0	38560	7244
38570	1310	38570	1746	38570	7845	38570	0	38570	1272	38570	119	38570	0	38570	7244
38580	1310	38580	1744	38580	7847	38580	0	38580	1272	38580	121	38580	0	38580	7244
38590	1315	38590	1745	38590	7847	38590	0	38590	1275	38590	121	38590	0	38590	7244
38600	1320	38600	1745	38600	7847	38600	0	38600	1275	38600	113	38600	0	38600	7245
38610	1318	38610	1744	38610	7845	38610	0	38610	1271	38610	113	38610	0	38610	7247
38620	1316	38620	1746	38620	7845	38620	0	38620	1274	38620	115	38620	0	38620	7243
38630	1318	38630	1749	38630	7850	38630	0	38630	1270	38630	111	38630	0	38630	7241
38640	1315	38640	1748	38640	7847	38640	0	38640	1268	38640	111	38640	0	38640	7245
38650	1314	38650	1748	38650	7846	38650	0	38650	1276	38650	117	38650	0	38650	7241
38660	1318	38660	1748	38660	7853	38660	0	38660	1278	38660	122	38660	0	38660	7243
38670	1318	38670	1745	38670	7854	38670	0	38670	1274	38670	121	38670	0	38670	7245
38680	1316	38680	1746	38680	7854	38680	0	38680	1267	38680	121	38680	0	38680	7247
38690	1320	38690	1749	38690	7857	38690	0	38690	1265	38690	121	38690	0	38690	7245
38700	1323	38700	1748	38700	7857	38700	0	38700	1270	38700	117	38700	0	38700	7241
38710	1323	38710	1744	38710	7857	38710	0	38710	1272	38710	115	38710	0	38710	7241
38720	1319	38720	1746	38720	7854	38720	0	38720	1271	38720	117	38720	0	38720	7241
38730	1315	38730	1748	38730	7856	38730	0	38730	1271	38730	118	38730	0	38730	7243
38740	1312	38740	1746	38740	7857	38740	0	38740	1271	38740	122	38740	0	38740	7241
38750	1311	38750	1745	38750	7857	38750	0	38750	1267	38750	122	38750	0	38750	7241
38760	1318	38760	1741	38760	7857	38760	0	38760	1272	38760	121	38760	0	38760	7243
38770	1323	38770	1744	38770	7856	38770	0	38770	1275	38770	115	38770	0	38770	7244
38780	1319	38780	1745	38780	7856	38780	0	38780	1272	38780	115	38780	0	38780	7247
38790	1318	38790	1745	38790	7862	38790	0	38790	1275	38790	121	38790	0	38790	7244
38800	1323	38800	1744	38800	7864	38800	0	38800	1274	38800	121	38800	0	38800	7243
38810	1322	38810	1745	38810	7858	38810	0	38810	1272	38810	121	38810	0	38810	7244
38820	1319	38820	1748	38820	7860	38820	0	38820	1272	38820	118	38820	0	38820	7244
38830	1326	38830	1746	38830	7864	38830	0	38830	1275	38830	119	38830	0	38830	7244
38840	1324	38840	1748	38840	7866	38840	0	38840	1278	38840	121	38840	0	38840	7238
38850	1318	38850	1746	38850	7868	38850	0	38850	1276	38850	121	38850	0	38850	7241
38860	1315	38860	1744	38860	7868	38860	0	38860	1276	38860	121	38860	0	38860	7247
38870	1318	38870	1745	38870	7869	38870	0	38870	1274	38870	118	38870	0	38870	7245
38880	1323	38880	1746	38880	7868	38880	0	38880	1271	38880	117	38880	0	38880	7241
38890	1319	38890	1749	38890	7868	38890	0	38890	1271	38890	118	38890	0	38890	7241
38900	1315	38900	1748	38900	7870	38900	0	38900	1271	38900	121	38900	0	38900	7243
38910	1312	38910	1746	38910	7870	38910	0	38910	1275	38910	123	38910	0	38910	7240
38920	1314	38920	1741	38920	7866	38920	0	38920	1275	38920	122	38920	0	38920	7241
38930	1316	38930	1740	38930	7866	38930	0	38930	1271	38930	121	38930	0	38930	7243
38940	1361	38940	1745	38940	7872	38940	0	38940	1272	38940	122	38940	0	38940	7243
38950	1419	38950	1749	38950	7870	38950	0	38950	1275	38950	123	38950	0	38950	7241
38960	1440	38960	1750	38960	7873	38960	0	38960	1274	38960	118	38960	0	38960	7244
38970	1444	38970	1745	38970	7874	38970	0	38970	1274	38970	115	38970	0	38970	7247
38980	1440	38980	1744	38980	7873	38980	0	38980	1274	38980	118	38980	0	38980	7245
38990	1436	38990	1745	38990	7874	38990	0	38990	1274	38990	121	38990	0	38990	7245
39000	1436	39000	1746	39000	7872	39000	0	39000	1270	39000	119	39000	0	39000	7244
39010	1444	39010	1748	39010	7869	39010	0	39010	1267	39010	115	39010	0	39010	7243
39020	1446	39020	1749	39020	7873	39020	0	39020	1268	39020	118	39020	0	39020	7241
39030	1442	39030	1749	39030	7874	39030	0	39030	1271	39030	122	39030	0	39030	7241
39040	1450	39040	1746	39040	7877	39040	0	39040	1274	39040	119	39040	0	39040	7243
39050	1448	39050	1744	39050	7878	39050	0	39050	1274	39050	121	39050	0	39050	7245
39060	1442	39060	1742	39060	7874	39060	0	39060	1268	39060	122	39060	0	39060	7247
39070	1446	39070	1748	39070	7874	39070	0	39070	1271	39070	118	39070	0	39070	7245
39080	1444	39080	1746	39080	7877	39080	0	39080	1275	39080	115	39080	0	39080	7245
39090	1439	39090	1742	39090	7878	39090	0	39090	1272	39090	117	39090	0	39090	7249
39100	1440	39100	1742	39100	7878	39100	0	39100	1276	39100	118	39100	0	39100	7251
39110	1439	39110	1745	39110	7877	39110	0	39110	1278	39110	117	39110	0	39110	7245
39120	1439	39120	1746	39120	7880	39120	0	39120	1274	39120	114	39120	0	39120	7243
39130	1448	39130	1745	39130	7884	39130	0	39130	1274	39130	115	39130	0	39130	7243
39140	1452	39140	1746	39140	7885	39140	0	39140	1272	39140	121	39140	0	39140	7247
39150	1450	39150	1750	39150	7881	39150	0	39150	1271	39150	121	39150	0	39150	7247
39160	1446	39160	1748	39160	7880	39160	0	39160	1272	39160	118	39160	0	39160	7244
39170	1446	39170	1744	39170	7881	39170	0	39170	1274	39170	115	39170	0	39170	7243
39180	1448	39180	1753	39180	7881	39180	0	39180	1272	39180	117	39180	0	39180	7241
39190	1443	39190	1814	39190	7881	39190	0	39190	1274	39190	118	39190	0	39190	7243
39200	1440	39200	1866	39200	7882	39200	0	39200	1271	39200	119	39200	0	39200	7244
39210	1444	39210	1869	39210	7884	39210	0	39210	1263	39210	119	39210	0	39210	7245
39220	1448	39220	1868	39220	7882	39220	0	39220	1265	39220	118	39220	0	39220	7248
39230	1444	39230	1868	39230	7885	39230	0	39230	1274	39230	118	39230	0	39230	7245
39240	1442	39240	1870	39240	7884	39240	0	39240	1274	39240	121	39240	0	39240	7241
39250	1447	39250	1866	39250	7881	39250	0	39250	1271	39250	118	39250	0	39250	7237
39260	1448	39260	1868	39260	7885	39260	0	39260	1272	39260	115	39260	0	39260	7240
39270	1452	39270	1868	39270	7889	39270	0	39270	1270	39270	117	39270	0	39270	7245
39280	1448	39280	1878	39280	7888	39280	0	39280	1268	39280	119	39280	0	39280	7240
39290	1443	39290	1941	39290	7882	39290	0	39290	1271	39290	118	39290	0	39290	7238
39300	1446	39300	1989	39300	7884	39300	0	39300	1275	39300	119	39300	0	39300	7238
39310	1442	39310	1988	39310	7886	39310	0	39310	1274	39310	121	39310	0	39310	7237
39320	1439	39320	1986	39320	7884	39320	0	39320	1271	39320	115	39320	0	39320	7240
39330	1442	39330	1985	39330	7888	39330	0	39330	1268	39330	115	39330	0	39330	7240
39340	1440	39340	1984	39340	7896	39340	0	39340	1270	39340	119	39340	0	39340	7238
39350	1440	39350	1985	39350	7897	39350	0	39350	1271	39350	118	39350	0	39350	7240
39360	1451	39360	1982	39360	7896	39360	0	39360	1270	39360	113	39360	0	39360	7241
39370	1444	39370	1985	39370	7897	39370	0	39370	1270	39370	117	39370	0	39370	7240
39380	1439	39380	1989	39380	7897	39380	0	39380	1272	39380	117	39380	0	39380	7238
39390	1440	39390	1992	39390	7900	39390	0	39390	1272	39390	117	39390	0	39390	7241
39400	1443	39400	1989	39400	7900	39400	0	39400	1272	39400	121	39400	0	39400	7243
39410	1446	39410	1984	39410	7903	39410	0	39410	1274	39410	119	39410	0	39410	7243
39420	1448	39420	1984	39420	7905	39420	0	39420	1274	39420	119	39420	0	39420	7247
39430	1446	39430	1985	39430	7904	39430	0	39430	1274	39430	119	39430	0	39430	7248
39440	1443	39440	1986	39440	7908	39440	0	39440	1274	39440	118	39440	0	39440	7245
39450	1444	39450	1989	39450	7909	39450	0	39450	1272	39450	118	39450	0	39450	7241
39460	1446	39460	1988	39460	7903	39460	0	39460	1271	39460	111	39460	0	39460	7241
39470	1447	39470	1985	39470	7908	39470	0	39470	1268	39470	111	39470	0	39470	7243
39480	1444	39480	1985	39480	7919	39480	0	39480	1267	39480	115	39480	0	39480	7243
39490	1444	39490	1985	39490	7919	39490	0	39490	1267	39490	113	39490	0	39490	7243
39500	1447	39500	1988	39500	7920	39500	0	39500	1271	39500	115	39500	0	39500	7247
39510	1443	39510	1986	39510	7923	39510	0	39510	1275	39510	121	39510	0	39510	7247
39520	1440	39520	1986	39520	7923	39520	0	39520	1275	39520	119	39520	0	39520	7243
39530	1439	39530	1988	39530	7923	39530	0	39530	1274	39530	114	39530	0	39530	7241
39540	1440	39540	1986	39540	7930	39540	0	39540	1268	39540	118	39540	0	39540	7240
39550	1444	39550	1985	39550	7930	39550	0	39550	1267	39550	118	39550	0	39550	7241
39560	1443	39560	1989	39560	7928	39560	0	39560	1271	39560	118	39560	0	39560	7241
39570	1443	39570	1988	39570	7936	39570	0	39570	1274	39570	119	39570	0	39570	7243
39580	1442	39580	1986	39580	7938	39580	0	39580	1274	39580	117	39580	0	39580	7244
39590	1447	39590	1985	39590	7935	39590	0	39590	1271	39590	113	39590	0	39590	7240
39600	1450	39600	1985	39600	7932	39600	0	39600	1267	39600	115	39600	0	39600	7241
39610	1447	39610	1989	39610	7935	39610	0	39610	1268	39610	121	39610	0	39610	7245
39620	1448	39620	1988	39620	7939	39620	0	39620	1271	39620	117	39620	0	39620	7244
39630	1447	39630	1988	39630	7940	39630	0	39630	1271	39630	114	39630	0	39630	7245
39640	1440	39640	1990	39640	7947	39640	0	39640	1271	39640	114	39640	0	39640	7245
39650	1442	39650	1993	39650	7950	39650	0	39650	1270	39650	115	39650	0	39650	7241
39660	1443	39660	1989	39660	7948	39660	0	39660	1268	39660	117	39660	0	39660	7243
