 Percentages	SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment		SymbolComment	
Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16	Data-Type	INT16
SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10	SampleTime[ms]	10
VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2	VariableSize	2
SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True	SymbolBased	True
IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448	IndexGroup	16448
IndexOffset	482800	IndexOffset	482802	IndexOffset	482806	IndexOffset	482808	IndexOffset	482810	IndexOffset	482812	IndexOffset	482814	IndexOffset	482804
SymbolName	MAIN.LT1percent	SymbolName	MAIN.LT2percent	SymbolName	MAIN.PDT1percent	SymbolName	MAIN.PDT2percent	SymbolName	MAIN.PT1percent	SymbolName	MAIN.PT2percent	SymbolName	MAIN.PT3percent	SymbolName	MAIN.TT1percent
NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

95180	2346	95180	13465	95180	18530	95180	0	95180	1270	95180	123	95180	0	95180	7252
95190	2348	95190	13465	95190	18534	95190	0	95190	1270	95190	117	95190	0	95190	7256
95200	2356	95200	13463	95200	18541	95200	0	95200	1268	95200	115	95200	0	95200	7252
95210	2353	95210	13468	95210	18542	95210	0	95210	1267	95210	123	95210	0	95210	7252
95220	2349	95220	13471	95220	18543	95220	0	95220	1265	95220	119	95220	0	95220	7253
95230	2350	95230	13468	95230	18545	95230	0	95230	1268	95230	115	95230	0	95230	7255
95240	2348	95240	13465	95240	18543	95240	0	95240	1267	95240	122	95240	0	95240	7255
95250	2348	95250	13467	95250	18545	95250	0	95250	1267	95250	118	95250	0	95250	7257
95260	2353	95260	13464	95260	18545	95260	0	95260	1271	95260	115	95260	0	95260	7259
95270	2353	95270	13461	95270	18547	95270	0	95270	1270	95270	117	95270	0	95270	7253
95280	2356	95280	13463	95280	18555	95280	0	95280	1268	95280	118	95280	0	95280	7252
95290	2353	95290	13468	95290	18555	95290	0	95290	1270	95290	122	95290	0	95290	7251
95300	2350	95300	13473	95300	18550	95300	0	95300	1271	95300	122	95300	0	95300	7256
95310	2350	95310	13471	95310	18554	95310	0	95310	1267	95310	114	95310	0	95310	7257
95320	2352	95320	13465	95320	18555	95320	0	95320	1264	95320	117	95320	0	95320	7256
95330	2355	95330	13464	95330	18557	95330	0	95330	1265	95330	122	95330	0	95330	7255
95340	2350	95340	13467	95340	18561	95340	0	95340	1268	95340	122	95340	0	95340	7257
95350	2352	95350	13469	95350	18559	95350	0	95350	1270	95350	121	95350	0	95350	7256
95360	2355	95360	13471	95360	18558	95360	0	95360	1271	95360	117	95360	0	95360	7256
95370	2350	95370	13471	95370	18563	95370	0	95370	1271	95370	115	95370	0	95370	7260
95380	2355	95380	13464	95380	18561	95380	0	95380	1268	95380	119	95380	0	95380	7261
95390	2359	95390	13463	95390	18562	95390	0	95390	1270	95390	122	95390	0	95390	7261
95400	2352	95400	13468	95400	18568	95400	0	95400	1271	95400	117	95400	0	95400	7260
95410	2345	95410	13467	95410	18568	95410	0	95410	1271	95410	113	95410	0	95410	7259
95420	2350	95420	13465	95420	18570	95420	0	95420	1270	95420	115	95420	0	95420	7257
95430	2356	95430	13471	95430	18570	95430	0	95430	1268	95430	118	95430	0	95430	7259
95440	2349	95440	13468	95440	18570	95440	0	95440	1267	95440	119	95440	0	95440	7259
95450	2349	95450	13468	95450	18577	95450	0	95450	1264	95450	119	95450	0	95450	7256
95460	2353	95460	13473	95460	18576	95460	0	95460	1267	95460	121	95460	0	95460	7259
95470	2355	95470	13529	95470	18569	95470	0	95470	1271	95470	118	95470	0	95470	7260
95480	2355	95480	13584	95480	18569	95480	0	95480	1270	95480	119	95480	0	95480	7256
95490	2356	95490	13587	95490	18574	95490	0	95490	1265	95490	122	95490	0	95490	7255
95500	2355	95500	13584	95500	18578	95500	0	95500	1265	95500	117	95500	0	95500	7257
95510	2352	95510	13581	95510	18581	95510	0	95510	1271	95510	119	95510	0	95510	7256
95520	2352	95520	13580	95520	18586	95520	0	95520	1271	95520	119	95520	0	95520	7253
95530	2355	95530	13585	95530	18590	95530	0	95530	1268	95530	117	95530	0	95530	7253
95540	2350	95540	13591	95540	18593	95540	0	95540	1271	95540	118	95540	0	95540	7257
95550	2349	95550	13591	95550	18596	95550	0	95550	1271	95550	118	95550	0	95550	7259
95560	2350	95560	13592	95560	18601	95560	0	95560	1267	95560	122	95560	0	95560	7260
95570	2348	95570	13589	95570	18598	95570	0	95570	1265	95570	122	95570	0	95570	7257
95580	2350	95580	13587	95580	18596	95580	0	95580	1267	95580	118	95580	0	95580	7255
95590	2352	95590	13587	95590	18602	95590	0	95590	1272	95590	118	95590	0	95590	7253
95600	2357	95600	13581	95600	18609	95600	0	95600	1271	95600	118	95600	0	95600	7251
95610	2355	95610	13584	95610	18611	95610	0	95610	1271	95610	121	95610	0	95610	7256
95620	2352	95620	13593	95620	18612	95620	0	95620	1270	95620	121	95620	0	95620	7257
95630	2357	95630	13589	95630	18615	95630	0	95630	1265	95630	117	95630	0	95630	7256
95640	2352	95640	13585	95640	18616	95640	0	95640	1268	95640	119	95640	0	95640	7259
95650	2352	95650	13587	95650	18617	95650	0	95650	1268	95650	122	95650	0	95650	7257
95660	2352	95660	13583	95660	18620	95660	0	95660	1267	95660	118	95660	0	95660	7259
95670	2350	95670	13587	95670	18621	95670	0	95670	1271	95670	117	95670	0	95670	7257
95680	2350	95680	13592	95680	18624	95680	0	95680	1272	95680	119	95680	0	95680	7253
95690	2355	95690	13587	95690	18632	95690	0	95690	1274	95690	121	95690	0	95690	7255
95700	2360	95700	13584	95700	18632	95700	0	95700	1272	95700	119	95700	0	95700	7253
95710	2355	95710	13585	95710	18633	95710	0	95710	1268	95710	117	95710	0	95710	7252
95720	2353	95720	13588	95720	18637	95720	0	95720	1265	95720	118	95720	0	95720	7253
95730	2356	95730	13588	95730	18635	95730	0	95730	1265	95730	118	95730	0	95730	7255
95740	2356	95740	13588	95740	18636	95740	0	95740	1268	95740	115	95740	0	95740	7255
95750	2356	95750	13589	95750	18639	95750	0	95750	1270	95750	117	95750	0	95750	7255
95760	2355	95760	13592	95760	18640	95760	0	95760	1271	95760	123	95760	0	95760	7255
95770	2352	95770	13589	95770	18646	95770	0	95770	1270	95770	118	95770	0	95770	7255
95780	2348	95780	13591	95780	18646	95780	0	95780	1267	95780	111	95780	0	95780	7257
95790	2357	95790	13591	95790	18648	95790	0	95790	1264	95790	117	95790	0	95790	7256
95800	2365	95800	13587	95800	18652	95800	0	95800	1270	95800	119	95800	0	95800	7253
95810	2359	95810	13591	95810	18652	95810	0	95810	1274	95810	119	95810	0	95810	7251
95820	2353	95820	13588	95820	18658	95820	0	95820	1271	95820	118	95820	0	95820	7253
95830	2352	95830	13585	95830	18660	95830	0	95830	1268	95830	121	95830	0	95830	7259
95840	2350	95840	13585	95840	18658	95840	0	95840	1270	95840	122	95840	0	95840	7259
95850	2356	95850	13587	95850	18659	95850	0	95850	1268	95850	123	95850	0	95850	7255
95860	2353	95860	13587	95860	18658	95860	0	95860	1267	95860	119	95860	0	95860	7253
95870	2349	95870	13587	95870	18660	95870	0	95870	1272	95870	115	95870	0	95870	7255
95880	2355	95880	13591	95880	18660	95880	0	95880	1271	95880	117	95880	0	95880	7255
95890	2357	95890	13592	95890	18666	95890	0	95890	1267	95890	119	95890	0	95890	7253
95900	2349	95900	13589	95900	18674	95900	0	95900	1268	95900	121	95900	0	95900	7256
95910	2348	95910	13585	95910	18674	95910	0	95910	1264	95910	121	95910	0	95910	7255
95920	2355	95920	13587	95920	18675	95920	0	95920	1265	95920	121	95920	0	95920	7253
95930	2357	95930	13592	95930	18679	95930	0	95930	1275	95930	117	95930	0	95930	7256
95940	2357	95940	13588	95940	18678	95940	0	95940	1271	95940	119	95940	0	95940	7255
95950	2355	95950	13581	95950	18678	95950	0	95950	1267	95950	122	95950	0	95950	7257
95960	2353	95960	13583	95960	18680	95960	0	95960	1268	95960	118	95960	0	95960	7261
95970	2350	95970	13589	95970	18682	95970	0	95970	1271	95970	117	95970	0	95970	7252
95980	2348	95980	13589	95980	18685	95980	0	95980	1270	95980	117	95980	0	95980	7251
95990	2353	95990	13583	95990	18685	95990	0	95990	1270	95990	118	95990	0	95990	7257
96000	2359	96000	13585	96000	18683	96000	0	96000	1278	96000	121	96000	0	96000	7257
96010	2356	96010	13585	96010	18690	96010	0	96010	1271	96010	121	96010	0	96010	7257
96020	2355	96020	13581	96020	18691	96020	0	96020	1267	96020	117	96020	0	96020	7257
96030	2352	96030	13585	96030	18690	96030	0	96030	1268	96030	117	96030	0	96030	7256
96040	2350	96040	13587	96040	18693	96040	0	96040	1271	96040	119	96040	0	96040	7259
96050	2352	96050	13585	96050	18697	96050	0	96050	1272	96050	118	96050	0	96050	7255
96060	2348	96060	13583	96060	18699	96060	0	96060	1271	96060	115	96060	0	96060	7255
96070	2346	96070	13584	96070	18701	96070	0	96070	1272	96070	111	96070	0	96070	7256
96080	2350	96080	13583	96080	18698	96080	0	96080	1271	96080	113	96080	0	96080	7253
96090	2352	96090	13583	96090	18699	96090	0	96090	1265	96090	118	96090	0	96090	7256
96100	2355	96100	13584	96100	18707	96100	0	96100	1264	96100	121	96100	0	96100	7257
96110	2359	96110	13585	96110	18707	96110	0	96110	1268	96110	119	96110	0	96110	7256
96120	2356	96120	13585	96120	18706	96120	0	96120	1268	96120	117	96120	0	96120	7255
96130	2356	96130	13585	96130	18701	96130	0	96130	1268	96130	114	96130	0	96130	7252
96140	2357	96140	13592	96140	18705	96140	0	96140	1268	96140	114	96140	0	96140	7255
96150	2357	96150	13588	96150	18710	96150	0	96150	1271	96150	122	96150	0	96150	7256
96160	2353	96160	13585	96160	18711	96160	0	96160	1270	96160	123	96160	0	96160	7256
96170	2345	96170	13631	96170	18717	96170	0	96170	1267	96170	119	96170	0	96170	7256
96180	2350	96180	13691	96180	18715	96180	0	96180	1271	96180	122	96180	0	96180	7256
96190	2353	96190	13708	96190	18717	96190	0	96190	1270	96190	123	96190	0	96190	7260
96200	2353	96200	13708	96200	18724	96200	0	96200	1271	96200	119	96200	0	96200	7255
96210	2350	96210	13711	96210	18720	96210	0	96210	1271	96210	117	96210	0	96210	7252
96220	2349	96220	13707	96220	18722	96220	0	96220	1267	96220	113	96220	0	96220	7253
96230	2349	96230	13700	96230	18729	96230	0	96230	1271	96230	114	96230	0	96230	7256
96240	2353	96240	13701	96240	18725	96240	0	96240	1272	96240	115	96240	0	96240	7259
96250	2357	96250	13709	96250	18724	96250	0	96250	1265	96250	118	96250	0	96250	7252
96260	2356	96260	13711	96260	18726	96260	0	96260	1264	96260	118	96260	0	96260	7251
96270	2357	96270	13705	96270	18726	96270	0	96270	1267	96270	117	96270	0	96270	7255
96280	2356	96280	13704	96280	18725	96280	0	96280	1268	96280	118	96280	0	96280	7256
96290	2359	96290	13705	96290	18725	96290	0	96290	1264	96290	118	96290	0	96290	7255
96300	2355	96300	13705	96300	18728	96300	0	96300	1264	96300	115	96300	0	96300	7252
96310	2352	96310	13704	96310	18729	96310	0	96310	1267	96310	113	96310	0	96310	7256
96320	2353	96320	13708	96320	18730	96320	0	96320	1270	96320	109	96320	0	96320	7257
96330	2346	96330	13704	96330	18732	96330	0	96330	1271	96330	114	96330	0	96330	7255
96340	2348	96340	13703	96340	18734	96340	0	96340	1270	96340	121	96340	0	96340	7252
96350	2355	96350	13704	96350	18737	96350	0	96350	1268	96350	118	96350	0	96350	7252
96360	2345	96360	13708	96360	18740	96360	0	96360	1271	96360	118	96360	0	96360	7252
96370	2338	96370	13708	96370	18741	96370	0	96370	1272	96370	118	96370	0	96370	7256
96380	2348	96380	13697	96380	18741	96380	0	96380	1268	96380	119	96380	0	96380	7257
96390	2357	96390	13697	96390	18742	96390	0	96390	1271	96390	121	96390	0	96390	7256
96400	2360	96400	13704	96400	18738	96400	0	96400	1274	96400	121	96400	0	96400	7256
96410	2359	96410	13707	96410	18738	96410	0	96410	1271	96410	121	96410	0	96410	7257
96420	2352	96420	13709	96420	18745	96420	0	96420	1271	96420	118	96420	0	96420	7253
96430	2348	96430	13711	96430	18746	96430	0	96430	1270	96430	114	96430	0	96430	7249
96440	2349	96440	13708	96440	18745	96440	0	96440	1270	96440	114	96440	0	96440	7253
96450	2349	96450	13711	96450	18745	96450	0	96450	1272	96450	117	96450	0	96450	7255
96460	2355	96460	13711	96460	18745	96460	0	96460	1270	96460	117	96460	0	96460	7252
96470	2357	96470	13705	96470	18745	96470	0	96470	1270	96470	119	96470	0	96470	7255
96480	2353	96480	13705	96480	18742	96480	0	96480	1271	96480	122	96480	0	96480	7257
96490	2350	96490	13700	96490	18741	96490	0	96490	1272	96490	121	96490	0	96490	7257
96500	2352	96500	13701	96500	18742	96500	0	96500	1268	96500	117	96500	0	96500	7257
96510	2353	96510	13709	96510	18746	96510	0	96510	1267	96510	117	96510	0	96510	7257
96520	2357	96520	13711	96520	18750	96520	0	96520	1272	96520	119	96520	0	96520	7260
96530	2357	96530	13707	96530	18749	96530	0	96530	1268	96530	119	96530	0	96530	7259
96540	2360	96540	13708	96540	18749	96540	0	96540	1265	96540	121	96540	0	96540	7259
96550	2360	96550	13708	96550	18750	96550	0	96550	1265	96550	119	96550	0	96550	7257
96560	2357	96560	13707	96560	18752	96560	0	96560	1264	96560	119	96560	0	96560	7252
96570	2355	96570	13708	96570	18754	96570	0	96570	1270	96570	122	96570	0	96570	7253
96580	2350	96580	13707	96580	18757	96580	0	96580	1271	96580	119	96580	0	96580	7253
96590	2359	96590	13708	96590	18759	96590	0	96590	1271	96590	117	96590	0	96590	7249
96600	2360	96600	13708	96600	18760	96600	0	96600	1271	96600	118	96600	0	96600	7251
96610	2357	96610	13708	96610	18765	96610	0	96610	1268	96610	117	96610	0	96610	7256
96620	2357	96620	13704	96620	18775	96620	0	96620	1271	96620	122	96620	0	96620	7257
96630	2350	96630	13701	96630	18776	96630	0	96630	1271	96630	123	96630	0	96630	7260
96640	2352	96640	13705	96640	18775	96640	0	96640	1267	96640	121	96640	0	96640	7261
96650	2352	96650	13705	96650	18777	96650	0	96650	1265	96650	121	96650	0	96650	7252
96660	2349	96660	13705	96660	18780	96660	0	96660	1268	96660	118	96660	0	96660	7248
96670	2348	96670	13704	96670	18785	96670	0	96670	1272	96670	117	96670	0	96670	7255
96680	2348	96680	13704	96680	18789	96680	0	96680	1270	96680	117	96680	0	96680	7259
96690	2356	96690	13703	96690	18792	96690	0	96690	1264	96690	115	96690	0	96690	7257
96700	2355	96700	13703	96700	18789	96700	0	96700	1268	96700	118	96700	0	96700	7253
96710	2349	96710	13705	96710	18789	96710	0	96710	1272	96710	123	96710	0	96710	7251
96720	2356	96720	13704	96720	18796	96720	0	96720	1270	96720	122	96720	0	96720	7249
96730	2356	96730	13704	96730	18795	96730	0	96730	1267	96730	118	96730	0	96730	7256
96740	2352	96740	13708	96740	18799	96740	0	96740	1267	96740	122	96740	0	96740	7259
96750	2353	96750	13708	96750	18806	96750	0	96750	1267	96750	122	96750	0	96750	7252
96760	2356	96760	13704	96760	18807	96760	0	96760	1265	96760	119	96760	0	96760	7251
96770	2359	96770	13707	96770	18810	96770	0	96770	1270	96770	118	96770	0	96770	7249
96780	2356	96780	13709	96780	18810	96780	0	96780	1271	96780	115	96780	0	96780	7252
96790	2352	96790	13705	96790	18811	96790	0	96790	1267	96790	114	96790	0	96790	7256
96800	2355	96800	13700	96800	18815	96800	0	96800	1267	96800	118	96800	0	96800	7255
96810	2353	96810	13705	96810	18815	96810	0	96810	1265	96810	122	96810	0	96810	7257
96820	2350	96820	13707	96820	18815	96820	0	96820	1261	96820	122	96820	0	96820	7256
96830	2352	96830	13703	96830	18816	96830	0	96830	1263	96830	121	96830	0	96830	7257
96840	2350	96840	13704	96840	18819	96840	0	96840	1264	96840	117	96840	0	96840	7256
96850	2355	96850	13709	96850	18820	96850	0	96850	1268	96850	119	96850	0	96850	7256
96860	2356	96860	13707	96860	18826	96860	0	96860	1270	96860	121	96860	0	96860	7260
96870	2350	96870	13707	96870	18826	96870	0	96870	1271	96870	119	96870	0	96870	7260
96880	2353	96880	13707	96880	18827	96880	0	96880	1274	96880	119	96880	0	96880	7255
96890	2352	96890	13700	96890	18833	96890	0	96890	1271	96890	122	96890	0	96890	7257
96900	2346	96900	13701	96900	18834	96900	0	96900	1267	96900	122	96900	0	96900	7260
96910	2345	96910	13700	96910	18837	96910	0	96910	1265	96910	119	96910	0	96910	7257
96920	2348	96920	13699	96920	18835	96920	0	96920	1268	96920	121	96920	0	96920	7255
96930	2352	96930	13705	96930	18837	96930	0	96930	1271	96930	117	96930	0	96930	7255
96940	2352	96940	13709	96940	18838	96940	0	96940	1272	96940	115	96940	0	96940	7256
96950	2348	96950	13707	96950	18839	96950	0	96950	1272	96950	121	96950	0	96950	7253
96960	2349	96960	13703	96960	18845	96960	0	96960	1270	96960	123	96960	0	96960	7255
96970	2353	96970	13707	96970	18847	96970	0	96970	1267	96970	121	96970	0	96970	7253
96980	2349	96980	13705	96980	18846	96980	0	96980	1267	96980	119	96980	0	96980	7251
96990	2349	96990	13700	96990	18850	96990	0	96990	1271	96990	117	96990	0	96990	7249
97000	2353	97000	13701	97000	18850	97000	0	97000	1272	97000	111	97000	0	97000	7255
97010	2349	97010	13704	97010	18847	97010	0	97010	1271	97010	115	97010	0	97010	7256
97020	2348	97020	13705	97020	18851	97020	0	97020	1265	97020	118	97020	0	97020	7256
97030	2350	97030	13707	97030	18854	97030	0	97030	1267	97030	118	97030	0	97030	7256
97040	2352	97040	13707	97040	18857	97040	0	97040	1271	97040	122	97040	0	97040	7251
97050	2350	97050	13707	97050	18859	97050	0	97050	1270	97050	122	97050	0	97050	7249
97060	2350	97060	13708	97060	18857	97060	0	97060	1265	97060	117	97060	0	97060	7252
97070	2353	97070	13732	97070	18859	97070	0	97070	1265	97070	115	97070	0	97070	7255
97080	2352	97080	13788	97080	18862	97080	0	97080	1268	97080	119	97080	0	97080	7255
97090	2346	97090	13824	97090	18865	97090	0	97090	1270	97090	121	97090	0	97090	7253
97100	2346	97100	13825	97100	18865	97100	0	97100	1270	97100	117	97100	0	97100	7255
97110	2348	97110	13823	97110	18866	97110	0	97110	1268	97110	110	97110	0	97110	7257
97120	2349	97120	13824	97120	18865	97120	0	97120	1268	97120	114	97120	0	97120	7256
97130	2352	97130	13828	97130	18873	97130	0	97130	1268	97130	118	97130	0	97130	7253
97140	2352	97140	13825	97140	18881	97140	0	97140	1265	97140	118	97140	0	97140	7253
97150	2353	97150	13825	97150	18881	97150	0	97150	1265	97150	121	97150	0	97150	7255
97160	2353	97160	13828	97160	18880	97160	0	97160	1270	97160	119	97160	0	97160	7257
97170	2352	97170	13830	97170	18873	97170	0	97170	1268	97170	114	97170	0	97170	7257
97180	2349	97180	13825	97180	18874	97180	0	97180	1272	97180	115	97180	0	97180	7257
97190	2349	97190	13821	97190	18878	97190	0	97190	1274	97190	122	97190	0	97190	7255
97200	2352	97200	13821	97200	18880	97200	0	97200	1270	97200	121	97200	0	97200	7256
97210	2352	97210	13820	97210	18885	97210	0	97210	1268	97210	115	97210	0	97210	7260
97220	2348	97220	13820	97220	18885	97220	0	97220	1268	97220	115	97220	0	97220	7256
97230	2353	97230	13825	97230	18886	97230	0	97230	1268	97230	119	97230	0	97230	7252
97240	2361	97240	13827	97240	18886	97240	0	97240	1268	97240	121	97240	0	97240	7255
97250	2359	97250	13825	97250	18888	97250	0	97250	1267	97250	118	97250	0	97250	7257
97260	2353	97260	13821	97260	18892	97260	0	97260	1263	97260	115	97260	0	97260	7255
97270	2350	97270	13821	97270	18890	97270	0	97270	1267	97270	118	97270	0	97270	7256
97280	2350	97280	13825	97280	18886	97280	0	97280	1272	97280	119	97280	0	97280	7260
97290	2353	97290	13827	97290	18890	97290	0	97290	1267	97290	121	97290	0	97290	7259
97300	2356	97300	13821	97300	18897	97300	0	97300	1267	97300	121	97300	0	97300	7253
97310	2352	97310	13823	97310	18896	97310	0	97310	1268	97310	122	97310	0	97310	7252
97320	2353	97320	13824	97320	18897	97320	0	97320	1268	97320	123	97320	0	97320	7252
97330	2352	97330	13819	97330	18901	97330	0	97330	1270	97330	121	97330	0	97330	7248
97340	2350	97340	13820	97340	18900	97340	0	97340	1270	97340	117	97340	0	97340	7253
97350	2353	97350	13823	97350	18897	97350	0	97350	1268	97350	115	97350	0	97350	7256
97360	2349	97360	13823	97360	18897	97360	0	97360	1268	97360	115	97360	0	97360	7252
97370	2345	97370	13823	97370	18901	97370	0	97370	1271	97370	115	97370	0	97370	7249
97380	2352	97380	13825	97380	18908	97380	0	97380	1270	97380	118	97380	0	97380	7251
97390	2357	97390	13824	97390	18912	97390	0	97390	1267	97390	118	97390	0	97390	7251
97400	2353	97400	13820	97400	18908	97400	0	97400	1271	97400	121	97400	0	97400	7252
97410	2355	97410	13819	97410	18905	97410	0	97410	1270	97410	121	97410	0	97410	7255
97420	2357	97420	13824	97420	18908	97420	0	97420	1268	97420	115	97420	0	97420	7256
97430	2355	97430	13827	97430	18909	97430	0	97430	1265	97430	115	97430	0	97430	7255
97440	2355	97440	13824	97440	18905	97440	0	97440	1263	97440	118	97440	0	97440	7253
97450	2355	97450	13823	97450	18909	97450	0	97450	1265	97450	121	97450	0	97450	7255
97460	2349	97460	13824	97460	18912	97460	0	97460	1270	97460	118	97460	0	97460	7255
97470	2345	97470	13830	97470	18912	97470	0	97470	1267	97470	115	97470	0	97470	7249
97480	2345	97480	13825	97480	18915	97480	0	97480	1261	97480	115	97480	0	97480	7251
97490	2352	97490	13823	97490	18915	97490	0	97490	1265	97490	119	97490	0	97490	7252
97500	2350	97500	13825	97500	18916	97500	0	97500	1270	97500	121	97500	0	97500	7255
97510	2353	97510	13828	97510	18917	97510	0	97510	1270	97510	117	97510	0	97510	7257
97520	2356	97520	13830	97520	18920	97520	0	97520	1270	97520	118	97520	0	97520	7256
97530	2352	97530	13824	97530	18923	97530	0	97530	1270	97530	118	97530	0	97530	7259
97540	2356	97540	13823	97540	18919	97540	0	97540	1265	97540	118	97540	0	97540	7260
97550	2355	97550	13827	97550	18917	97550	0	97550	1265	97550	118	97550	0	97550	7259
97560	2355	97560	13827	97560	18923	97560	0	97560	1265	97560	121	97560	0	97560	7256
97570	2353	97570	13831	97570	18927	97570	0	97570	1267	97570	123	97570	0	97570	7253
97580	2352	97580	13825	97580	18925	97580	0	97580	1267	97580	121	97580	0	97580	7256
97590	2352	97590	13823	97590	18924	97590	0	97590	1268	97590	117	97590	0	97590	7257
97600	2349	97600	13828	97600	18923	97600	0	97600	1271	97600	117	97600	0	97600	7256
97610	2352	97610	13828	97610	18924	97610	0	97610	1265	97610	115	97610	0	97610	7257
97620	2352	97620	13828	97620	18928	97620	0	97620	1267	97620	111	97620	0	97620	7257
97630	2353	97630	13828	97630	18928	97630	0	97630	1270	97630	113	97630	0	97630	7259
97640	2357	97640	13825	97640	18933	97640	0	97640	1272	97640	115	97640	0	97640	7257
97650	2355	97650	13821	97650	18933	97650	0	97650	1272	97650	119	97650	0	97650	7257
97660	2352	97660	13824	97660	18932	97660	0	97660	1271	97660	118	97660	0	97660	7257
97670	2349	97670	13827	97670	18941	97670	0	97670	1271	97670	114	97670	0	97670	7257
97680	2348	97680	13825	97680	18943	97680	0	97680	1265	97680	115	97680	0	97680	7256
97690	2349	97690	13823	97690	18946	97690	0	97690	1270	97690	119	97690	0	97690	7256
97700	2352	97700	13823	97700	18947	97700	0	97700	1268	97700	117	97700	0	97700	7256
97710	2352	97710	13823	97710	18946	97710	0	97710	1265	97710	117	97710	0	97710	7253
97720	2349	97720	13824	97720	18951	97720	0	97720	1268	97720	118	97720	0	97720	7252
97730	2345	97730	13823	97730	18951	97730	0	97730	1270	97730	117	97730	0	97730	7255
97740	2348	97740	13823	97740	18952	97740	0	97740	1268	97740	119	97740	0	97740	7257
97750	2353	97750	13824	97750	18958	97750	0	97750	1264	97750	118	97750	0	97750	7260
97760	2356	97760	13825	97760	18959	97760	0	97760	1267	97760	115	97760	0	97760	7259
97770	2359	97770	13836	97770	18962	97770	0	97770	1271	97770	118	97770	0	97770	7256
97780	2356	97780	13900	97780	18966	97780	0	97780	1268	97780	119	97780	0	97780	7251
97790	2356	97790	13952	97790	18968	97790	0	97790	1265	97790	117	97790	0	97790	7248
97800	2356	97800	13951	97800	18971	97800	0	97800	1261	97800	118	97800	0	97800	7252
97810	2350	97810	13951	97810	18967	97810	0	97810	1264	97810	119	97810	0	97810	7255
97820	2350	97820	13950	97820	18968	97820	0	97820	1268	97820	117	97820	0	97820	7256
97830	2350	97830	13948	97830	18976	97830	0	97830	1264	97830	117	97830	0	97830	7255
97840	2349	97840	13944	97840	18978	97840	0	97840	1270	97840	118	97840	0	97840	7253
97850	2353	97850	13941	97850	18978	97850	0	97850	1275	97850	115	97850	0	97850	7255
97860	2355	97860	13939	97860	18979	97860	0	97860	1276	97860	118	97860	0	97860	7252
97870	2350	97870	13940	97870	18985	97870	0	97870	1271	97870	126	97870	0	97870	7249
97880	2349	97880	13943	97880	18986	97880	0	97880	1268	97880	125	97880	0	97880	7251
97890	2349	97890	13943	97890	18986	97890	0	97890	1271	97890	122	97890	0	97890	7253
97900	2349	97900	13940	97900	18985	97900	0	97900	1268	97900	122	97900	0	97900	7255
97910	2352	97910	13940	97910	18989	97910	0	97910	1265	97910	117	97910	0	97910	7253
97920	2353	97920	13943	97920	18999	97920	0	97920	1265	97920	115	97920	0	97920	7252
97930	2352	97930	13939	97930	18998	97930	0	97930	1268	97930	119	97930	0	97930	7248
97940	2349	97940	13939	97940	18998	97940	0	97940	1268	97940	121	97940	0	97940	7251
97950	2350	97950	13947	97950	18999	97950	0	97950	1267	97950	118	97950	0	97950	7256
97960	2353	97960	13947	97960	19001	97960	0	97960	1264	97960	115	97960	0	97960	7253
97970	2349	97970	13941	97970	19001	97970	0	97970	1263	97970	117	97970	0	97970	7249
97980	2355	97980	13947	97980	18999	97980	0	97980	1267	97980	118	97980	0	97980	7249
