Name,Tank2DataThursday,
File,C:\Users\Banan\Documents\Systemmodell Tank IndustriellIT\Tank2InnUtData.csv,
Starttime of export,133446110914130000,Thursday, November 16, 2023,13:24:51.413
Endtime of export,133446112326030000,Thursday, November 16, 2023,13:27:12.603


Name,Level_Valve_2_Percentage,Name,LT2mm
SymbolComment,,SymbolComment,
Data-Type,INT16,Data-Type,REAL32
SampleTime[ms],10,SampleTime[ms],10
VariableSize,2,VariableSize,4
SymbolBased,True,SymbolBased,True
IndexGroup,16448,IndexGroup,16448
IndexOffset,413098,IndexOffset,412856
SymbolName,MAIN.Level_Valve_2_Percentage,SymbolName,MAIN.LT2mm
NetID,5.112.67.239.1.1,NetID,5.112.67.239.1.1
Port,851,Port,851
Offset,0,Offset,0
ScaleFactor,1,ScaleFactor,1
BitMask,0xffffffffffffffff,BitMask,0xffffffffffffffff
Unit,(None),Unit,(None)
Unit ScaleFactor,1,Unit ScaleFactor,1
Unit Offset,0,Unit Offset,0

28710,100,28710,103.474564
28720,100,28720,103.492218
28730,100,28730,103.486336
28740,100,28740,103.462791
28750,100,28750,103.468674
28760,100,28760,103.468674
28770,100,28770,103.380386
28780,100,28780,102.9919
28790,100,28790,102.71524
28800,100,28800,102.72113
28810,100,28810,102.72113
28820,100,28820,102.72113
28830,100,28830,102.691696
28840,100,28840,102.691696
28850,100,28850,102.674042
28860,100,28860,102.668152
28870,100,28870,102.697586
28880,100,28880,102.7329
28890,100,28890,102.709351
28900,100,28900,102.685806
28910,100,28910,102.71524
28920,100,28920,102.738785
28930,100,28930,102.72113
28940,100,28940,102.685806
28950,100,28950,102.685806
28960,100,28960,102.71524
28970,100,28970,102.674042
28980,100,28980,102.279663
28990,100,28990,101.950035
29000,100,29000,101.979469
29010,100,29010,101.985352
29020,100,29020,101.9677
29030,100,29030,102.008896
29040,100,29040,102.026558
29050,100,29050,102.003014
29060,100,29060,101.991241
29070,100,29070,101.991241
29080,100,29080,101.991241
29090,100,29090,101.979469
29100,100,29100,101.979469
29110,100,29110,101.991241
29120,100,29120,102.014786
29130,100,29130,101.9677
29140,100,29140,101.944153
29150,100,29150,101.979469
29160,100,29160,101.950035
29170,100,29170,101.961807
29180,100,29180,102.003014
29190,100,29190,102.008896
29200,100,29200,101.991241
29210,100,29210,101.979469
29220,100,29220,101.979469
29230,100,29230,101.985352
29240,100,29240,102.003014
29250,100,29250,102.026558
29260,100,29260,102.003014
29270,100,29270,101.979469
29280,100,29280,101.979469
29290,100,29290,102.003014
29300,100,29300,101.985352
29310,100,29310,101.961807
29320,100,29320,101.9677
29330,100,29330,101.950035
29340,100,29340,101.9677
29350,100,29350,101.991241
29360,100,29360,101.985352
29370,100,29370,102.014786
29380,100,29380,102.008896
29390,100,29390,101.979469
29400,100,29400,101.9677
29410,100,29410,101.991241
29420,100,29420,102.014786
29430,100,29430,102.008896
29440,100,29440,102.008896
29450,100,29450,101.985352
29460,100,29460,101.991241
29470,100,29470,102.003014
29480,100,29480,102.003014
29490,100,29490,101.991241
29500,100,29500,101.985352
29510,100,29510,101.985352
29520,100,29520,101.979469
29530,100,29530,101.979469
29540,100,29540,101.9677
29550,100,29550,101.961807
29560,100,29560,101.985352
29570,100,29570,101.991241
29580,100,29580,102.014786
29590,100,29590,102.026558
29600,100,29600,101.985352
29610,100,29610,101.985352
29620,100,29620,102.003014
29630,100,29630,101.991241
29640,100,29640,101.985352
29650,100,29650,101.979469
29660,100,29660,102.003014
29670,100,29670,102.014786
29680,100,29680,101.991241
29690,100,29690,101.985352
29700,100,29700,101.961807
29710,100,29710,101.979469
29720,100,29720,102.003014
29730,100,29730,101.961807
29740,100,29740,101.979469
29750,100,29750,101.991241
29760,100,29760,101.979469
29770,100,29770,102.003014
29780,100,29780,101.979469
29790,100,29790,101.944153
29800,100,29800,101.9677
29810,100,29810,101.985352
29820,100,29820,101.985352
29830,100,29830,101.9677
29840,100,29840,101.985352
29850,100,29850,101.979469
29860,100,29860,101.979469
29870,100,29870,101.9677
29880,100,29880,101.9677
29890,100,29890,102.003014
29900,100,29900,101.985352
29910,100,29910,101.944153
29920,100,29920,101.9677
29930,100,29930,102.003014
29940,100,29940,102.003014
29950,100,29950,101.985352
29960,100,29960,101.979469
29970,100,29970,101.991241
29980,100,29980,101.991241
29990,100,29990,101.9677
30000,100,30000,101.979469
30010,100,30010,101.961807
30020,100,30020,101.961807
30030,100,30030,101.991241
30040,100,30040,101.979469
30050,100,30050,101.9677
30060,100,30060,101.985352
30070,100,30070,102.008896
30080,100,30080,102.008896
30090,100,30090,101.985352
30100,100,30100,102.003014
30110,100,30110,102.008896
30120,100,30120,101.991241
30130,100,30130,101.985352
30140,100,30140,101.991241
30150,100,30150,101.985352
30160,100,30160,101.979469
30170,100,30170,101.979469
30180,100,30180,101.961807
30190,100,30190,101.991241
30200,100,30200,101.991241
30210,100,30210,101.991241
30220,100,30220,102.03244
30230,100,30230,101.991241
30240,100,30240,101.9677
30250,100,30250,101.950035
30260,100,30260,101.938263
30270,100,30270,101.991241
30280,100,30280,102.008896
30290,100,30290,102.003014
30300,100,30300,101.985352
30310,100,30310,101.979469
30320,100,30320,101.9677
30330,100,30330,101.979469
30340,100,30340,101.985352
30350,100,30350,102.003014
30360,100,30360,101.991241
30370,100,30370,101.979469
30380,100,30380,101.732246
30390,100,30390,101.35553
30400,100,30400,101.24369
30410,100,30410,101.279007
30420,100,30420,101.279007
30430,100,30430,101.279007
30440,100,30440,101.2849
30450,100,30450,101.296669
30460,100,30460,101.302551
30470,100,30470,101.2849
30480,100,30480,101.308441
30490,100,30490,101.308441
30500,100,30500,101.2849
30510,100,30510,101.2849
30520,100,30520,101.267242
30530,100,30530,101.296669
30540,100,30540,101.302551
30550,100,30550,101.296669
30560,100,30560,101.308441
30570,100,30570,101.296669
30580,100,30580,101.255463
30590,100,30590,101.255463
30600,100,30600,101.279007
30610,100,30610,101.279007
30620,100,30620,101.261353
30630,100,30630,101.279007
30640,100,30640,101.2849
30650,100,30650,101.279007
30660,100,30660,101.279007
30670,100,30670,101.267242
30680,100,30680,101.261353
30690,100,30690,101.267242
30700,100,30700,101.296669
30710,100,30710,101.2849
30720,100,30720,101.2849
30730,100,30730,101.296669
30740,100,30740,101.2849
30750,100,30750,101.267242
30760,100,30760,101.302551
30770,100,30770,101.308441
30780,100,30780,101.279007
30790,100,30790,101.267242
30800,100,30800,101.296669
30810,100,30810,101.296669
30820,100,30820,101.279007
30830,100,30830,101.2849
30840,100,30840,101.296669
30850,100,30850,101.279007
30860,100,30860,101.2849
30870,100,30870,101.296669
30880,100,30880,101.279007
30890,100,30890,101.302551
30900,100,30900,101.331985
30910,100,30910,101.302551
30920,100,30920,101.261353
30930,100,30930,101.2849
30940,100,30940,101.279007
30950,100,30950,101.267242
30960,100,30960,101.296669
30970,100,30970,101.279007
30980,100,30980,101.261353
30990,100,30990,101.2849
31000,100,31000,101.279007
31010,100,31010,101.261353
31020,100,31020,101.279007
31030,100,31030,101.279007
31040,100,31040,101.261353
31050,100,31050,101.2849
31060,100,31060,101.296669
31070,100,31070,101.261353
31080,100,31080,101.255463
31090,100,31090,101.267242
31100,100,31100,101.279007
31110,100,31110,101.237808
31120,100,31120,101.220146
31130,100,31130,101.255463
31140,100,31140,101.261353
31150,100,31150,101.279007
31160,100,31160,101.279007
31170,100,31170,101.261353
31180,100,31180,101.084763
31190,100,31190,100.7316
31200,100,31200,100.572662
31210,100,31210,100.584442
31220,100,31220,100.531464
31230,100,31230,100.525574
31240,100,31240,100.555008
31250,100,31250,100.549118
31260,100,31260,100.555008
31270,100,31270,100.531464
31280,100,31280,100.531464
31290,100,31290,100.513809
31300,100,31300,100.525574
31310,100,31310,100.549118
31320,100,31320,100.555008
31330,100,31330,100.549118
31340,100,31340,100.525574
31350,100,31350,100.537354
31360,100,31360,100.5609
31370,100,31370,100.572662
31380,100,31380,100.537354
31390,100,31390,100.531464
31400,100,31400,100.555008
31410,100,31410,100.555008
31420,100,31420,100.555008
31430,100,31430,100.531464
31440,100,31440,100.513809
31450,100,31450,100.537354
31460,100,31460,100.507919
31470,100,31470,100.502029
31480,100,31480,100.531464
31490,100,31490,100.525574
31500,100,31500,100.549118
31510,100,31510,100.537354
31520,100,31520,100.537354
31530,100,31530,100.578552
31540,100,31540,100.549118
31550,100,31550,100.531464
31560,100,31560,100.531464
31570,100,31570,100.507919
31580,100,31580,100.525574
31590,100,31590,100.513809
31600,100,31600,100.525574
31610,100,31610,100.525574
31620,100,31620,100.507919
31630,100,31630,100.537354
31640,100,31640,100.555008
31650,100,31650,100.549118
31660,100,31660,100.549118
31670,100,31670,100.555008
31680,100,31680,100.537354
31690,100,31690,100.507919
31700,100,31700,100.525574
31710,100,31710,100.513809
31720,100,31720,100.507919
31730,100,31730,100.525574
31740,100,31740,100.531464
31750,100,31750,100.549118
31760,100,31760,100.513809
31770,100,31770,100.549118
31780,100,31780,100.578552
31790,100,31790,100.513809
31800,100,31800,100.507919
31810,100,31810,100.555008
31820,100,31820,100.549118
31830,100,31830,100.531464
31840,100,31840,100.531464
31850,100,31850,100.513809
31860,100,31860,100.531464
31870,100,31870,100.584442
31880,100,31880,100.578552
31890,100,31890,100.549118
31900,100,31900,100.555008
31910,100,31910,100.549118
31920,100,31920,100.507919
31930,100,31930,100.502029
31940,100,31940,100.502029
31950,100,31950,100.507919
31960,100,31960,100.525574
31970,100,31970,100.531464
31980,100,31980,100.531464
31990,100,31990,100.537354
32000,100,32000,100.513809
32010,100,32010,100.507919
32020,100,32020,100.525574
32030,100,32030,100.502029
32040,100,32040,100.484375
32050,100,32050,100.502029
32060,100,32060,100.525574
32070,100,32070,100.537354
32080,100,32080,100.537354
32090,100,32090,100.537354
32100,100,32100,100.549118
32110,100,32110,100.537354
32120,100,32120,100.537354
32130,100,32130,100.549118
32140,100,32140,100.555008
32150,100,32150,100.537354
32160,100,32160,100.531464
32170,100,32170,100.513809
32180,100,32180,100.513809
32190,100,32190,100.207718
32200,100,32200,99.8781
32210,100,32210,99.87221
32220,100,32220,99.89575
32230,100,32230,99.88986
32240,100,32240,99.8781
32250,100,32250,99.90164
32260,100,32260,99.88986
32270,100,32270,99.86632
32280,100,32280,99.88986
32290,100,32290,99.90164
32300,100,32300,99.88986
32310,100,32310,99.8781
32320,100,32320,99.87221
32330,100,32330,99.87221
32340,100,32340,99.85455
32350,100,32350,99.86632
32360,100,32360,99.91341
32370,100,32370,99.9193
32380,100,32380,99.88986
32390,100,32390,99.86632
32400,100,32400,99.85455
32410,100,32410,99.85455
32420,100,32420,99.85455
32430,100,32430,99.85455
32440,100,32440,99.90164
32450,100,32450,99.89575
32460,100,32460,99.84866
32470,100,32470,99.84866
32480,100,32480,99.85455
32490,100,32490,99.85455
32500,100,32500,99.87221
32510,100,32510,99.8781
32520,100,32520,99.8781
32530,100,32530,99.87221
32540,100,32540,99.85455
32550,100,32550,99.87221
32560,100,32560,99.8781
32570,100,32570,99.8781
32580,100,32580,99.88986
32590,100,32590,99.8781
32600,100,32600,99.85455
32610,100,32610,99.88986
32620,100,32620,99.8781
32630,100,32630,99.86632
32640,100,32640,99.8781
32650,100,32650,99.86632
32660,100,32660,99.85455
32670,100,32670,99.8781
32680,100,32680,99.90164
32690,100,32690,99.91341
32700,100,32700,99.87221
32710,100,32710,99.86632
32720,100,32720,99.8781
32730,100,32730,99.8781
32740,100,32740,99.88986
32750,100,32750,99.8781
32760,100,32760,99.8781
32770,100,32770,99.8781
32780,100,32780,99.86632
32790,100,32790,99.88986
32800,100,32800,99.89575
32810,100,32810,99.8781
32820,100,32820,99.84866
32830,100,32830,99.87221
32840,100,32840,99.87221
32850,100,32850,99.85455
32860,100,32860,99.8781
32870,100,32870,99.8781
32880,100,32880,99.88986
32890,100,32890,99.87221
32900,100,32900,99.86632
32910,100,32910,99.9193
32920,100,32920,99.89575
32930,100,32930,99.87221
32940,100,32940,99.90164
32950,100,32950,99.89575
32960,100,32960,99.87221
32970,100,32970,99.86632
32980,100,32980,99.87221
32990,100,32990,99.8781
33000,100,33000,99.8781
33010,100,33010,99.89575
33020,100,33020,99.91341
33030,100,33030,99.91341
33040,100,33040,99.90164
33050,100,33050,99.8781
33060,100,33060,99.89575
33070,100,33070,99.90164
33080,100,33080,99.88986
33090,100,33090,99.88986
33100,100,33100,99.88986
33110,100,33110,99.87221
33120,100,33120,99.84277
33130,100,33130,99.84866
33140,100,33140,99.87221
33150,100,33150,99.90164
33160,100,33160,99.9193
33170,100,33170,99.9193
33180,100,33180,99.8781
33190,100,33190,99.87221
33200,100,33200,99.89575
33210,100,33210,99.86632
33220,100,33220,99.87221
33230,100,33230,99.88986
33240,100,33240,99.86632
33250,100,33250,99.87221
33260,100,33260,99.89575
33270,100,33270,99.88986
33280,100,33280,99.89575
33290,100,33290,99.88986
33300,100,33300,99.86632
33310,100,33310,99.86632
33320,100,33320,99.84277
33330,100,33330,99.83101
33340,100,33340,99.86632
33350,100,33350,99.88986
33360,100,33360,99.88986
33370,100,33370,99.8781
33380,100,33380,99.89575
33390,100,33390,99.6367645
33400,100,33400,99.27182
33410,100,33410,99.17175
33420,100,33420,99.15997
33430,100,33430,99.14821
33440,100,33440,99.1953
33450,100,33450,99.18941
33460,100,33460,99.15997
33470,100,33470,99.16586
33480,100,33480,99.18941
33490,100,33490,99.1953
33500,100,33500,99.18352
33510,100,33510,99.17175
33520,100,33520,99.18352
33530,100,33530,99.17175
33540,100,33540,99.18352
33550,100,33550,99.1953
33560,100,33560,99.18352
33570,100,33570,99.15997
33580,100,33580,99.16586
33590,100,33590,99.17175
33600,100,33600,99.17175
33610,100,33610,99.1953
33620,100,33620,99.1953
33630,100,33630,99.1953
33640,100,33640,99.18941
33650,100,33650,99.1953
33660,100,33660,99.20706
33670,100,33670,99.1953
33680,100,33680,99.17175
33690,100,33690,99.16586
33700,100,33700,99.17175
33710,100,33710,99.17175
33720,100,33720,99.17175
33730,100,33730,99.15997
33740,100,33740,99.17175
33750,100,33750,99.1953
33760,100,33760,99.20706
33770,100,33770,99.17175
33780,100,33780,99.14232
33790,100,33790,99.15997
33800,100,33800,99.18941
33810,100,33810,99.18941
33820,100,33820,99.17175
33830,100,33830,99.17175
33840,100,33840,99.16586
33850,100,33850,99.14232
33860,100,33860,99.17175
33870,100,33870,99.20706
33880,100,33880,99.18352
33890,100,33890,99.15997
33900,100,33900,99.16586
33910,100,33910,99.17175
33920,100,33920,99.17175
33930,100,33930,99.18352
33940,100,33940,99.20706
33950,100,33950,99.17175
33960,100,33960,99.18352
33970,100,33970,99.18941
33980,100,33980,99.18941
33990,100,33990,99.1953
34000,100,34000,99.16586
34010,100,34010,99.14232
34020,100,34020,99.1953
34030,100,34030,99.21295
34040,100,34040,99.1953
34050,100,34050,99.21295
34060,100,34060,99.20706
34070,100,34070,99.18352
34080,100,34080,99.17175
34090,100,34090,99.18941
34100,100,34100,99.1953
34110,100,34110,99.18352
34120,100,34120,99.18352
34130,100,34130,99.17175
34140,100,34140,99.17175
34150,100,34150,99.20706
34160,100,34160,99.1953
34170,100,34170,99.17175
34180,100,34180,99.18941
34190,100,34190,99.1953
34200,100,34200,99.18941
34210,100,34210,99.20706
34220,100,34220,99.1953
34230,100,34230,99.17175
34240,100,34240,99.14232
34250,100,34250,99.14821
34260,100,34260,99.14821
34270,100,34270,99.16586
34280,100,34280,99.18941
34290,100,34290,99.18352
34300,100,34300,99.17175
34310,100,34310,99.17175
34320,100,34320,99.18352
34330,100,34330,99.18352
34340,100,34340,99.16586
34350,100,34350,99.15997
34360,100,34360,99.14821
34370,100,34370,99.14821
34380,100,34380,99.16586
34390,100,34390,99.1953
34400,100,34400,99.20706
34410,100,34410,99.1953
34420,100,34420,99.18352
34430,100,34430,99.15997
34440,100,34440,99.18352
34450,100,34450,99.18941
34460,100,34460,99.16586
34470,100,34470,99.17175
34480,100,34480,99.18352
34490,100,34490,99.18352
34500,100,34500,99.18941
34510,100,34510,99.18941
34520,100,34520,99.1953
34530,100,34530,99.17175
34540,100,34540,99.16586
34550,100,34550,99.16586
34560,100,34560,99.16586
34570,100,34570,99.18941
34580,100,34580,99.1953
34590,100,34590,99.18941
34600,100,34600,99.18941
34610,100,34610,99.17175
34620,100,34620,99.14821
34630,100,34630,99.17175
34640,100,34640,99.18941
34650,100,34650,99.18352
34660,100,34660,99.16586
34670,100,34670,99.16586
34680,100,34680,99.1953
34690,100,34690,99.05403
34700,100,34700,98.70674
34710,100,34710,98.48306
34720,100,34720,98.45952
34730,100,34730,98.45363
34740,100,34740,98.45363
34750,100,34750,98.48306
34760,100,34760,98.5007248
34770,100,34770,98.47717
34780,100,34780,98.45952
34790,100,34790,98.48306
34800,100,34800,98.48895
34810,100,34810,98.47717
34820,100,34820,98.441864
34830,100,34830,98.45363
34840,100,34840,98.45952
34850,100,34850,98.45952
34860,100,34860,98.46541
34870,100,34870,98.441864
34880,100,34880,98.45363
34890,100,34890,98.45363
34900,100,34900,98.45952
34910,100,34910,98.46541
34920,100,34920,98.46541
34930,100,34930,98.4359741
34940,100,34940,98.41832
34950,100,34950,98.45952
34960,100,34960,98.47717
34970,100,34970,98.48306
34980,100,34980,98.46541
34990,100,34990,98.47717
35000,100,35000,98.48306
35010,100,35010,98.47717
35020,100,35020,98.5007248
35030,100,35030,98.47717
35040,100,35040,98.45952
35050,100,35050,98.47717
35060,100,35060,98.47717
35070,100,35070,98.45363
35080,100,35080,98.441864
35090,100,35090,98.47717
35100,100,35100,98.52427
35110,100,35110,98.5125
35120,100,35120,98.47717
35130,100,35130,98.46541
35140,100,35140,98.48895
35150,100,35150,98.48306
35160,100,35160,98.45363
35170,100,35170,98.4300842
35180,100,35180,98.46541
35190,100,35190,98.50661
35200,100,35200,98.48306
35210,100,35210,98.46541
35220,100,35220,98.4359741
35230,100,35230,98.4359741
35240,100,35240,98.48306
35250,100,35250,98.47717
35260,100,35260,98.46541
35270,100,35270,98.45363
35280,100,35280,98.46541
35290,100,35290,98.48895
35300,100,35300,98.48895
35310,100,35310,98.48895
35320,100,35320,98.48306
35330,100,35330,98.50661
35340,100,35340,98.5125
35350,100,35350,98.5007248
35360,100,35360,98.46541
35370,100,35370,98.47717
35380,100,35380,98.45952
35390,100,35390,98.47717
35400,100,35400,98.48895
35410,100,35410,98.47717
35420,100,35420,98.48306
35430,100,35430,98.45952
35440,100,35440,98.46541
35450,100,35450,98.46541
35460,100,35460,98.4359741
35470,100,35470,98.41832
35480,100,35480,98.45363
35490,100,35490,98.5007248
35500,100,35500,98.47717
35510,100,35510,98.441864
35520,100,35520,98.47717
35530,100,35530,98.47717
35540,100,35540,98.4300842
35550,100,35550,98.4359741
35560,100,35560,98.47717
35570,100,35570,98.45952
35580,100,35580,98.46541
35590,100,35590,98.45952
35600,100,35600,98.441864
35610,100,35610,98.45363
35620,100,35620,98.45952
35630,100,35630,98.45952
35640,100,35640,98.45952
35650,100,35650,98.48306
35660,100,35660,98.48306
35670,100,35670,98.441864
35680,100,35680,98.45952
35690,100,35690,98.45952
35700,100,35700,98.11812
35710,100,35710,97.7531738
35720,100,35720,97.73552
35730,100,35730,97.7531738
35740,100,35740,97.7472839
35750,100,35750,97.73552
35760,100,35760,97.7531738
35770,100,35770,97.7472839
35780,100,35780,97.72963
35790,100,35790,97.7472839
35800,100,35800,97.77672
35810,100,35810,97.7531738
35820,100,35820,97.73552
35830,100,35830,97.7531738
35840,100,35840,97.7531738
35850,100,35850,97.7708359
35860,100,35860,97.7531738
35870,100,35870,97.73552
35880,100,35880,97.7531738
35890,100,35890,97.77672
35900,100,35900,97.41766
35910,100,35910,97.04095
35920,100,35920,97.0232849
35930,100,35930,97.00563
35940,100,35940,97.01151
35950,100,35950,97.05272
35960,100,35960,97.06449
35970,100,35970,97.05272
35980,100,35980,97.0291748
35990,100,35990,97.04095
36000,100,36000,96.4052353
36010,100,36010,95.72832
36020,100,36020,95.68712
36030,100,36030,95.6635742
36040,100,36040,95.64003
36050,100,36050,95.64003
36060,100,36060,95.64003
36070,100,36070,95.64003
36080,100,36080,95.64592
36090,100,36090,95.63414
36100,100,36100,95.63414
36110,100,36110,95.64592
36120,100,36120,95.6635742
36130,100,36130,95.6635742
36140,100,36140,95.64003
36150,100,36150,95.6635742
36160,100,36160,95.68712
36170,100,36170,95.68123
36180,100,36180,95.67535
36190,100,36190,95.64592
36200,100,36200,95.63414
36210,100,36210,95.64003
36220,100,36220,95.6635742
36230,100,36230,95.6576843
36240,100,36240,95.64592
36250,100,36250,95.6576843
36260,100,36260,95.64592
36270,100,36270,95.6576843
36280,100,36280,95.64592
36290,100,36290,95.6223755
36300,100,36300,95.6223755
36310,100,36310,95.63414
36320,100,36320,95.6576843
36330,100,36330,95.64592
36340,100,36340,95.6164856
36350,100,36350,95.6223755
36360,100,36360,95.64592
36370,100,36370,95.6576843
36380,100,36380,95.6635742
36390,100,36390,95.67535
36400,100,36400,95.64003
36410,100,36410,95.63414
36420,100,36420,95.63414
36430,100,36430,95.64003
36440,100,36440,95.6635742
36450,100,36450,95.6576843
36460,100,36460,95.64592
36470,100,36470,95.64592
36480,100,36480,95.6576843
36490,100,36490,95.64003
36500,100,36500,95.63414
36510,100,36510,95.6576843
36520,100,36520,95.64003
36530,100,36530,95.6635742
36540,100,36540,95.68123
36550,100,36550,95.6223755
36560,100,36560,95.6223755
36570,100,36570,95.64592
36580,100,36580,95.64592
36590,100,36590,95.63414
36600,100,36600,95.64592
36610,100,36610,95.64003
36620,100,36620,95.6576843
36630,100,36630,95.68123
36640,100,36640,95.6576843
36650,100,36650,95.64592
36660,100,36660,95.64592
36670,100,36670,95.64003
36680,100,36680,95.6576843
36690,100,36690,95.6576843
36700,100,36700,95.64003
36710,100,36710,95.64592
36720,100,36720,95.6576843
36730,100,36730,95.6635742
36740,100,36740,95.6635742
36750,100,36750,95.6635742
36760,100,36760,95.63414
36770,100,36770,95.6164856
36780,100,36780,95.6576843
36790,100,36790,95.6635742
36800,100,36800,95.6576843
36810,100,36810,95.63414
36820,100,36820,95.64592
36830,100,36830,95.68123
36840,100,36840,95.6635742
36850,100,36850,95.64592
36860,100,36860,95.63414
36870,100,36870,95.6635742
36880,100,36880,95.68123
36890,100,36890,95.6576843
36900,100,36900,95.64003
36910,100,36910,95.6576843
36920,100,36920,95.6635742
36930,100,36930,95.64592
36940,100,36940,95.6576843
36950,100,36950,95.6635742
36960,100,36960,95.64592
36970,100,36970,95.63414
36980,100,36980,95.6635742
36990,100,36990,95.67535
37000,100,37000,95.6576843
37010,100,37010,95.64003
37020,100,37020,95.64003
37030,100,37030,95.64592
37040,100,37040,95.6576843
37050,100,37050,95.6576843
37060,100,37060,95.63414
37070,100,37070,95.64592
37080,100,37080,95.6635742
37090,100,37090,95.64592
37100,100,37100,95.6576843
37110,100,37110,95.67535
37120,100,37120,95.6576843
37130,100,37130,95.64003
37140,100,37140,95.6576843
37150,100,37150,95.67535
37160,100,37160,95.68123
37170,100,37170,95.6635742
37180,100,37180,95.6576843
37190,100,37190,95.6635742
37200,100,37200,95.6576843
37210,100,37210,95.6635742
37220,100,37220,95.68123
37230,100,37230,95.68712
37240,100,37240,95.6635742
37250,100,37250,95.64003
37260,100,37260,95.64592
37270,100,37270,95.6635742
37280,100,37280,95.6635742
37290,100,37290,95.6635742
37300,100,37300,95.68123
37310,100,37310,95.68123
37320,100,37320,95.6635742
37330,100,37330,95.6576843
37340,100,37340,95.6635742
37350,100,37350,95.64592
37360,100,37360,95.64592
37370,100,37370,95.64592
37380,100,37380,95.64003
37390,100,37390,95.6635742
37400,100,37400,95.67535
37410,100,37410,95.64003
37420,100,37420,95.63414
37430,100,37430,95.6223755
37440,100,37440,95.6164856
37450,100,37450,95.64003
37460,100,37460,95.6576843
37470,100,37470,95.67535
37480,100,37480,95.68712
37490,100,37490,95.68123
37500,100,37500,95.67535
37510,100,37510,95.64003
37520,100,37520,95.64003
37530,100,37530,95.6576843
37540,100,37540,95.6635742
37550,100,37550,95.6635742
37560,100,37560,95.6576843
37570,100,37570,95.64592
37580,100,37580,95.64003
37590,100,37590,95.63414
37600,100,37600,95.6223755
37610,100,37610,95.6576843
37620,100,37620,95.68123
37630,100,37630,95.6635742
37640,100,37640,95.64592
37650,100,37650,95.6576843
37660,100,37660,95.63414
37670,100,37670,95.63414
37680,100,37680,95.64592
37690,100,37690,95.63414
37700,100,37700,95.6223755
37710,100,37710,95.64003
37720,100,37720,95.6635742
37730,100,37730,95.6576843
37740,100,37740,95.6576843
37750,100,37750,95.67535
37760,100,37760,95.68123
37770,100,37770,95.6635742
37780,100,37780,95.64592
37790,100,37790,95.64003
37800,100,37800,95.6576843
37810,100,37810,95.63414
37820,100,37820,95.6223755
37830,100,37830,95.64592
37840,100,37840,95.68123
37850,100,37850,95.67535
37860,100,37860,95.64592
37870,100,37870,95.63414
37880,100,37880,95.6635742
37890,100,37890,95.67535
37900,100,37900,95.67535
37910,100,37910,95.6635742
37920,100,37920,95.64592
37930,100,37930,95.67535
37940,100,37940,95.67535
37950,100,37950,95.67535
37960,100,37960,95.68123
37970,100,37970,95.67535
37980,100,37980,95.6576843
37990,100,37990,95.64592
38000,100,38000,95.64592
38010,100,38010,95.64592
38020,100,38020,95.64003
38030,100,38030,95.6576843
38040,100,38040,95.64592
38050,100,38050,95.63414
38060,100,38060,95.64003
38070,100,38070,95.64592
38080,100,38080,95.64003
38090,100,38090,95.64592
38100,100,38100,95.67535
38110,100,38110,95.68712
38120,100,38120,95.6635742
38130,100,38130,95.64592
38140,100,38140,95.6576843
38150,100,38150,95.6635742
38160,100,38160,95.64592
38170,100,38170,95.64003
38180,100,38180,95.6576843
38190,100,38190,95.6635742
38200,100,38200,95.6576843
38210,100,38210,95.6576843
38220,100,38220,95.64592
38230,100,38230,95.6576843
38240,100,38240,95.6635742
38250,100,38250,95.6576843
38260,100,38260,95.64003
38270,100,38270,95.6223755
38280,100,38280,95.6164856
38290,100,38290,95.64592
38300,100,38300,95.67535
38310,100,38310,95.6635742
38320,100,38320,95.64592
38330,100,38330,95.63414
38340,100,38340,95.6635742
38350,100,38350,95.6576843
38360,100,38360,95.64592
38370,100,38370,95.67535
38380,100,38380,95.6635742
38390,100,38390,95.6576843
38400,100,38400,95.64003
38410,100,38410,95.6576843
38420,100,38420,95.6576843
38430,100,38430,95.63414
38440,100,38440,95.63414
38450,100,38450,95.63414
38460,100,38460,95.64003
38470,100,38470,95.6576843
38480,100,38480,95.64003
38490,100,38490,95.6576843
38500,100,38500,95.67535
38510,100,38510,95.64003
38520,100,38520,95.63414
38530,100,38530,95.6223755
38540,100,38540,95.63414
38550,100,38550,95.64592
38560,100,38560,95.64003
38570,100,38570,95.6105957
38580,100,38580,95.59883
38590,100,38590,95.6576843
38600,100,38600,95.67535
38610,100,38610,95.64003
38620,100,38620,95.64003
38630,100,38630,95.64592
38640,100,38640,95.6223755
38650,100,38650,95.6223755
38660,100,38660,95.6164856
38670,100,38670,95.59883
38680,100,38680,95.6164856
38690,100,38690,95.64592
38700,100,38700,95.64592
38710,100,38710,95.64592
38720,100,38720,95.6576843
38730,100,38730,95.64003
38740,100,38740,95.64003
38750,100,38750,95.6576843
38760,100,38760,95.6635742
38770,100,38770,95.6635742
38780,100,38780,95.6576843
38790,100,38790,95.67535
38800,100,38800,95.67535
38810,100,38810,95.6576843
38820,100,38820,95.64592
38830,100,38830,95.6576843
38840,100,38840,95.6576843
38850,100,38850,95.67535
38860,100,38860,95.67535
38870,100,38870,95.63414
38880,100,38880,95.6223755
38890,100,38890,95.6576843
38900,100,38900,95.67535
38910,100,38910,95.67535
38920,100,38920,95.6635742
38930,100,38930,95.68123
38940,100,38940,95.67535
38950,100,38950,95.64592
38960,100,38960,95.64592
38970,100,38970,95.64003
