SymbolName	MAIN.LT1mm	SymbolName	MAIN.LT2mm	SymbolName	MAIN.PDT1bar	SymbolName	MAIN.PDT2bar	SymbolName	MAIN.PT1bar	SymbolName	MAIN.PT2bar	SymbolName	MAIN.TT1c	SymbolName	MAIN.Motor_ON_OFF
NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

64060	50.2077942	64060	82.1144562	64060	0.151876092	64060	0.004	64060	0.289862961	64060	0.0799407959	64060	16.4052277	64060	1
64070	50.2343559	64070	82.10857	64070	0.151888177	64070	0.004	64070	0.290950656	64070	0.08048463	64070	16.3869171	64070	1
64080	50.1971664	64080	82.06148	64080	0.151924431	64080	0.004	64080	0.290225536	64080	0.08048463	64080	16.3502884	64080	1
64090	50.18654	64090	82.102684	64090	0.15199694	64090	0.004	64090	0.289681673	64090	0.08084719	64090	16.3502884	64090	1
64100	50.21842	64100	82.138	64100	0.1520332	64100	0.004	64100	0.290225536	64100	0.08048463	64100	16.3319778	64100	1
64110	50.2077942	64110	82.13211	64110	0.1520332	64110	0.004	64110	0.2904068	64110	0.0799407959	64110	16.3319778	64110	1
64120	50.21842	64120	82.26161	64120	0.152069464	64120	0.004	64120	0.290225536	64120	0.0806659162	64120	16.3502884	64120	1
64130	50.2343559	64130	82.58535	64130	0.152093634	64130	0.004	64130	0.289862961	64130	0.08084719	64130	16.3319778	64130	1
64140	50.2343559	64140	82.77371	64140	0.152141973	64140	0.004	64140	0.289681673	64140	0.0806659162	64140	16.3319778	64140	1
64150	50.2077942	64150	82.78548	64150	0.152141973	64150	0.004	64150	0.289862961	64150	0.08012207	64150	16.2953568	64150	1
64160	50.20248	64160	82.79726	64160	0.152166143	64160	0.004	64160	0.2904068	64160	0.08012207	64160	16.2953568	64160	1
64170	50.2077942	64170	82.78548	64170	0.152226567	64170	0.004	64170	0.290588081	64170	0.08048463	64170	16.3228226	64170	1
64180	50.18123	64180	82.79137	64180	0.152250737	64180	0.004	64180	0.290950656	64180	0.08012207	64180	16.3228226	64180	1
64190	50.1759148	64190	82.79137	64190	0.152323246	64190	0.004	64190	0.290225536	64190	0.08012207	64190	16.3594437	64190	1
64200	50.20248	64200	82.79137	64200	0.1523595	64200	0.004	64200	0.290225536	64200	0.08048463	64200	16.3594437	64200	1
64210	50.21842	64210	82.79726	64210	0.152299076	64210	0.004	64210	0.2911319	64210	0.0806659162	64210	16.3228226	64210	1
64220	50.18123	64220	82.79137	64220	0.152395755	64220	0.004	64220	0.2913132	64220	0.0806659162	64220	16.3136673	64220	1
64230	50.1759148	64230	82.77371	64230	0.152371585	64230	0.004	64230	0.2904068	64230	0.08084719	64230	16.3594437	64230	1
64240	50.1759148	64240	82.77371	64240	0.152395755	64240	0.004	64240	0.289681673	64240	0.08084719	64240	16.3319778	64240	1
64250	50.159977	64250	82.79137	64250	0.152504534	64250	0.004	64250	0.2904068	64250	0.08048463	64250	16.2862015	64250	1
64260	50.18654	64260	82.79137	64260	0.152540788	64260	0.004	64260	0.2911319	64260	0.07975951	64260	16.3319778	64260	1
64270	50.2077942	64270	82.78548	64270	0.152552873	64270	0.004	64270	0.2913132	64270	0.0799407959	64270	16.3502884	64270	1
64280	50.1971664	64280	82.80903	64280	0.152504534	64280	0.004	64280	0.2904068	64280	0.08048463	64280	16.3319778	64280	1
64290	50.18123	64290	82.8208	64290	0.152516618	64290	0.004	64290	0.2904068	64290	0.08012207	64290	16.3319778	64290	1
64300	50.16529	64300	82.79726	64300	0.152601212	64300	0.004	64300	0.290588081	64300	0.0806659162	64300	16.2953568	64300	1
64310	50.1440353	64310	82.78548	64310	0.1526133	64310	0.004	64310	0.289862961	64310	0.08084719	64310	16.3136673	64310	1
64320	50.18123	64320	82.79137	64320	0.152649552	64320	0.004	64320	0.289862961	64320	0.08012207	64320	16.3594437	64320	1
64330	50.1759148	64330	82.79137	64330	0.152649552	64330	0.004	64330	0.290225536	64330	0.08012207	64330	16.3685989	64330	1
64340	50.16529	64340	82.78548	64340	0.152661636	64340	0.004	64340	0.289862961	64340	0.08048463	64340	16.3594437	64340	1
64350	50.18654	64350	82.79137	64350	0.15274623	64350	0.004	64350	0.289862961	64350	0.07975951	64350	16.3594437	64350	1
64360	50.18654	64360	82.76782	64360	0.152794585	64360	0.004	64360	0.290588081	64360	0.08012207	64360	16.3228226	64360	1
64370	50.20248	64370	82.76193	64370	0.152818754	64370	0.004	64370	0.2904068	64370	0.0806659162	64370	16.3319778	64370	1
64380	50.2343559	64380	82.79726	64380	0.152879179	64380	0.004	64380	0.289862961	64380	0.08012207	64380	16.3502884	64380	1
64390	50.23967	64390	82.79726	64390	0.152891263	64390	0.004	64390	0.290588081	64390	0.08012207	64390	16.3319778	64390	1
64400	50.21842	64400	82.76193	64400	0.152915433	64400	0.004	64400	0.290588081	64400	0.0806659162	64400	16.3228226	64400	1
64410	50.1971664	64410	82.76193	64410	0.152975857	64410	0.004	64410	0.290225536	64410	0.0806659162	64410	16.2953568	64410	1
64420	50.16529	64420	82.8855438	64420	0.153012112	64420	0.004	64420	0.289862961	64420	0.0806659162	64420	16.2953568	64420	1
64430	50.159977	64430	83.26227	64430	0.152963772	64430	0.004	64430	0.290225536	64430	0.08120975	64430	16.3136673	64430	1
64440	50.20248	64440	83.5153656	64440	0.153012112	64440	0.004	64440	0.290225536	64440	0.08120975	64440	16.3228226	64440	1
64450	50.21842	64450	83.5153656	64450	0.153072536	64450	0.004	64450	0.2904068	64450	0.08084719	64450	16.3228226	64450	1
64460	50.159977	64460	83.5212555	64460	0.153157145	64460	0.004	64460	0.290225536	64460	0.08048463	64460	16.3136673	64460	1
64470	50.16529	64470	83.5153656	64470	0.153217569	64470	0.004	64470	0.289862961	64470	0.0792156756	64470	16.3136673	64470	1
64480	50.1971664	64480	83.5271454	64480	0.153217569	64480	0.004	64480	0.2904068	64480	0.07975951	64480	16.3319778	64480	1
64490	50.1971664	64490	83.53892	64490	0.153338417	64490	0.004	64490	0.2904068	64490	0.08120975	64490	16.3319778	64490	1
64500	50.1971664	64500	83.5153656	64500	0.153398842	64500	0.004	64500	0.2904068	64500	0.0806659162	64500	16.3228226	64500	1
64510	50.18654	64510	83.49182	64510	0.153398842	64510	0.004	64510	0.2904068	64510	0.0806659162	64510	16.3228226	64510	1
64520	50.21842	64520	83.5153656	64520	0.1534351	64520	0.004	64520	0.289862961	64520	0.08084719	64520	16.3228226	64520	1
64530	50.223732	64530	83.5448	64530	0.1534351	64530	0.004	64530	0.289862961	64530	0.0806659162	64530	16.3319778	64530	1
64540	50.1759148	64540	83.53892	64540	0.153447181	64540	0.004	64540	0.2904068	64540	0.08048463	64540	16.3228226	64540	1
64550	50.18654	64550	83.5448	64550	0.1535076	64550	0.004	64550	0.290588081	64550	0.08012207	64550	16.3319778	64550	1
64560	50.2077942	64560	83.55658	64560	0.153543875	64560	0.004	64560	0.2911319	64560	0.08012207	64560	16.3502884	64560	1
64570	50.21842	64570	83.5448	64570	0.153543875	64570	0.004	64570	0.2904068	64570	0.0799407959	64570	16.3319778	64570	1
64580	50.2077942	64580	83.5212555	64580	0.153543875	64580	0.004	64580	0.289681673	64580	0.07975951	64580	16.3319778	64580	1
64590	50.20248	64590	83.5153656	64590	0.153616384	64590	0.004	64590	0.289681673	64590	0.07939695	64590	16.3502884	64590	1
64600	50.21842	64600	83.49771	64600	0.153676808	64600	0.004	64600	0.290225536	64600	0.08012207	64600	16.3319778	64600	1
64610	50.20248	64610	83.49182	64610	0.153737232	64610	0.004	64610	0.289681673	64610	0.0799407959	64610	16.3228226	64610	1
64620	50.18123	64620	83.49771	64620	0.1537614	64620	0.004	64620	0.289681673	64620	0.07975951	64620	16.3319778	64620	1
64630	50.1759148	64630	83.5036	64630	0.153821826	64630	0.004	64630	0.290225536	64630	0.0806659162	64630	16.3502884	64630	1
64640	50.1759148	64640	83.5271454	64640	0.153906435	64640	0.004	64640	0.290588081	64640	0.0806659162	64640	16.2953568	64640	1
64650	50.159977	64650	83.5212555	64650	0.15388225	64650	0.004	64650	0.290950656	64650	0.0806659162	64650	16.3319778	64650	1
64660	50.1546631	64660	83.5212555	64660	0.153906435	64660	0.004	64660	0.290950656	64660	0.0799407959	64660	16.3685989	64660	1
64670	50.18654	64670	83.5271454	64670	0.153966859	64670	0.004	64670	0.290588081	64670	0.0799407959	64670	16.3228226	64670	1
64680	50.2077942	64680	83.49771	64680	0.153978944	64680	0.004	64680	0.2904068	64680	0.08048463	64680	16.3228226	64680	1
64690	50.2077942	64690	83.49182	64690	0.154051453	64690	0.004	64690	0.2904068	64690	0.08012207	64690	16.3319778	64690	1
64700	50.1971664	64700	83.49771	64700	0.154063538	64700	0.004	64700	0.289862961	64700	0.0806659162	64700	16.3502884	64700	1
64710	50.1971664	64710	83.5153656	64710	0.154063538	64710	0.004	64710	0.289862961	64710	0.0806659162	64710	16.3319778	64710	1
64720	50.2077942	64720	83.5448	64720	0.1540877	64720	0.004	64720	0.290588081	64720	0.0806659162	64720	16.3136673	64720	1
64730	50.223732	64730	83.5271454	64730	0.154111877	64730	0.004	64730	0.290588081	64730	0.08139104	64730	16.3228226	64730	1
64740	50.2343559	64740	83.5271454	64740	0.154208556	64740	0.004	64740	0.290225536	64740	0.0806659162	64740	16.3319778	64740	1
64750	50.21842	64750	83.5448	64750	0.154232726	64750	0.004	64750	0.289862961	64750	0.08048463	64750	16.2953568	64750	1
64760	50.21842	64760	83.5212555	64760	0.154196471	64760	0.004	64760	0.289319128	64760	0.08048463	64760	16.3319778	64760	1
64770	50.24498	64770	83.5271454	64770	0.15428108	64770	0.004	64770	0.290225536	64770	0.08048463	64770	16.3869171	64770	1
64780	50.2343559	64780	83.5271454	64780	0.15428108	64780	0.004	64780	0.2904068	64780	0.08048463	64780	16.3594437	64780	1
64790	50.1971664	64790	83.5212555	64790	0.154293165	64790	0.004	64790	0.289862961	64790	0.08084719	64790	16.3319778	64790	1
64800	50.223732	64800	83.5271454	64800	0.154353589	64800	0.004	64800	0.289862961	64800	0.0806659162	64800	16.3136673	64800	1
64810	50.2343559	64810	83.53892	64810	0.154401928	64810	0.004	64810	0.289862961	64810	0.08012207	64810	16.2953568	64810	1
64820	50.1971664	64820	83.5271454	64820	0.154486522	64820	0.004	64820	0.2904068	64820	0.07975951	64820	16.3502884	64820	1
64830	50.1971664	64830	83.49182	64830	0.1544986	64830	0.004	64830	0.290225536	64830	0.08048463	64830	16.3960724	64830	1
64840	50.223732	64840	83.49182	64840	0.154522777	64840	0.004	64840	0.289862961	64840	0.08084719	64840	16.3594437	64840	1
64850	50.2077942	64850	83.5153656	64850	0.154571116	64850	0.004	64850	0.289862961	64850	0.08048463	64850	16.3136673	64850	1
64860	50.20248	64860	83.5212555	64860	0.154631555	64860	0.004	64860	0.289862961	64860	0.0806659162	64860	16.3319778	64860	1
64870	50.1971664	64870	83.5153656	64870	0.154716149	64870	0.004	64870	0.2911319	64870	0.08048463	64870	16.3502884	64870	1
64880	50.1971664	64880	83.53892	64880	0.1547524	64880	0.004	64880	0.2911319	64880	0.08012207	64880	16.3136673	64880	1
64890	50.223732	64890	83.5212555	64890	0.1547524	64890	0.004	64890	0.290950656	64890	0.0799407959	64890	16.3228226	64890	1
64900	50.2343559	64900	83.5212555	64900	0.154824913	64900	0.004	64900	0.290950656	64900	0.08012207	64900	16.3502884	64900	1
64910	50.23967	64910	83.5448	64910	0.154897422	64910	0.004	64910	0.290950656	64910	0.08048463	64910	16.3594437	64910	1
64920	50.20248	64920	83.5212555	64920	0.1549095	64920	0.004	64920	0.2911319	64920	0.0806659162	64920	16.3594437	64920	1
64930	50.16529	64930	83.5153656	64930	0.154921591	64930	0.004	64930	0.290588081	64930	0.08157231	64930	16.3594437	64930	1
64940	50.20248	64940	83.5036	64940	0.154982015	64940	0.004	64940	0.290225536	64940	0.08157231	64940	16.3685989	64940	1
64950	50.2077942	64950	83.5153656	64950	0.15503037	64950	0.004	64950	0.289862961	64950	0.0806659162	64950	16.3319778	64950	1
64960	50.1971664	64960	83.5271454	64960	0.155054539	64960	0.004	64960	0.289862961	64960	0.0806659162	64960	16.3319778	64960	1
64970	50.18654	64970	83.5153656	64970	0.1550908	64970	0.004	64970	0.289319128	64970	0.0806659162	64970	16.3136673	64970	1
64980	50.1759148	64980	83.5212555	64980	0.155127048	64980	0.004	64980	0.289681673	64980	0.08048463	64980	16.2953568	64980	1
64990	50.1759148	64990	83.5271454	64990	0.155151218	64990	0.004	64990	0.290225536	64990	0.0806659162	64990	16.3228226	64990	1
65000	50.1759148	65000	83.5271454	65000	0.155187473	65000	0.004	65000	0.289681673	65000	0.08157231	65000	16.3594437	65000	1
65010	50.1759148	65010	83.5212555	65010	0.155235812	65010	0.004	65010	0.289681673	65010	0.0806659162	65010	16.3594437	65010	1
65020	50.18654	65020	83.5271454	65020	0.1553204	65020	0.004	65020	0.290225536	65020	0.08012207	65020	16.3228226	65020	1
65030	50.1971664	65030	83.5448	65030	0.155344576	65030	0.004	65030	0.2904068	65030	0.08120975	65030	16.3136673	65030	1
65040	50.1971664	65040	83.55658	65040	0.15536876	65040	0.004	65040	0.290588081	65040	0.08139104	65040	16.3136673	65040	1
65050	50.1971664	65050	83.53892	65050	0.15539293	65050	0.004	65050	0.290588081	65050	0.08048463	65050	16.3136673	65050	1
65060	50.18123	65060	83.5212555	65060	0.155429184	65060	0.004	65060	0.2904068	65060	0.08012207	65060	16.3319778	65060	1
65070	50.223732	65070	83.5271454	65070	0.155453354	65070	0.004	65070	0.290588081	65070	0.0806659162	65070	16.3502884	65070	1
65080	50.2343559	65080	83.5448	65080	0.155453354	65080	0.004	65080	0.290950656	65080	0.08084719	65080	16.3319778	65080	1
65090	50.1759148	65090	83.5448	65090	0.155525863	65090	0.004	65090	0.290225536	65090	0.08120975	65090	16.3594437	65090	1
65100	50.18123	65100	83.5036	65100	0.1555742	65100	0.004	65100	0.289862961	65100	0.08120975	65100	16.3502884	65100	1
65110	50.21842	65110	83.5212555	65110	0.155598372	65110	0.004	65110	0.289862961	65110	0.08084719	65110	16.3319778	65110	1
65120	50.21842	65120	83.5271454	65120	0.155598372	65120	0.004	65120	0.290225536	65120	0.08012207	65120	16.3594437	65120	1
65130	50.1971664	65130	83.5212555	65130	0.155622542	65130	0.004	65130	0.290225536	65130	0.08048463	65130	16.3319778	65130	1
65140	50.2077942	65140	83.5036	65140	0.155646712	65140	0.004	65140	0.2904068	65140	0.08012207	65140	16.3228226	65140	1
65150	50.21842	65150	83.5036	65150	0.155646712	65150	0.004	65150	0.2904068	65150	0.0792156756	65150	16.3228226	65150	1
65160	50.2077942	65160	83.5153656	65160	0.155598372	65160	0.004	65160	0.290225536	65160	0.07939695	65160	16.2953568	65160	1
65170	50.20248	65170	83.5271454	65170	0.155622542	65170	0.004	65170	0.290225536	65170	0.08012207	65170	16.3136673	65170	1
65180	50.1971664	65180	83.5271454	65180	0.15575549	65180	0.004	65180	0.289681673	65180	0.08048463	65180	16.3228226	65180	1
65190	50.18123	65190	83.5036	65190	0.155791745	65190	0.004	65190	0.289681673	65190	0.0806659162	65190	16.3502884	65190	1
65200	50.18654	65200	83.49771	65200	0.155767575	65200	0.004	65200	0.289681673	65200	0.08084719	65200	16.3319778	65200	1
65210	50.223732	65210	83.5212555	65210	0.155840084	65210	0.004	65210	0.289319128	65210	0.08012207	65210	16.2862015	65210	1
65220	50.2343559	65220	83.5271454	65220	0.155936763	65220	0.004	65220	0.290225536	65220	0.07939695	65220	16.2953568	65220	1
65230	50.21842	65230	83.5153656	65230	0.155936763	65230	0.004	65230	0.2904068	65230	0.07975951	65230	16.3502884	65230	1
65240	50.18654	65240	83.5212555	65240	0.156021357	65240	0.004	65240	0.289319128	65240	0.0792156756	65240	16.3594437	65240	1
65250	50.21842	65250	83.53892	65250	0.156045526	65250	0.004	65250	0.28913784	65250	0.0792156756	65250	16.3319778	65250	1
65260	50.24498	65260	83.5212555	65260	0.1560697	65260	0.004	65260	0.28913784	65260	0.08012207	65260	16.3319778	65260	1
65270	50.20248	65270	83.5036	65270	0.156190559	65270	0.004	65270	0.289319128	65270	0.08012207	65270	16.3319778	65270	1
65280	50.159977	65280	83.49771	65280	0.156190559	65280	0.004	65280	0.290225536	65280	0.0799407959	65280	16.3228226	65280	1
65290	50.18654	65290	83.5036	65290	0.156226814	65290	0.004	65290	0.290225536	65290	0.08048463	65290	16.3136673	65290	1
65300	50.1971664	65300	83.5271454	65300	0.156311408	65300	0.004	65300	0.289681673	65300	0.08120975	65300	16.3319778	65300	1
65310	50.20248	65310	83.5212555	65310	0.156311408	65310	0.004	65310	0.28913784	65310	0.08084719	65310	16.3502884	65310	1
65320	50.2077942	65320	83.5212555	65320	0.156323493	65320	0.004	65320	0.289681673	65320	0.08012207	65320	16.3228226	65320	1
65330	50.21842	65330	83.5212555	65330	0.156444341	65330	0.004	65330	0.290588081	65330	0.0799407959	65330	16.2862015	65330	1
65340	50.2343559	65340	83.5212555	65340	0.156516865	65340	0.004	65340	0.290950656	65340	0.07975951	65340	16.2862015	65340	1
65350	50.2077942	65350	83.49771	65350	0.156516865	65350	0.004	65350	0.2904068	65350	0.0792156756	65350	16.2862015	65350	1
65360	50.18123	65360	83.53892	65360	0.156553119	65360	0.004	65360	0.289862961	65360	0.0784905553	65360	16.2953568	65360	1
65370	50.223732	65370	83.5448	65370	0.156553119	65370	0.004	65370	0.289862961	65370	0.0792156756	65370	16.3502884	65370	1
65380	50.24498	65380	83.5153656	65380	0.156601459	65380	0.004	65380	0.289862961	65380	0.07975951	65380	16.3685989	65380	1
65390	50.20248	65390	83.5153656	65390	0.156686053	65390	0.004	65390	0.290950656	65390	0.07975951	65390	16.3319778	65390	1
65400	50.1971664	65400	83.5036	65400	0.156710222	65400	0.004	65400	0.2911319	65400	0.07939695	65400	16.3228226	65400	1
65410	50.21842	65410	83.5153656	65410	0.156758562	65410	0.004	65410	0.290588081	65410	0.07939695	65410	16.3594437	65410	1
65420	50.223732	65420	83.53892	65420	0.15686734	65420	0.004	65420	0.290225536	65420	0.07975951	65420	16.3869171	65420	1
65430	50.21842	65430	83.5212555	65430	0.156843171	65430	0.004	65430	0.289862961	65430	0.07939695	65430	16.3685989	65430	1
65440	50.20248	65440	83.5212555	65440	0.156879425	65440	0.004	65440	0.289681673	65440	0.07939695	65440	16.3685989	65440	1
65450	50.20248	65450	83.5271454	65450	0.156939849	65450	0.004	65450	0.290225536	65450	0.08048463	65450	16.3594437	65450	1
65460	50.1759148	65460	83.5036	65460	0.156964019	65460	0.004	65460	0.289862961	65460	0.08084719	65460	16.3502884	65460	1
65470	50.1759148	65470	83.5153656	65470	0.157024443	65470	0.004	65470	0.289319128	65470	0.0806659162	65470	16.3869171	65470	1
65480	50.20248	65480	83.49771	65480	0.157036528	65480	0.004	65480	0.2904068	65480	0.08048463	65480	16.4052277	65480	1
65490	50.18654	65490	83.48006	65490	0.157109037	65490	0.004	65490	0.290225536	65490	0.0799407959	65490	16.3869171	65490	1
65500	50.18654	65500	83.49182	65500	0.157181546	65500	0.004	65500	0.289681673	65500	0.07975951	65500	16.3594437	65500	1
65510	50.2077942	65510	83.49182	65510	0.1571332	65510	0.004	65510	0.289681673	65510	0.07939695	65510	16.3685989	65510	1
65520	50.2077942	65520	83.5036	65520	0.15725407	65520	0.004	65520	0.289681673	65520	0.0799407959	65520	16.3685989	65520	1
65530	50.1971664	65530	83.5036	65530	0.157350749	65530	0.004	65530	0.289681673	65530	0.08048463	65530	16.3594437	65530	1
65540	50.20248	65540	83.5271454	65540	0.157302409	65540	0.004	65540	0.289862961	65540	0.08012207	65540	16.3685989	65540	1
65550	50.223732	65550	83.5683441	65550	0.157338664	65550	0.004	65550	0.2904068	65550	0.07975951	65550	16.3685989	65550	1
65560	50.2077942	65560	83.56246	65560	0.157387	65560	0.004	65560	0.290588081	65560	0.08048463	65560	16.3685989	65560	1
65570	50.20248	65570	83.5448	65570	0.157447428	65570	0.004	65570	0.290588081	65570	0.0806659162	65570	16.3594437	65570	1
65580	50.2077942	65580	83.5448	65580	0.157495767	65580	0.004	65580	0.2904068	65580	0.08012207	65580	16.3685989	65580	1
65590	50.1971664	65590	83.56246	65590	0.157495767	65590	0.004	65590	0.289319128	65590	0.08012207	65590	16.3960724	65590	1
65600	50.18654	65600	83.5153656	65600	0.157507852	65600	0.004	65600	0.28913784	65600	0.08012207	65600	16.3685989	65600	1
65610	50.2343559	65610	83.5212555	65610	0.157604545	65610	0.004	65610	0.289681673	65610	0.08012207	65610	16.3502884	65610	1
65620	50.2343559	65620	83.55658	65620	0.1576408	65620	0.004	65620	0.290588081	65620	0.0799407959	65620	16.3319778	65620	1
65630	50.20248	65630	83.5153656	65630	0.157592461	65630	0.004	65630	0.2904068	65630	0.07975951	65630	16.3228226	65630	1
65640	50.23967	65640	83.5153656	65640	0.157628715	65640	0.004	65640	0.290225536	65640	0.08012207	65640	16.3594437	65640	1
65650	50.23967	65650	83.5153656	65650	0.1576408	65650	0.004	65650	0.290950656	65650	0.08120975	65650	16.3685989	65650	1
65660	50.18654	65660	83.49771	65660	0.157689139	65660	0.004	65660	0.290588081	65660	0.0806659162	65660	16.2953568	65660	1
65670	50.1759148	65670	83.49182	65670	0.1577254	65670	0.004	65670	0.290950656	65670	0.08012207	65670	16.2953568	65670	1
65680	50.1971664	65680	83.48006	65680	0.1577254	65680	0.004	65680	0.290225536	65680	0.08048463	65680	16.3228226	65680	1
65690	50.2077942	65690	83.5153656	65690	0.157822073	65690	0.004	65690	0.289319128	65690	0.08012207	65690	16.3594437	65690	1
65700	50.18654	65700	83.5153656	65700	0.157906666	65700	0.004	65700	0.290225536	65700	0.08012207	65700	16.3502884	65700	1
65710	50.2077942	65710	83.5212555	65710	0.1578825	65710	0.004	65710	0.289862961	65710	0.0799407959	65710	16.3319778	65710	1
65720	50.21842	65720	83.5271454	65720	0.157918751	65720	0.004	65720	0.289319128	65720	0.07975951	65720	16.3319778	65720	1
65730	50.20248	65730	83.5212555	65730	0.157918751	65730	0.004	65730	0.289681673	65730	0.07975951	65730	16.3228226	65730	1
65740	50.1971664	65740	83.5271454	65740	0.157955021	65740	0.004	65740	0.288956553	65740	0.0799407959	65740	16.3319778	65740	1
65750	50.21842	65750	83.5212555	65750	0.15802753	65750	0.004	65750	0.289862961	65750	0.08012207	65750	16.3319778	65750	1
65760	50.2343559	65760	83.49182	65760	0.15802753	65760	0.004	65760	0.290588081	65760	0.08012207	65760	16.3594437	65760	1
65770	50.20248	65770	83.49182	65770	0.158015445	65770	0.004	65770	0.290225536	65770	0.0806659162	65770	16.3869171	65770	1
65780	50.18654	65780	83.5212555	65780	0.158063784	65780	0.004	65780	0.290225536	65780	0.08012207	65780	16.3685989	65780	1
65790	50.20248	65790	83.5036	65790	0.158075869	65790	0.004	65790	0.2904068	65790	0.07975951	65790	16.3685989	65790	1
65800	50.1971664	65800	83.49771	65800	0.158112124	65800	0.004	65800	0.290950656	65800	0.07975951	65800	16.3594437	65800	1
65810	50.1971664	65810	83.5153656	65810	0.158148378	65810	0.004	65810	0.2911319	65810	0.0799407959	65810	16.3594437	65810	1
65820	50.23967	65820	83.53892	65820	0.158148378	65820	0.004	65820	0.290950656	65820	0.0799407959	65820	16.3594437	65820	1
65830	50.1971664	65830	83.56246	65830	0.1582088	65830	0.004	65830	0.2904068	65830	0.08012207	65830	16.3594437	65830	1
65840	50.16529	65840	83.5271454	65840	0.158257142	65840	0.004	65840	0.290225536	65840	0.08120975	65840	16.3685989	65840	1
65850	50.2077942	65850	83.5036	65850	0.158257142	65850	0.004	65850	0.2904068	65850	0.08193487	65850	16.4326935	65850	1
65860	50.21842	65860	83.5271454	65860	0.1582934	65860	0.004	65860	0.2904068	65860	0.0806659162	65860	16.4326935	65860	1
65870	50.20248	65870	83.53892	65870	0.158353835	65870	0.004	65870	0.290225536	65870	0.07975951	65870	16.3960724	65870	1
65880	50.18123	65880	83.53892	65880	0.15839009	65880	0.004	65880	0.290225536	65880	0.08012207	65880	16.4052277	65880	1
65890	50.223732	65890	83.5271454	65890	0.158402175	65890	0.004	65890	0.289862961	65890	0.0806659162	65890	16.3960724	65890	1
65900	50.24498	65900	83.5036	65900	0.158438429	65900	0.004	65900	0.289862961	65900	0.08048463	65900	16.3960724	65900	1
65910	50.18654	65910	83.5153656	65910	0.15839009	65910	0.004	65910	0.290588081	65910	0.0799407959	65910	16.4052277	65910	1
65920	50.18123	65920	83.5153656	65920	0.158402175	65920	0.004	65920	0.2904068	65920	0.08048463	65920	16.3869171	65920	1
65930	50.20248	65930	83.5036	65930	0.158486769	65930	0.004	65930	0.2904068	65930	0.0806659162	65930	16.3960724	65930	1
65940	50.1971664	65940	83.49182	65940	0.158535108	65940	0.004	65940	0.2904068	65940	0.0799407959	65940	16.3685989	65940	1
65950	50.20248	65950	83.5036	65950	0.1585472	65950	0.004	65950	0.290588081	65950	0.07975951	65950	16.3502884	65950	1
65960	50.1971664	65960	83.55658	65960	0.1585472	65960	0.004	65960	0.290588081	65960	0.07975951	65960	16.3594437	65960	1
65970	50.18123	65970	83.55658	65970	0.158571362	65970	0.004	65970	0.289681673	65970	0.0799407959	65970	16.3594437	65970	1
65980	50.21842	65980	83.5212555	65980	0.158571362	65980	0.004	65980	0.289862961	65980	0.08012207	65980	16.3594437	65980	1
65990	50.2077942	65990	83.5271454	65990	0.1586197	65990	0.004	65990	0.290588081	65990	0.07975951	65990	16.3319778	65990	1
66000	50.159977	66000	83.53892	66000	0.158631787	66000	0.004	66000	0.2904068	66000	0.07975951	66000	16.3228226	66000	1
66010	50.18123	66010	83.53892	66010	0.158668041	66010	0.004	66010	0.2904068	66010	0.0799407959	66010	16.3502884	66010	1
66020	50.2343559	66020	83.5212555	66020	0.158764735	66020	0.004	66020	0.290225536	66020	0.08048463	66020	16.3685989	66020	1
66030	50.2077942	66030	83.80968	66030	0.158764735	66030	0.004	66030	0.289681673	66030	0.08084719	66030	16.3685989	66030	1
66040	50.1971664	66040	84.16286	66040	0.15875265	66040	0.004	66040	0.289862961	66040	0.0806659162	66040	16.3685989	66040	1
66050	50.20248	66050	84.22171	66050	0.158800989	66050	0.004	66050	0.289862961	66050	0.08012207	66050	16.3319778	66050	1
66060	50.2077942	66060	84.2040558	66060	0.158825159	66060	0.004	66060	0.289862961	66060	0.0806659162	66060	16.3228226	66060	1
66070	50.18123	66070	84.2040558	66070	0.1588735	66070	0.004	66070	0.290588081	66070	0.0806659162	66070	16.3502884	66070	1
