SymbolName	MAIN.LT1mm	SymbolName	MAIN.LT2mm	SymbolName	MAIN.PDT1bar	SymbolName	MAIN.PDT2bar	SymbolName	MAIN.PT1bar	SymbolName	MAIN.PT2bar	SymbolName	MAIN.TT1c	SymbolName	MAIN.Motor_ON_OFF
NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1	NetID	5.112.67.239.1.1
Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851	Port	851
Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0	Offset	0
ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1	ScaleFactor	1
BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff	BitMask	0xffffffffffffffff
Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)	Unit	(None)
Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1	Unit ScaleFactor	1
Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0	Unit Offset	0

22460	37.7172356	22460	42	22460	0.02809815	22460	0.004	22460	0.290225536	22460	0.08084719	22460	16.3319778	22460	1
22470	37.70661	22470	42	22470	0.0281344056	22470	0.004	22470	0.289862961	22470	0.0806659162	22470	16.3319778	22470	1
22480	37.70661	22480	42	22480	0.02817066	22480	0.004	22480	0.289681673	22480	0.08012207	22480	16.3502884	22480	1
22490	37.7438	22490	42	22490	0.02817066	22490	0.004	22490	0.289681673	22490	0.08012207	22490	16.2953568	22490	1
22500	37.7650528	22500	42	22500	0.0281344056	22500	0.004	22500	0.2904068	22500	0.0806659162	22500	16.2953568	22500	1
22510	37.7438	22510	42	22510	0.02814649	22510	0.004	22510	0.289862961	22510	0.08120975	22510	16.3228226	22510	1
22520	37.7438	22520	42	22520	0.0281344056	22520	0.004	22520	0.289319128	22520	0.08084719	22520	16.2953568	22520	1
22530	37.75443	22530	42	22530	0.0281344056	22530	0.004	22530	0.289862961	22530	0.08012207	22530	16.3228226	22530	1
22540	37.7331772	22540	42	22540	0.0281827468	22540	0.004	22540	0.289681673	22540	0.0799407959	22540	16.3319778	22540	1
22550	37.7119255	22550	42	22550	0.02817066	22550	0.004	22550	0.289319128	22550	0.08012207	22550	16.2862015	22550	1
22560	37.70661	22560	42	22560	0.0282190014	22560	0.004	22560	0.289319128	22560	0.08048463	22560	16.24958	22560	1
22570	37.6959839	22570	42	22570	0.0281827468	22570	0.004	22570	0.288956553	22570	0.08012207	22570	16.2862015	22570	1
22580	37.6906738	22580	42	22580	0.0281827468	22580	0.004	22580	0.289862961	22580	0.08012207	22580	16.3136673	22580	1
22590	37.7119255	22590	42	22590	0.0282069165	22590	0.004	22590	0.290588081	22590	0.08120975	22590	16.2862015	22590	1
22600	37.7278633	22600	42	22600	0.0281223189	22600	0.004	22600	0.289862961	22600	0.08120975	22600	16.2862015	22600	1
22610	37.70661	22610	42	22610	0.0281344056	22610	0.004	22610	0.289862961	22610	0.08084719	22610	16.2587357	22610	1
22620	37.7119255	22620	42	22620	0.02817066	22620	0.004	22620	0.290225536	22620	0.08048463	22620	16.24958	22620	1
22630	37.6959839	22630	42	22630	0.0281344056	22630	0.004	22630	0.289862961	22630	0.07975951	22630	16.2953568	22630	1
22640	37.68536	22640	42	22640	0.0281827468	22640	0.004	22640	0.289681673	22640	0.07975951	22640	16.26789	22640	1
22650	37.6959839	22650	42	22650	0.0282069165	22650	0.004	22650	0.289681673	22650	0.0799407959	22650	16.2587357	22650	1
22660	37.7119255	22660	42	22660	0.02817066	22660	0.004	22660	0.289319128	22660	0.0806659162	22660	16.3136673	22660	1
22670	37.7331772	22670	42	22670	0.0282552578	22670	0.004	22670	0.288956553	22670	0.0806659162	22670	16.3136673	22670	1
22680	37.749115	22680	42	22680	0.0281827468	22680	0.004	22680	0.289319128	22680	0.08012207	22680	16.2953568	22680	1
22690	37.7331772	22690	42	22690	0.02814649	22690	0.004	22690	0.2904068	22690	0.08048463	22690	16.2862015	22690	1
22700	37.7119255	22700	42	22700	0.0282069165	22700	0.004	22700	0.289862961	22700	0.08048463	22700	16.23127	22700	1
22710	37.70661	22710	42	22710	0.0281827468	22710	0.004	22710	0.289319128	22710	0.08048463	22710	16.26789	22710	1
22720	37.7331772	22720	42	22720	0.0281827468	22720	0.004	22720	0.289681673	22720	0.0799407959	22720	16.2953568	22720	1
22730	37.7650528	22730	42	22730	0.02817066	22730	0.004	22730	0.289862961	22730	0.0799407959	22730	16.2953568	22730	1
22740	37.7172356	22740	42	22740	0.0282069165	22740	0.004	22740	0.290225536	22740	0.08120975	22740	16.3136673	22740	1
22750	37.6959839	22750	42	22750	0.0282673445	22750	0.004	22750	0.290225536	22750	0.08139104	22750	16.26789	22750	1
22760	37.6959839	22760	42	22760	0.028303599	22760	0.004	22760	0.2904068	22760	0.08084719	22760	16.24958	22760	1
22770	37.6959839	22770	42	22770	0.02827943	22770	0.004	22770	0.290225536	22770	0.0806659162	22770	16.2587357	22770	1
22780	37.7172356	22780	42	22780	0.02832777	22780	0.004	22780	0.289319128	22780	0.0806659162	22780	16.2587357	22780	1
22790	37.7172356	22790	42	22790	0.0283761118	22790	0.004	22790	0.28913784	22790	0.08120975	22790	16.2587357	22790	1
22800	37.7278633	22800	42	22800	0.0283640269	22800	0.004	22800	0.288594	22800	0.08139104	22800	16.2862015	22800	1
22810	37.7438	22810	42	22810	0.0284002814	22810	0.004	22810	0.28913784	22810	0.08139104	22810	16.3136673	22810	1
22820	37.7331772	22820	42	22820	0.0284727942	22820	0.004	22820	0.289319128	22820	0.08048463	22820	16.3319778	22820	1
22830	37.7119255	22830	42	22830	0.028545307	22830	0.004	22830	0.289681673	22830	0.0799407959	22830	16.3319778	22830	1
22840	37.7172356	22840	42	22840	0.0285694767	22840	0.004	22840	0.289862961	22840	0.08048463	22840	16.2862015	22840	1
22850	37.7172356	22850	42	22850	0.028545307	22850	0.004	22850	0.289862961	22850	0.08120975	22850	16.2587357	22850	1
22860	37.70661	22860	42	22860	0.0286057331	22860	0.004	22860	0.289681673	22860	0.08048463	22860	16.3136673	22860	1
22870	37.7119255	22870	42	22870	0.028678244	22870	0.004	22870	0.289862961	22870	0.0792156756	22870	16.3319778	22870	1
22880	37.68536	22880	42	22880	0.0287507568	22880	0.004	22880	0.290225536	22880	0.07975951	22880	16.3228226	22880	1
22890	37.674736	22890	42	22890	0.0287870131	22890	0.004	22890	0.290225536	22890	0.0799407959	22890	16.3228226	22890	1
22900	37.7278633	22900	42	22900	0.0287386719	22900	0.004	22900	0.289862961	22900	0.0806659162	22900	16.3136673	22900	1
22910	37.7278633	22910	42	22910	0.0287507568	22910	0.004	22910	0.289862961	22910	0.08048463	22910	16.2587357	22910	1
22920	37.7172356	22920	42	22920	0.02882327	22920	0.004	22920	0.289681673	22920	0.08048463	22920	16.2587357	22920	1
22930	37.7278633	22930	42	22930	0.02884744	22930	0.004	22930	0.289681673	22930	0.07975951	22930	16.2587357	22930	1
22940	37.7172356	22940	42	22940	0.0289320368	22940	0.004	22940	0.290225536	22940	0.0792156756	22940	16.26789	22940	1
22950	37.7119255	22950	42	22950	0.0289803781	22950	0.004	22950	0.2904068	22950	0.07975951	22950	16.26789	22950	1
22960	37.7119255	22960	42	22960	0.0290166344	22960	0.004	22960	0.289862961	22960	0.08084719	22960	16.26789	22960	1
22970	37.70661	22970	42	22970	0.02907706	22970	0.004	22970	0.289862961	22970	0.0806659162	22970	16.24958	22970	1
22980	37.70661	22980	42	22980	0.0291133169	22980	0.004	22980	0.289862961	22980	0.0799407959	22980	16.24958	22980	1
22990	37.75443	22990	42	22990	0.0291254018	22990	0.004	22990	0.290225536	22990	0.08048463	22990	16.2862015	22990	1
23000	37.749115	23000	42	23000	0.029173743	23000	0.004	23000	0.290225536	23000	0.08012207	23000	16.2953568	23000	1
23010	37.68536	23010	42	23010	0.0292220842	23010	0.004	23010	0.2904068	23010	0.08048463	23010	16.2953568	23010	1
23020	37.6959839	23020	42	23020	0.0292462558	23020	0.004	23020	0.290950656	23020	0.08012207	23020	16.2953568	23020	1
23030	37.70661	23030	42	23030	0.02925834	23030	0.004	23030	0.290225536	23030	0.08048463	23030	16.2587357	23030	1
23040	37.6906738	23040	42	23040	0.029294597	23040	0.004	23040	0.289681673	23040	0.08084719	23040	16.24958	23040	1
23050	37.7278633	23050	42	23050	0.0294033643	23050	0.004	23050	0.289681673	23050	0.0806659162	23050	16.24958	23050	1
23060	37.7278633	23060	42	23060	0.0295000467	23060	0.004	23060	0.289319128	23060	0.0799407959	23060	16.2587357	23060	1
23070	37.70661	23070	42	23070	0.0295121334	23070	0.004	23070	0.289681673	23070	0.0799407959	23070	16.2862015	23070	1
23080	37.70661	23080	42	23080	0.0295846444	23080	0.004	23080	0.289862961	23080	0.08048463	23080	16.3228226	23080	1
23090	37.7119255	23090	42	23090	0.0296934117	23090	0.004	23090	0.289862961	23090	0.08012207	23090	16.3136673	23090	1
23100	37.7119255	23100	42	23100	0.0297417548	23100	0.004	23100	0.289319128	23100	0.07939695	23100	16.2587357	23100	1
23110	37.6959839	23110	42	23110	0.0298142657	23110	0.004	23110	0.289681673	23110	0.0786718354	23110	16.2587357	23110	1
23120	37.7172356	23120	42	23120	0.0299109481	23120	0.004	23120	0.2904068	23120	0.07939695	23120	16.2862015	23120	1
23130	37.7438	23130	42	23130	0.02995929	23130	0.004	23130	0.290225536	23130	0.08048463	23130	16.3136673	23130	1
23140	37.7172356	23140	42	23140	0.0300197173	23140	0.004	23140	0.288956553	23140	0.0799407959	23140	16.3136673	23140	1
23150	37.7172356	23150	42	23150	0.0301164	23150	0.004	23150	0.289319128	23150	0.08012207	23150	16.3136673	23150	1
23160	37.7278633	23160	42	23160	0.0302009955	23160	0.004	23160	0.290588081	23160	0.08012207	23160	16.2953568	23160	1
23170	37.7278633	23170	42	23170	0.0302855931	23170	0.004	23170	0.290225536	23170	0.07939695	23170	16.3228226	23170	1
23180	37.7278633	23180	42	23180	0.0304064471	23180	0.004	23180	0.289862961	23180	0.07975951	23180	16.3228226	23180	1
23190	37.70661	23190	42	23190	0.030478958	23190	0.004	23190	0.290225536	23190	0.07975951	23190	16.3228226	23190	1
23200	37.7278633	23200	42	23200	0.0305273011	23200	0.004	23200	0.289681673	23200	0.0799407959	23200	16.3319778	23200	1
23210	37.7278633	23210	42	23210	0.0306239836	23210	0.004	23210	0.289319128	23210	0.08048463	23210	16.3228226	23210	1
23220	37.7331772	23220	42	23220	0.0306723248	23220	0.004	23220	0.289862961	23220	0.08048463	23220	16.3136673	23220	1
23230	37.7172356	23230	42	23230	0.0307206661	23230	0.004	23230	0.290225536	23230	0.08048463	23230	16.2587357	23230	1
23240	37.6959839	23240	42	23240	0.0308173485	23240	0.004	23240	0.290225536	23240	0.08048463	23240	16.24958	23240	1
23250	37.70661	23250	42	23250	0.0308052637	23250	0.004	23250	0.290225536	23250	0.07975951	23250	16.2953568	23250	1
23260	37.7172356	23260	42	23260	0.0309019461	23260	0.004	23260	0.289862961	23260	0.08012207	23260	16.2953568	23260	1
23270	37.7172356	23270	42	23270	0.03104697	23270	0.004	23270	0.289319128	23270	0.08048463	23270	16.2953568	23270	1
23280	37.7278633	23280	42	23280	0.031095311	23280	0.004	23280	0.289319128	23280	0.0799407959	23280	16.2862015	23280	1
23290	37.7172356	23290	42	23290	0.0312524177	23290	0.004	23290	0.289862961	23290	0.07975951	23290	16.2862015	23290	1
23300	37.70661	23300	42	23300	0.03132493	23300	0.004	23300	0.289862961	23300	0.08012207	23300	16.2862015	23300	1
23310	37.7278633	23310	42	23310	0.0313732736	23310	0.004	23310	0.289319128	23310	0.08139104	23310	16.2862015	23310	1
23320	37.7172356	23320	42	23320	0.0315182954	23320	0.004	23320	0.289681673	23320	0.08120975	23320	16.2953568	23320	1
23330	37.7331772	23330	42	23330	0.0315787233	23330	0.004	23330	0.290225536	23330	0.08012207	23330	16.2953568	23330	1
23340	37.7278633	23340	42	23340	0.03171166	23340	0.004	23340	0.289681673	23340	0.08012207	23340	16.3319778	23340	1
23350	37.7172356	23350	42	23350	0.0318325162	23350	0.004	23350	0.289319128	23350	0.08084719	23350	16.3228226	23350	1
23360	37.749115	23360	42	23360	0.0319412835	23360	0.004	23360	0.289319128	23360	0.0806659162	23360	16.2953568	23360	1
23370	37.7119255	23370	42	23370	0.03205005	23370	0.004	23370	0.288956553	23370	0.08048463	23370	16.2953568	23370	1
23380	37.7119255	23380	42	23380	0.0320983939	23380	0.004	23380	0.289681673	23380	0.08084719	23380	16.2862015	23380	1
23390	37.7119255	23390	42	23390	0.0321950763	23390	0.004	23390	0.290225536	23390	0.08084719	23390	16.2862015	23390	1
23400	37.6906738	23400	42	23400	0.032279674	23400	0.004	23400	0.290225536	23400	0.08120975	23400	16.24958	23400	1
23410	37.7172356	23410	42	23410	0.0324005261	23410	0.004	23410	0.2904068	23410	0.08048463	23410	16.2587357	23410	1
23420	37.7331772	23420	42	23420	0.0325576365	23420	0.004	23420	0.290225536	23420	0.08012207	23420	16.2953568	23420	1
23430	37.7172356	23430	42	23430	0.03261806	23430	0.004	23430	0.289862961	23430	0.0799407959	23430	16.2862015	23430	1
23440	37.70661	23440	42	23440	0.0327147432	23440	0.004	23440	0.290225536	23440	0.08012207	23440	16.2862015	23440	1
23450	37.6959839	23450	42	23450	0.03277517	23450	0.004	23450	0.289862961	23450	0.0806659162	23450	16.2862015	23450	1
23460	37.7119255	23460	42	23460	0.0327872559	23460	0.004	23460	0.289681673	23460	0.0806659162	23460	16.2862015	23460	1
23470	37.7278633	23470	42	23470	0.03293228	23470	0.004	23470	0.289862961	23470	0.08084719	23470	16.2862015	23470	1
23480	37.7119255	23480	42	23480	0.03308939	23480	0.004	23480	0.289862961	23480	0.08120975	23480	16.2862015	23480	1
23490	37.7278633	23490	42	23490	0.03322233	23490	0.004	23490	0.289862961	23490	0.08048463	23490	16.2862015	23490	1
23500	37.7119255	23500	42	23500	0.03322233	23500	0.004	23500	0.290950656	23500	0.0799407959	23500	16.26789	23500	1
23510	37.70661	23510	42	23510	0.0333069265	23510	0.004	23510	0.290588081	23510	0.0806659162	23510	16.24958	23510	1
23520	37.7278633	23520	42	23520	0.03336735	23520	0.004	23520	0.290225536	23520	0.08048463	23520	16.2953568	23520	1
23530	37.7278633	23530	42	23530	0.03340361	23530	0.004	23530	0.289319128	23530	0.08012207	23530	16.3502884	23530	1
23540	37.7438	23540	42	23540	0.0335969739	23540	0.004	23540	0.288956553	23540	0.08048463	23540	16.2953568	23540	1
23550	37.7278633	23550	42	23550	0.03368157	23550	0.004	23550	0.289681673	23550	0.08084719	23550	16.3136673	23550	1
23560	37.70661	23560	42	23560	0.0337419957	23560	0.004	23560	0.289862961	23560	0.0806659162	23560	16.3502884	23560	1
23570	37.7119255	23570	42	23570	0.03386285	23570	0.004	23570	0.290950656	23570	0.08048463	23570	16.3502884	23570	1
23580	37.7438	23580	42	23580	0.03391119	23580	0.004	23580	0.2904068	23580	0.08012207	23580	16.3319778	23580	1
23590	37.7438	23590	42	23590	0.03401996	23590	0.004	23590	0.289319128	23590	0.08048463	23590	16.2953568	23590	1
23600	37.7172356	23600	42	23600	0.0340803862	23600	0.004	23600	0.290225536	23600	0.0799407959	23600	16.2953568	23600	1
23610	37.7331772	23610	42	23610	0.0341408141	23610	0.004	23610	0.289862961	23610	0.07939695	23610	16.3136673	23610	1
23620	37.6959839	23620	42	23620	0.03424958	23620	0.004	23620	0.289862961	23620	0.07975951	23620	16.2862015	23620	1
23630	37.6959839	23630	42	23630	0.03429792	23630	0.004	23630	0.289862961	23630	0.08012207	23630	16.2953568	23630	1
23640	37.7331772	23640	42	23640	0.03433418	23640	0.004	23640	0.289681673	23640	0.08012207	23640	16.2953568	23640	1
23650	37.7438	23650	42	23650	0.0344429463	23650	0.004	23650	0.290225536	23650	0.08048463	23650	16.26789	23650	1
23660	37.7331772	23660	42	23660	0.0345758833	23660	0.004	23660	0.289681673	23660	0.08048463	23660	16.3136673	23660	1
23670	37.7331772	23670	42	23670	0.034708824	23670	0.004	23670	0.289319128	23670	0.08048463	23670	16.3594437	23670	1
23680	37.7438	23680	42	23680	0.03472091	23680	0.004	23680	0.289319128	23680	0.0806659162	23680	16.3228226	23680	1
23690	37.70661	23690	42	23690	0.03472091	23690	0.004	23690	0.28913784	23690	0.0806659162	23690	16.3136673	23690	1
23700	37.6959839	23700	42	23700	0.0348055065	23700	0.004	23700	0.289681673	23700	0.08120975	23700	16.2953568	23700	1
23710	37.7172356	23710	42	23710	0.0348659344	23710	0.004	23710	0.289862961	23710	0.0806659162	23710	16.3136673	23710	1
23720	37.7438	23720	42	23720	0.03492636	23720	0.004	23720	0.289681673	23720	0.08012207	23720	16.3319778	23720	1
23730	37.7278633	23730	42	23730	0.0350472145	23730	0.004	23730	0.289319128	23730	0.08048463	23730	16.3136673	23730	1
23740	37.68536	23740	42	23740	0.03510764	23740	0.004	23740	0.289862961	23740	0.0799407959	23740	16.26789	23740	1
23750	37.68536	23750	42	23750	0.03513181	23750	0.004	23750	0.290225536	23750	0.07975951	23750	16.2953568	23750	1
23760	37.6959839	23760	42	23760	0.0352284946	23760	0.004	23760	0.289681673	23760	0.08012207	23760	16.2953568	23760	1
23770	37.7331772	23770	42	23770	0.035325177	23770	0.004	23770	0.289319128	23770	0.08012207	23770	16.2587357	23770	1
23780	37.75443	23780	42	23780	0.0353010073	23780	0.004	23780	0.289862961	23780	0.08048463	23780	16.2953568	23780	1
23790	37.7438	23790	42	23790	0.0353856	23790	0.004	23790	0.289862961	23790	0.08012207	23790	16.3136673	23790	1
23800	37.7119255	23800	42	23800	0.0355185419	23800	0.004	23800	0.289681673	23800	0.08012207	23800	16.2953568	23800	1
23810	37.70661	23810	42	23810	0.03560314	23810	0.004	23810	0.2904068	23810	0.08084719	23810	16.26789	23810	1
23820	37.7119255	23820	42	23820	0.03574816	23820	0.004	23820	0.290225536	23820	0.08120975	23820	16.24958	23820	1
23830	37.7172356	23830	42	23830	0.0357723348	23830	0.004	23830	0.289319128	23830	0.08139104	23830	16.2953568	23830	1
23840	37.7172356	23840	42	23840	0.0358448438	23840	0.004	23840	0.289862961	23840	0.0806659162	23840	16.3136673	23840	1
23850	37.7278633	23850	42	23850	0.0358931869	23850	0.004	23850	0.290225536	23850	0.08012207	23850	16.3136673	23850	1
23860	37.7331772	23860	42	23860	0.03594153	23860	0.004	23860	0.289681673	23860	0.08048463	23860	16.3228226	23860	1
23870	37.70661	23870	42	23870	0.0360261239	23870	0.004	23870	0.290225536	23870	0.08048463	23870	16.2862015	23870	1
23880	37.6959839	23880	42	23880	0.0360261239	23880	0.004	23880	0.2904068	23880	0.08012207	23880	16.2953568	23880	1
23890	37.6959839	23890	42	23890	0.0360502973	23890	0.004	23890	0.289862961	23890	0.08012207	23890	16.3319778	23890	1
23900	37.6959839	23900	42	23900	0.03614698	23900	0.004	23900	0.289862961	23900	0.08048463	23900	16.3319778	23900	1
23910	37.7172356	23910	42	23910	0.0362194926	23910	0.004	23910	0.289862961	23910	0.0806659162	23910	16.3502884	23910	1
23920	37.7331772	23920	42	23920	0.0362799168	23920	0.004	23920	0.290225536	23920	0.08084719	23920	16.3136673	23920	1
23930	37.7278633	23930	42	23930	0.03632826	23930	0.004	23930	0.2904068	23930	0.0799407959	23930	16.2953568	23930	1
23940	37.7119255	23940	42	23940	0.0364128575	23940	0.004	23940	0.290950656	23940	0.08012207	23940	16.3136673	23940	1
23950	37.70661	23950	42	23950	0.03647328	23950	0.004	23950	0.2911319	23950	0.08084719	23950	16.3228226	23950	1
23960	37.7278633	23960	42	23960	0.0365216248	23960	0.004	23960	0.290950656	23960	0.08012207	23960	16.3136673	23960	1
23970	37.7278633	23970	42	23970	0.0365699641	23970	0.004	23970	0.290588081	23970	0.08012207	23970	16.2587357	23970	1
23980	37.7119255	23980	42	23980	0.0366062224	23980	0.004	23980	0.290950656	23980	0.08012207	23980	16.2587357	23980	1
23990	37.7172356	23990	42	23990	0.0367029049	23990	0.004	23990	0.290950656	23990	0.0806659162	23990	16.26789	23990	1
24000	37.7119255	24000	42	24000	0.0367875025	24000	0.004	24000	0.290225536	24000	0.08120975	24000	16.2587357	24000	1
24010	37.70661	24010	42	24010	0.0367995873	24010	0.004	24010	0.289681673	24010	0.08048463	24010	16.2953568	24010	1
24020	37.6959839	24020	42	24020	0.03683584	24020	0.004	24020	0.289862961	24020	0.08012207	24020	16.3136673	24020	1
24030	37.7119255	24030	42	24030	0.03683584	24030	0.004	24030	0.289862961	24030	0.08012207	24030	16.3136673	24030	1
24040	37.70661	24040	42	24040	0.03692044	24040	0.004	24040	0.28913784	24040	0.08012207	24040	16.2862015	24040	1
24050	37.7172356	24050	42	24050	0.0369325243	24050	0.004	24050	0.289862961	24050	0.08012207	24050	16.2587357	24050	1
24060	37.7331772	24060	42	24060	0.0368841849	24060	0.004	24060	0.2904068	24060	0.0799407959	24060	16.26789	24060	1
24070	37.7278633	24070	42	24070	0.03694461	24070	0.004	24070	0.290588081	24070	0.07975951	24070	16.26789	24070	1
24080	37.7278633	24080	42	24080	0.0369929522	24080	0.004	24080	0.2904068	24080	0.0799407959	24080	16.2587357	24080	1
24090	37.6959839	24090	42	24090	0.0370292068	24090	0.004	24090	0.289681673	24090	0.0799407959	24090	16.26789	24090	1
24100	37.6959839	24100	42	24100	0.03704129	24100	0.004	24100	0.289319128	24100	0.0799407959	24100	16.2587357	24100	1
24110	37.7119255	24110	42	24110	0.0370896347	24110	0.004	24110	0.289681673	24110	0.08048463	24110	16.26789	24110	1
24120	37.70661	24120	42	24120	0.0371379741	24120	0.004	24120	0.289862961	24120	0.0806659162	24120	16.26789	24120	1
24130	37.70661	24130	42	24130	0.0371621475	24130	0.004	24130	0.289681673	24130	0.08084719	24130	16.2221146	24130	1
24140	37.7172356	24140	42	24140	0.0372709148	24140	0.004	24140	0.290588081	24140	0.0799407959	24140	16.2587357	24140	1
24150	37.7331772	24150	42	24150	0.0372709148	24150	0.004	24150	0.290588081	24150	0.0799407959	24150	16.2953568	24150	1
24160	37.7278633	24160	42	24160	0.03722257	24160	0.004	24160	0.289862961	24160	0.08139104	24160	16.3136673	24160	1
24170	37.70661	24170	42	24170	0.03730717	24170	0.004	24170	0.289862961	24170	0.0806659162	24170	16.3228226	24170	1
24180	37.68536	24180	42	24180	0.0373555124	24180	0.004	24180	0.290225536	24180	0.07975951	24180	16.3136673	24180	1
24190	37.6906738	24190	42	24190	0.0373675972	24190	0.004	24190	0.290588081	24190	0.08048463	24190	16.3136673	24190	1
24200	37.7278633	24200	42	24200	0.0373675972	24200	0.004	24200	0.289862961	24200	0.08048463	24200	16.2862015	24200	1
24210	37.7331772	24210	42	24210	0.03740385	24210	0.004	24210	0.28913784	24210	0.08048463	24210	16.2587357	24210	1
24220	37.6959839	24220	42	24220	0.03746428	24220	0.004	24220	0.289681673	24220	0.08139104	24220	16.26789	24220	1
24230	37.6906738	24230	42	24230	0.0375005342	24230	0.004	24230	0.2904068	24230	0.0806659162	24230	16.3136673	24230	1
24240	37.6959839	24240	42	24240	0.0375367925	24240	0.004	24240	0.290588081	24240	0.0799407959	24240	16.2862015	24240	1
24250	37.7172356	24250	42	24250	0.0375367925	24250	0.004	24250	0.290588081	24250	0.08012207	24250	16.2587357	24250	1
24260	37.7438	24260	42	24260	0.0375488773	24260	0.004	24260	0.290225536	24260	0.0799407959	24260	16.26789	24260	1
24270	37.7331772	24270	42	24270	0.03758513	24270	0.004	24270	0.289862961	24270	0.07975951	24270	16.2862015	24270	1
24280	37.6906738	24280	42	24280	0.03758513	24280	0.004	24280	0.290225536	24280	0.0799407959	24280	16.2587357	24280	1
24290	37.674736	24290	42	24290	0.0376334749	24290	0.004	24290	0.290225536	24290	0.08012207	24290	16.26789	24290	1
24300	37.70661	24300	42	24300	0.03764556	24300	0.004	24300	0.290225536	24300	0.0792156756	24300	16.3136673	24300	1
24310	37.6906738	24310	42	24310	0.0376818143	24310	0.004	24310	0.290225536	24310	0.07939695	24310	16.2953568	24310	1
24320	37.7119255	24320	42	24320	0.0377301574	24320	0.004	24320	0.2904068	24320	0.0799407959	24320	16.3136673	24320	1
24330	37.7331772	24330	42	24330	0.0377059877	24330	0.004	24330	0.289681673	24330	0.0806659162	24330	16.3136673	24330	1
24340	37.7331772	24340	42	24340	0.0377422422	24340	0.004	24340	0.289681673	24340	0.0806659162	24340	16.3136673	24340	1
24350	37.7438	24350	42	24350	0.03782684	24350	0.004	24350	0.289862961	24350	0.07975951	24350	16.3136673	24350	1
24360	37.7331772	24360	42	24360	0.037814755	24360	0.004	24360	0.289862961	24360	0.07939695	24360	16.2587357	24360	1
24370	37.7331772	24370	42	24370	0.037814755	24370	0.004	24370	0.289681673	24370	0.07939695	24370	16.2587357	24370	1
24380	37.7278633	24380	42	24380	0.03787518	24380	0.004	24380	0.2904068	24380	0.0806659162	24380	16.2953568	24380	1
24390	37.7438	24390	42	24390	0.0378872678	24390	0.004	24390	0.2904068	24390	0.08084719	24390	16.2862015	24390	1
24400	37.7172356	24400	42	24400	0.0379114375	24400	0.004	24400	0.289319128	24400	0.0806659162	24400	16.2953568	24400	1
24410	37.7119255	24410	42	24410	0.0379597768	24410	0.004	24410	0.290225536	24410	0.08012207	24410	16.3228226	24410	1
24420	37.70661	24420	42	24420	0.0380202048	24420	0.004	24420	0.289862961	24420	0.07975951	24420	16.3228226	24420	1
24430	37.70661	24430	42	24430	0.03805646	24430	0.004	24430	0.289319128	24430	0.08012207	24430	16.2953568	24430	1
24440	37.7278633	24440	42	24440	0.03805646	24440	0.004	24440	0.289862961	24440	0.08084719	24440	16.3136673	24440	1
24450	37.7278633	24450	42	24450	0.0380685478	24450	0.004	24450	0.290588081	24450	0.08139104	24450	16.2953568	24450	1
24460	37.7119255	24460	42	24460	0.0380806327	24460	0.004	24460	0.2904068	24460	0.08120975	24460	16.2862015	24460	1
24470	37.6959839	24470	42	24470	0.03805646	24470	0.004	24470	0.289862961	24470	0.08012207	24470	16.2953568	24470	1
24480	37.7119255	24480	42	24480	0.03803229	24480	0.004	24480	0.289862961	24480	0.07975951	24480	16.3136673	24480	1
24490	37.7119255	24490	42	24490	0.0380685478	24490	0.004	24490	0.289862961	24490	0.08048463	24490	16.3228226	24490	1
24500	37.6906738	24500	42	24500	0.03815314	24500	0.004	24500	0.290225536	24500	0.0806659162	24500	16.3319778	24500	1
24510	37.6959839	24510	42	24510	0.0382619128	24510	0.004	24510	0.2904068	24510	0.08048463	24510	16.3319778	24510	1
24520	37.7331772	24520	42	24520	0.0382860824	24520	0.004	24520	0.290225536	24520	0.08048463	24520	16.3136673	24520	1
24530	37.7331772	24530	42	24530	0.0382860824	24530	0.004	24530	0.290225536	24530	0.08012207	24530	16.2953568	24530	1
24540	37.7278633	24540	42	24540	0.03833442	24540	0.004	24540	0.289862961	24540	0.08048463	24540	16.2587357	24540	1
24550	37.749115	24550	42	24550	0.0383585952	24550	0.004	24550	0.289681673	24550	0.08084719	24550	16.2587357	24550	1
24560	37.749115	24560	42	24560	0.0384069346	24560	0.004	24560	0.289862961	24560	0.08048463	24560	16.2953568	24560	1
