10,0.629493,0.106227,
20,0.838112,0.114310,
30,1.018077,0.123795,
40,1.180711,0.134377,
50,1.331181,0.145836,
60,1.472413,0.158005,
70,1.606274,0.170762,
80,1.734049,0.184008,
90,1.856669,0.197671,
100,1.974840,0.211690,
110,2.089112,0.226019,
120,2.199924,0.240619,
130,2.307634,0.255459,
140,2.412539,0.270513,
150,2.514890,0.285759,
160,2.614898,0.301180,
170,2.712748,0.316759,
180,2.808597,0.332484,
190,2.902586,0.348341,
200,2.994836,0.364323,
210,3.085459,0.380419,
220,3.174550,0.396622,
230,3.262197,0.412925,
240,3.348480,0.429322,
250,3.433469,0.445808,
260,3.517231,0.462376,
270,3.599824,0.479023,
280,3.681303,0.495745,
290,3.761718,0.512538,
300,3.841116,0.529399,
310,3.919539,0.546324,
320,3.997026,0.563311,
330,4.073616,0.580356,
340,4.149341,0.597459,
350,4.224235,0.614615,
360,4.298326,0.631823,
370,4.371644,0.649082,
380,4.444214,0.666389,
390,4.516061,0.683742,
400,4.587210,0.701141,
410,4.657681,0.718583,
420,4.727496,0.736067,
430,4.796674,0.753591,
440,4.865234,0.771155,
450,4.933194,0.788757,
460,5.000570,0.806396,
470,5.067379,0.824071,
480,5.133636,0.841782,
490,5.199356,0.859526,
500,5.264551,0.877303,
510,5.329236,0.895112,
520,5.393423,0.912952,
530,5.457123,0.930823,
540,5.520350,0.948724,
550,5.583113,0.966654,
560,5.645423,0.984612,
570,5.707291,1.002597,
580,5.768726,1.020610,
590,5.829738,1.038649,
600,5.890335,1.056713,
610,5.950527,1.074803,
620,6.010322,1.092917,
630,6.069727,1.111056,
640,6.128752,1.129218,
650,6.187402,1.147403,
660,6.245686,1.165610,
670,6.303610,1.183840,
680,6.361181,1.202091,
690,6.418406,1.220364,
700,6.475291,1.238657,
710,6.531842,1.256971,
720,6.588065,1.275304,
730,6.643965,1.293658,
740,6.699549,1.312030,
750,6.754822,1.330422,
760,6.809788,1.348832,
770,6.864453,1.367260,
780,6.918822,1.385706,
790,6.972900,1.404170,
800,7.026691,1.422650,
810,7.080200,1.441148,
820,7.133430,1.459663,
830,7.186388,1.478194,
840,7.239076,1.496741,
850,7.291498,1.515303,
860,7.343659,1.533882,
870,7.395562,1.552475,
880,7.447211,1.571084,
890,7.498610,1.589707,
900,7.549762,1.608346,
910,7.600671,1.626998,
920,7.651340,1.645665,
930,7.701771,1.664345,
940,7.751969,1.683039,
950,7.801937,1.701747,
960,7.851677,1.720468,
970,7.901194,1.739202,
980,7.950488,1.757949,
990,7.999564,1.776708,
1000,8.048424,1.795480,
1010,8.097071,1.814264,
1020,8.145507,1.833061,
1030,8.193735,1.851869,
1040,8.241757,1.870689,
1050,8.289577,1.889521,
1060,8.337195,1.908365,
1070,8.384616,1.927219,
1080,8.431841,1.946085,
1090,8.478872,1.964961,
1100,8.525712,1.983849,
1110,8.572363,2.002747,
1120,8.618827,2.021656,
1130,8.665106,2.040575,
1140,8.711202,2.059504,
1150,8.757116,2.078443,
1160,8.802853,2.097392,
1170,8.848412,2.116351,
1180,8.893795,2.135320,
1190,8.939006,2.154299,
1200,8.984045,2.173286,
1210,9.028914,2.192284,
1220,9.073616,2.211290,
1230,9.118152,2.230306,
1240,9.162522,2.249330,
1250,9.206730,2.268363,
1260,9.250776,2.287405,
1270,9.294663,2.306456,
1280,9.338392,2.325515,
1290,9.381965,2.344583,
1300,9.425383,2.363658,
1310,9.468647,2.382742,
1320,9.511759,2.401834,
1330,9.554720,2.420935,
1340,9.597532,2.440043,
1350,9.640197,2.459159,
1360,9.682714,2.478282,
1370,9.725087,2.497413,
1380,9.767317,2.516552,
1390,9.809403,2.535698,
1400,9.851349,2.554852,
1410,9.893154,2.574013,
1420,9.934821,2.593180,
1430,9.976351,2.612355,
1440,10.017744,2.631537,
1450,10.059002,2.650726,
1460,10.100126,2.669922,
1470,10.141118,2.689124,
1480,10.181978,2.708333,
1490,10.222708,2.727549,
1500,10.263308,2.746771,
1510,10.303780,2.765999,
1520,10.344124,2.785234,
1530,10.384342,2.804475,
1540,10.424435,2.823723,
1550,10.464403,2.842976,
1560,10.504249,2.862236,
1570,10.543972,2.881501,
1580,10.583574,2.900773,
1590,10.623055,2.920050,
1600,10.662417,2.939333,
1610,10.701661,2.958622,
1620,10.740788,2.977917,
1630,10.779798,2.997217,
1640,10.818691,3.016522,
1650,10.857471,3.035834,
1660,10.896135,3.055150,
1670,10.934688,3.074472,
1680,10.973127,3.093799,
1690,11.011456,3.113132,
1700,11.049673,3.132469,
1710,11.087781,3.151812,
1720,11.125780,3.171159,
1730,11.163671,3.190512,
1740,11.201454,3.209869,
1750,11.239131,3.229232,
1760,11.276702,3.248599,
1770,11.314168,3.267971,
1780,11.351529,3.287348,
1790,11.388786,3.306729,
1800,11.425941,3.326115,
1810,11.462994,3.345506,
1820,11.499945,3.364901,
1830,11.536795,3.384300,
1840,11.573545,3.403704,
1850,11.610195,3.423112,
1860,11.646747,3.442525,
1870,11.683200,3.461942,
1880,11.719556,3.481363,
1890,11.755815,3.500788,
1900,11.791978,3.520217,
1910,11.828045,3.539650,
1920,11.864017,3.559088,
1930,11.899896,3.578529,
1940,11.935680,3.597974,
1950,11.971372,3.617423,
1960,12.006970,3.636876,
1970,12.042477,3.656333,
1980,12.077892,3.675794,
1990,12.113216,3.695258,
2000,12.148451,3.714726,
2010,12.183596,3.734197,
2020,12.218651,3.753673,
2030,12.253618,3.773151,
2040,12.288497,3.792634,
2050,12.323289,3.812119,
2060,12.357993,3.831608,
2070,12.392612,3.851101,
2080,12.427144,3.870597,
2090,12.461591,3.890096,
2100,12.495953,3.909599,
2110,12.530231,3.929105,
2120,12.564425,3.948614,
2130,12.598535,3.968126,
2140,12.632562,3.987641,
